Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,Okay.,,,
A,My children are all grown up.,,,
B,Oh.,,,
B,"Okay,",,,
B,"well, now see, I've got two children",,,
B,"and, uh, they're,",,,
B,"one is uh, just turned to be a teenager",,,
B,"and the other one is on his way,",,,
B,so.,,,
A,Uh-huh.,,,
B,"I, uh, I'm a single parent,",,,
B,"so I think it makes it more difficult for me to, uh, you know, find time with my, my children since I work",,,
A,I'll bet.,,,
B,"and then, of course, take care of the house and all this good kind of stuff.",,,
B,"Uh, so it's a real, uh, it's a real problem for me.",,,
A,I'll bet it is.,,,
B,Yeah.,,,
A,What is the favorite thing you do with your children?,,,
B,"Uh, the, the thing that we like to do the most is to watch T V together.",,,
A,Uh-huh.,,,
B,"And, uh, the kids like to play Nintendo,",,,
B,"but I'm no good at it,",,,
B,so I don't like to play.,,,
A,"You just watch them play, huh?",,,
B,"That's right,",,,
B,that's right.,,,
A,"I, I tried it once or twice,",,,
A,but I didn't feel like I was very good at it either.,,,
B,Me either.,,,
A,"My grandson got me to one day,",,,
A,"but,",,,
B,"Yeah,",,,
B,they talk about these different levels and stuff,,,
B,and I've never got off of level one,,,
A,Different worlds,,,
B,Yes.,,,
A,"and how do you get to another world, you know?",,,
A,"And I, I don't even know what they're talking about.",,,
B,"I, I know,",,,
B,"I agree with you,",,,
B,"the other thing I think we like to go to the movies, too.",,,
A,Do you?,,,
B,"That's,",,,
B,"yeah,",,,
B,"that's a, that's a neat thing.",,,
B,"So I guess we're all in, uh, you know, movie, uh, fanatics or whatever around here.",,,
A,Yeah.,,,
B,So we like to do those kind of things.,,,
A,"I know when our kids were growing up, our, we were big into water sports.",,,
B,Uh-huh.,,,
A,We had a boat,,,
A,and they all skied,,,
A,and in the summer we spent most weekends on the lake with them skiing,,,
A,and they always took other friends with them,,,
A,"and we had a lot of fun doing that,",,,
A,but I had all girls,,,
B,"Oh, how neat.",,,
B,Uh-huh.,,,
A,so we didn't do too much sports wise.,,,
B,Oh.,,,
A,I find my grandchildren are very involved in soccer and baseball,,,
B,Uh-huh.,,,
A,and little boys do all of those things,,,
B,Uh-huh.,,,
