Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Okay,",,,
A,"the topic was, should the United States adopt the metric system, and if so, should, uh.",,,
B,How should they do it?,,,
B,Why didn't it work last time?,,,
A,And why didn't it work last time?,,,
B,"Well, I'm all for it.",,,
A,"Yeah,",,,
A,"well, I, I am too.",,,
A,"I wish, uh, it had started a long time ago, is the problem, because we're so wound up in the in the system that we've got that, you know, trying to convert over,",,,
B,Yeah.,,,
A,"and I guess, what'd they try, they tried what'd the call it, soft conversion and hard conversion",,,
B,"Yeah,",,,
B,"they tried the,",,,
A,one of them is where you just take whatever's already standard,,,
A,and you give it some sort of a weird metric number like six point two eight seven instead of six millimeter.,,,
B,"Yeah,",,,
B,"yeah,",,,
B,direct conversion.,,,
A,"I, I don't know. Uh.",,,
B,"I think they just ought to, you know, start, uh, just go all the way on new products introduced or whatever, you know, start your packaging, go to liters instead of quarts,",,,
B,"and you know, people if they have to are going to learn to think that way.",,,
A,"Well don't most of them, doesn't just about everything now have both metric and English.",,,
B,"They do,",,,
B,"but things are generally packaged in the English sized packages, you know.",,,
B,"You buy a quart of milk,",,,
B,"and sure it has, has the metric equivalent written on there,",,,
B,but it still a quart.,,,
A,"Oh, yeah,",,,
A,yeah.,,,
B,"But if they started putting it in liters, liter of oil, and you know, liters of gasoline, people are going to learn to think in metric.",,,
B,"As long as you can still buy a product in the English units, that's how you're going to think of it.",,,
A,"I kind of remember back when gas prices started up, you know, pretty dramatically when they started getting toward a dollar a gallon range,",,,
A,"somebody had, uh,",,,
A,I believe it was Exxon,,,
B,It figures.,,,
A,"we were living in Lubbock at the time,",,,
A,"they started marketing it in liters,",,,
A,and it was only like twenty-nine and thirty cents a liter.,,,
A,"So they could put this sign out front that said, you know, thirty-nine cents a liter.",,,
B,Right.,,,
A,"And nobody had any idea what a liter was,",,,
A,"so, uh.",,,
B,"That, that's the problem.",,,
A,"When we finally out that liters was about a quart, there's about four liters in a gallon",,,
A,so you can figure out what you're actually paying for it.,,,
B,Right.,,,
B,"It's kind of hard for me to believe that this day and age,",,,
B,"I don't know,",,,
B,"when I was growing up, we were talking metric system in school. I mean, not, not at first,",,,
A,Uh-huh.,,,
B,but by the time I was in fifth or sixth grade anyway.,,,
A,Yeah.,,,
A,Oh.,,,
B,"I would expect people with any kind of buying power over the age, you know, under the age of thirty or so, to have some idea what it is, anyway.",,,
B,A liter's about a quart.,,,
A,"The, uh, I think maybe there's where the problem came in, you know.",,,
A,"We've tried to, instead of learning,",,,
A,"it's kind of like learning a language, you know,",,,
A,"when you learn one from the other, you always end up in this conversion thing all the time.",,,
B,Yeah.,,,
A,"So, you,",,,
A,"it's almost like, uh,",,,
A,"course this country isn't a dictatorship,",,,
A,"but, you know, it's like somebody said, okay as of such and such a date, you know, anybody caught talking in the English, you know, will be shot or something like that, you know.",,,
A,"But, uh,",,,
B,"Well, thing is, it's a global, global market place these days,",,,
B,"and, you know, we're like, what, one of two backwards countries in the world, as far as,",,,
A,"Yeah,",,,
A,"I read that, what Uganda and,",,,
B,Something.,,,
B,I don't remember what the other one is,,,
B,"but,",,,
A,"There's one or two others that just,",,,
