Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,"Uh, well what would you say your opinion is on gun control?",,,
A,"Well, I don't know.",,,
A,"I've, I've had mixed emotions, I guess, when I listen to, uh, the radio and, and watch T V about the different, uh, things that are happening.",,,
A,"Uh, I'm against it",,,
A,"but on the same token, uh, I went out and purchased a gun just because I wanted the right to do that",,,
B,,,,
A,"So  I, I have a rifle in the house.",,,
A,"Uh, the ammunition is probably so old I'm afraid to use it.",,,
A,"But, uh, I bought it for target practicing and, uh, and also because I wanted a weapon.",,,
A,"Uh, how do you feel about it?",,,
B,"Well, I think, uh, down here in Texas they don't have a waiting period on handguns.",,,
A,Huh.,,,
B,"And, I think they need that.",,,
B,"Uh, and I do have a, I have a pistol.",,,
B,It's a little twenty-two,,,
B,and I have a twenty-two or a twelve gauge shotgun.,,,
A,Uh-huh.,,,
B,"you know, I do like to have my guns.",,,
B,"Uh, I  don't know if I'll ever use it, you know.",,,
B,"And like you, my bullets to my little pistol's probably, uh, about three years old",,,
B,"Uh, my gun hasn't been shot in a year or two.",,,
A,Uh-huh.,,,
B,"But, uh, I like to have them where handy.",,,
A,"Well, up, uh, up in New England where I'm from, uh, you had to get a permit before you could buy any ammunition.",,,
A,And I thought that was really good.,,,
A,"And I think if they, uh,",,,
A,"takes two weeks for that system to process, uh, your request for, uh, not as a gun permit but, uh, but to buy ammunition.",,,
A,You have to get a permit from the police station in your local area to do that.,,,
B,I've never heard of anything like that.,,,
A,"Yeah. Uh,",,,
B,That would be nice.,,,
B,"But,  you know,",,,
B,the criminals that are going to get their guns  one  way or the other.,,,
A,"I  I, I agree.",,,
A,"I think, you know, one of the things that, that, that needs to happen is, uh, to, to stop the impulse buyer from, uh, buying it quickly and, and, uh, maybe putting a week's waiting period or something on it.",,,
A,"But if someone's really determined to, to pick up a firearm you can pick it up any place.",,,
B,Yeah,,,
A,And  you can get them really cheap.,,,
B,I know,,,
B,"I, I had a waiting period on my pistol because I was down in, uh, Tennessee. And, uh, they had a waiting period",,,
A,Uh-huh.,,,
B,"and, uh, we bought it there.",,,
B,"And,",,,
A,How  long was the waiting period out there?,,,
B,About nine days.,,,
A,Huh.,,,
A,"That wasn't too, too bad.",,,
B,No.,,,
B,No,,,
A,"Because if, if you're going to go buy something, uh, uh, of that nature, I think you, you're going to have some idea as to what you're going to do with it.",,,
A,You're not going to react that quickly.,,,
A,"In other words, you know, you don't have a need to go buy a gun to go shoot it the next day.",,,
B,"somebody wants to do that,",,,
B,"I, I, at times I think they ought to have a waiting period on all firearms.",,,
A,Yeah.,,,
A,"I do too. Uh, because it doesn't make any difference, uh, uh, whether it's a pistol or a shotgun, I suppose.",,,
A,They both  do the same kind of job.,,,
B,A shotgun hurts worse  than a pistol does.,,,
A,"Uh, yeah.",,,
A,I suppose.,,,
A,I never got shot with either one.,,,
