Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,They tell you what our topic was?,,,
B,"I think golf, isn't it?",,,
A,Right.,,,
A,How much of a golfer are you?,,,
B,Are you a hacker?,,,
A,You bet.,,,
A,"I'm fifty years old,",,,
A,"I've been a hacker,",,,
A,"I think, I think I played better golf when I was fifteen, John, than I play right now.",,,
B,"I know I, Oh, I know I did,",,,
B,I know I did.,,,
A,"And, uh,",,,
B,"Course, I know I watch my thirteen year old play now, you know,",,,
B,and it's like they don't have a muscle in their body.,,,
A,"Oh, I know,",,,
A,it's just unreal.,,,
A,"I, you know, I'm a guy that plays,",,,
A,"if I play a lot of golf, I play six to eight times a year",,,
A,and that's about it.,,,
A,I figure that's my retirement game.,,,
A,"I really,",,,
A,I come from a family of golfers.,,,
B,Uh-huh.,,,
A,"I mean, I was raised by a man, my stepfather who, with a two handicap, I mean, he, he, he, he could get down on his knees and hit the ball, I mean, further than most people could hit it.",,,
B,Sure.,,,
A,"And my mother who is now, he's, my stepfather is dead, but my mother who is now seventy-one I can remember her being, I believe a sixteen or a fourteen handicap,",,,
A,"but, but, uh, all they did every day in their life was to play golf every,",,,
A,"they'd leave work and go to a golf course, or a little country club they belonged to back in Richmond, Virginia and just, uh, play nine holes of golf.",,,
B,Yeah.,,,
A,"That was their deal,",,,
A,"they,",,,
B,"That's what it takes,",,,
B,"you, you need to play that often to get a really good handicap .",,,
A,"But, uh I just, I just never could do it.",,,
A,"I have a brother-in-law who is, uh, an ex-college coach and like a pro",,,
A,and he has a very good handicap and plays good golf,,,
A,sort of like the non golfer golfer of the family.,,,
B,"Well, I went to,",,,
B,I decided this past year that I was going to get out and start playing a lot more,,,
B,"and I, I went after it",,,
B,"and did, and I really didn't find much improvement.",,,
B,"Fact, ever time I'd start trying to correct something, it seemed like the score would *listen go, go back up,",,,
A,"Oh, really?",,,
B,"yeah,",,,
B,"I, I think I need to, uh,",,,
A,Yeah.,,,
B,"I probably need to take some, some more lessons, uh, more current and, uh, and practice more often.",,,
A,Yeah.,,,
B,"Spend more time on the,",,,
A,I think I'm probably the same way.,,,
A,Lessons do help.,,,
A,"I know ever year we buy,",,,
A,"I go to this Ducks Unlimited dinner,",,,
A,it's a hunter's type affair,,,
B,Uh-huh.,,,
A,"and I buy in, in Austin, Texas,",,,
A,"I go down to Austin,",,,
A,"I live in the Dallas area, but I go down to Austin and go with my good customer and friend of mine",,,
B,Uh-huh.,,,
A,"and we always buy this weekend at a, at a country club in the hill country. You know, at, uh, Horseshoe Bay.",,,
B,"Oh, yeah.",,,
B,"Oh, yeah,",,,
B,I'm familiar with it.,,,
A,"And we just have a ball,",,,
A,"and we play three days in a row, three different courses",,,
A,"and, course, believe it or not by the end of the third day and the end of the, uh, third course, my score has gone from, you know, a hundred and twenty down to about a hundred and five.",,,
A,"So,",,,
B,"Oh, yeah,",,,
B,"if you play regular, I think it makes a big difference.",,,
A,"You bet,",,,
A,"so it, that makes a lot of difference to me.",,,
B,"Yeah,",,,
B,"yeah,",,,
B,"I, well, I've also found, too, I, I try to work out regularly",,,
B,"and when I am doing that, uh, and feeling loose and, that I swing better,",,,
B,"I, I, I get through the ball better.",,,
B,"Uh, and I also, if I,",,,
B,"I found as I've gotten a little older here, I worry less about my distance.",,,
A,You bet.,,,
B,"And I,",,,
B,my control is a little bit better there.,,,
A,Yeah.,,,
B,"Uh, so,",,,
A,That's super.,,,
A,I haven't learned to hit the ball easy,,,
A,"and I just sort of,",,,
A,I'm always wanting to hit it hard,,,
A,"and, that's something my stepfather never could teach me, you know, just to relax and hit the ball,",,,
A,"and, you know, so, subsequently when I do tire out from playing like twelve, fourteen holes, my, you know, a lot of my energy's gone,",,,
A,when I do swing it's an easier swing,,,
B,Uh-huh.,,,
A,"and I do, actually, hit the ball better.",,,
B,Uh-huh.,,,
B,"Have you ever, have you ever tried a one iron?",,,
A,"No,",,,
A,"I have a two through, you know, two through wedge.",,,
A,I hit a two iron awful lot.,,,
A,"Off, now, off the tee.",,,
B,Uh-huh.,,,
A,I don't hit a driver off the tee.,,,
A,"That, that's why I need my driving lessons.",,,
B,"Well, you know, I put mine back in my bag this year, too,",,,
B,"and I, I used a three wood rather than a driver.",,,
A,That helps.,,,
B,"Uh, I had a lot more control on it, uh,",,,
B,"I sacrificed distance,",,,
B,but I wasn't in trouble every time I got down the fairway.,,,
A,"Well, that's, that's a good idea.",,,
A,"I think this next year, I'm going to, I'm going to attempt to play more",,,
A,and I'm going to do the same thing.,,,
A,"I, I laid off my woods about three years ago",,,
A,and I just use a two wood off the fairway,,,
A,and I'm a fairly strong person,,,
A,so I get a pretty good little drive,,,
B,Uh-huh.,,,
