Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,Yeah.,,,
A,"Okay,",,,
A,so you enjoy camping?,,,
B,"Oh, yeah.",,,
A,Yeah.,,,
B,"I,  uh like you, I haven't done any in quite some time  except  for what I call living now which is, which is very close to camping",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
A,Yeah,,,
A,Is it?,,,
A,Uh-huh.,,,
B,Yeah.,,,
B,"You know, I, uh, camped in the Boy Scouts",,,
B,"and, you know, my dad and I went out sometimes",,,
B,"but uh, even my first, uh, eight or nine years of working, I camped almost all of the time because I was in construction.",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
B,And it is cheaper to pitch a tent and cook your meals out by the fire than it is to rent an apartment add to stress.,,,
A,Yeah.,,,
B,"I mean, when you have to have it, you have got to have it.",,,
A,Uh-huh.,,,
B,"And, you know, in those those kinds of situations, uh, room rent which is outrageous.",,,
A,Uh-huh.,,,
A,Yeah.,,,
B,"So,  my buddy and I, we just camped",,,
A,Uh-huh.,,,
B,"And we figured, what the hell,",,,
B,we did it when we were kids,,,
B,and we loved it.,,,
A,Uh-huh.,,,
B,"Of course, we didn't really rough it that much.",,,
B,"When, when I was in high school,",,,
B,he is a couple years older than me,,,
B,"and, uh, he graduated and went off to college",,,
B,"and, uh, during the summer we would camp out at the lake.",,,
A,Uh-huh.,,,
B,But it wasn't very much like camping because we had a refrigerator and a  stove,,,
A,"Oh, well  Yeah.",,,
B,"You know, I had a little boat house and floated it out on Lake Grapevine.",,,
A,Uh-huh.,,,
B,"And, uh, well, it was fantastic.",,,
B,"We would get up in the morning, go skiing, uh,",,,
B,that substituted for a shower,,,
A,Uh-huh,,,
B,"and then we would go to work and uh, come back to the, uh, you know, boat house at night",,,
B,"and, uh, in the afternoon, you know, it is still four o'clock.",,,
B,"You have got four hours of day light, good skiing left.",,,
A,Uh-huh.,,,
B,"And, uh, it was great.",,,
A,Yeah.,,,
B,"But, uh, you know, now all my life is more like camping than not camping really.",,,
A,Uh-huh.,,,
A,Do you have electricity out there.,,,
B,"Oh,  yeah.",,,
A,Yeah.,,,
A,You've got a phone  obviously,,,
B,"Well,  actually as a matter of fact, they just ran the phone three years ago.",,,
A,Uh-huh.,,,
B,We didn't have a phone.,,,
A,Uh-huh.,,,
B,They didn't have phone lines.,,,
B,You just couldn't get phones.,,,
A,Yeah.,,,
B,"And, uh, we are on the, we are third from the end on the electric string.",,,
A,Uh-huh.,,,
B,"So, we are at the end of the mail route",,,
A,Yeah.,,,
B,"Like I said, we are probably as far as you can get from the Seven Eleven and still be in Texas.",,,
A,"Yeah,",,,
A,"I guess so,  huh.",,,
B,"But,  uh, you know, right now, uh, what we did, my wife and I, is we got a mobile home. One of these twelve by forty-eight's that got repoed, And, uh, swapped them a Cadillac for it and put it out here on the land figuring I would build a house some day,  you know.",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
A,Uh-huh.,,,
B,I'm in construction,,,
B,"and, uh, you know I just had this place you know to shower up while I was you know out here, you know, putting up fence and building a driveway and drilling a well and all that stuff you have to do before you can even put a house in you know.",,,
A,Uh-huh.,,,
B,"And, uh, I came home from work one Friday afternoon",,,
B,and our truck was back.,,,
B,Everything we had was in boxes,,,
B,"and my wife said, uh, we're moving.",,,
A,Uh.,,,
B,And I said where.,,,
B,And she said out to the trailer.,,,
B,"And I said, oh.",,,
B,She said yep,,,
B,and I said okay,,,
A,Uh.,,,
B,"So, we have been roughing it out here for about three years,",,,
B,but it is not bad.,,,
B,"I, we have color T V, microwave  you know",,,
A,Yeah.,,,
B,"it is not horrible,",,,
B,"but it's, it's a lot like camping.",,,
A,Uh-huh.,,,
A,"Yeah,",,,
A,"well I grew up in California,  in  in central California right in the valley.",,,
B,Uh-huh.,,,
B,Uh-huh.,,,
A,So it is a forty-five minute drive to the mountains,,,
A,"and, uh, so my dad loved fishing and camping.",,,
A,So we would go up.,,,
A,"First, we went up just to, uh, with a Toyota pick up truck and laid out our sleeping bags under the stars and you know cooked our, uh, hot dogs by the fire or whatever.",,,
B,Sure.,,,
A,But then later my mom and dad got a camper,,,
A,"so,  uh  we have kind of moved up.",,,
B,Became  civilized.,,,
A,Yeah.,,,
A,A little bit in the world.,,,
B,"Yeah,",,,
B,my mom goes camping you know.,,,
B,"She takes her, uh, motor home.",,,
B,"You know, she's got one of these huge Winnebago's with a refrigerator and air-conditioning, color T V, microwave  oven  you know",,,
A,Yeah.,,,
B,"She just,",,,
B,roughing it for me is going to the Holiday Inn and getting a shower. You know.,,,
A,Yeah.,,,
B,"But, you know, she has a lot of fun.",,,
A,Uh-huh.,,,
B,"And mostly, it is just a way to,",,,
B,"she, she goes to dog shows.",,,
A,Uh-huh.,,,
B,"See, she shows dogs",,,
B,"and, uh, you can sneak a dog into a motel",,,
A,Uh-huh.,,,
B,but you can't sneak ten dogs into a motel.,,,
A,No,,,
B,"So, she, uh, you know, takes the motor home",,,
B,And she made a deal with my dad that she would take all the dogs with her when she went dog showing.,,,
A,Uh-huh.,,,
B,"And she,",,,
B,if he would buy her a motor home,,,
B,So he did,,,
B,"But as far as camping, my wife and I have plans to, uh, not really camp per se, but to drive up the, uh, you know, Highway One there in California uh, as soon as we get this house finished.",,,
A,Uh-huh.,,,
A,Yeah.,,,
A,"Oh that's, uh,  That will be pretty.",,,
B,I am going to  need a vacation,,,
A,That's really pretty out there.,,,
A,"There are a lot of nice places,",,,
