Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,I know they have a waiting list and a quota on immigration now.,,,
B,I've lost track.,,,
B,I don't really know.,,,
B,"I, I do have some opinions,",,,
B,but go ahead.,,,
A,"Yeah,",,,
A,"um, well I know that they're, they're real cautious about letting Middle Eastern people into the country now because of all the terrorism.",,,
A,"What,   What?  What all do you know about it?",,,
B,"Uh,   okay  ,",,,
B,"I hadn't thought about that, uh.",,,
B,"Uh, well I just have an opinion,",,,
B,"now I didn't think, I thought the terrorism thing was overstated, I mean,",,,
B,there was nothing over here.,,,
B,"In fact even,",,,
B,"this is not our subject, I guess,",,,
B,"but, uh, maybe it is or isn't, I suppose.",,,
A,Yeah.,,,
B,My wife when she talked about the Middle East,,,
B,"and everyone's afraid, you know, of how the war was going to go and everything,",,,
B,"I said, I told her, no,",,,
B,it's just not going to happen.,,,
B,"There's not going to be any terrorism over him,",,,
B,"and there wasn't, you know.",,,
B,"They just didn't have an organization,",,,
B,"but, uh, I, I, I'm concerned that we're letting too many, that we don't have enough controls.",,,
B,"I think that, uh, the Asian gangsters that we've let in here",,,
B,"and if and the guys from, uh, Cuba, you know, there's a lot of criminals down in Florida that we've let in from Cuba that Fidel pushed off on us,",,,
A,Uh-huh.,,,
B,"and, uh, and the last, you know,",,,
B,"out of all the Asians we brought in, there's a tremendous criminal element that we let in from, from Asia",,,
B,and I think that  there's got  to be some sort of controls over that.,,,
A,That's right.,,,
B,I mean this Asia mafia thing is getting out of hand.,,,
A,Uh-huh.,,,
B,"I don't, I don't, I didn't know what, I don't even know what our controls are.",,,
B,"I don't even know what, uh, if we have any guidelines at all, uh, on immigration.",,,
B,"Um, I always thought that we did,",,,
B,"but I don't, I don't, I don't know what they are right now.",,,
A,"There, I don't think there's much of, much of one, because I'm sure all the people from Cuba have been released from that camp that they were in.",,,
B,Yeah.,,,
A,"And, uh, most of them, it's just like Australia, most of them were criminals from Cuba",,,
B,Yeah.,,,
A,"and  I think that was just an attempt that, that Fidel Castro to undermine, you know the United States to some extent.",,,
B,Yeah.,,,
A,So he just released and got rid of all his criminals and sent them to us.,,,
A,"And it's almost the same thing in, in, uh, from Asia, because  a lot,  a lot of them was put out of business in Vietnam after the war,",,,
B,"Because we,",,,
A,"and,",,,
B,"I, I do have some sympathy with, uh, you know,",,,
B,"of course we have this big Mexican problem,",,,
B,"not a problem,",,,
B,"but I think that we need to do something with, uh, the immigration of back and forth across Mexico, uh",,,
A,Uh-huh.,,,
B,"I, I'm sympathetic,",,,
B,"I don't know what the answer is, I guess.",,,
B,"I'm sympathetic certainly with that, that, that they want to come over here",,,
B,"and they, I guess hundreds of thousands come over every year to work.",,,
B,"And if, if they have jobs, you know, I hear the story that they're taking away American jobs.",,,
B,"But I don't know, uh,",,,
B,I don't know how many American jobs they are really taking away.,,,
A,Right.,,,
B,"So I, I'm sympathetic,",,,
B,but I don't have an answer.,,,
B,"I don't uh, I think that we should have good relations with, with Mexico,",,,
A,Uh-huh.,,,
B,but that's not really exactly immigration.,,,
B,It is,,,
B,and it isn't.,,,
B,"I don't know to what degree we owe the people who come across before they're citizens,",,,
B,"owe the children education and all that, uh,",,,
B,"although, the idea of education is an answer to a lot of problems in the world.",,,
B,"So I guess it's what they,",,,
A,Uh-huh.,,,
B,"their, the Mexican kids get a good education along the way,",,,
B,"and maybe that's a benefit to everybody, you know.",,,
A,"Yeah,",,,
A,and a lot of the Mexican people just cross the border during the daytime to come over here and work,,,
B,Uh-huh.,,,
A,and they have green cards.,,,
A,"And, uh, then, like you said, a lot of,",,,
A,I run into people every day that can't speak English.,,,
B,"Oh, yeah.",,,
A,"And, uh, and, and most of them, you know, are working in janitorial positions",,,
A,"so,  So, I,  I don't know,",,,
B,Yeah.,,,
B,"And that,",,,
A,"like you said, I don't know how much, how much they're taking from the work force, you know.",,,
B,"Yeah,",,,
B,I never thought that they were much.,,,
B,I do cringe when I hear some of the problems we've had.,,,
A,Uh-huh.,,,
B,"Um, uh, of course you mentioned the language.",,,
B,"I feel so bad that we, here in Texas, or certainly the southern part of the United States, uh, California, Texas, and all that, why our kids don't speak fluid Spanish, uh, by junior high, you know as well as us, you know",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
B,"so that we could, wouldn't have the language barrier certainly.",,,
B,"That, that, that is a shame that we have this tremendous border of Mexico,",,,
B,"and then, in Europe, you know, they speak their French and all",,,
B,"and they try, they go out of their way to try to speak their neighbor's language so they can understand.",,,
B,"We, we we don't really even make an effort to speak Spanish,",,,
A,Uh-huh.,,,
B,and I feel bad about that,,,
B,Go ahead.,,,
A,"Well, that's,",,,
A,I,,,
A,yeah,,,
A,"I took Spanish in school,",,,
A,"and that's, you know, one reason that I did it  is because,  because whenever you travel anywhere near the border, you know, there more and more people speak Spanish.",,,
B,Yeah.,,,
B,"Yeah,",,,
B,I guess it's never too late.,,,
B,"I, I do have some Spanish books,",,,
B,"and I've always, uh,",,,
B,"every year I say I'm going to try to speak some newcomers language, you know.",,,
B,I don't know if it's costing us any money,,,
B,"or how much money they're putting into it, uh,",,,
B,"that's always a factor,",,,
B,"I mean how much, my wife says, How much the federal government is putting into it immigration.",,,
