Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,Okay.,,,
A,"Uh, so your, you, I guess you're probably in the same, uh, same situation uh, we're in.",,,
A,We're kind of past having to provide child care.,,,
A,"Our, our kids are grown up.",,,
A,We don't have any grandchildren yet.,,,
A,"But, uh, uh, they're,",,,
B,Uh-huh.,,,
B,How old are your children?,,,
A,"Uh, one's twenty-six",,,
A,"and the other is, uh, twenty, twenty-one.",,,
B,Uh-huh,,,
A,"So they're, uh, uh, They're, they're getting there.",,,
B,"Well, they're going to be getting there.",,,
A,"You know,  there's no  no, no prospects right away for anything to happen.",,,
B,Yeah.,,,
B,uh-huh.,,,
B,"Oh, I see.",,,
A,"But, uh,",,,
B,"I have, uh, five children.",,,
B,I have a eighteen year old son.,,,
B,"The of my girls are like twenty-three, twenty-six, twenty-eight, and twenty-nine.",,,
A,Uh-huh.,,,
B,And I have three granddaughters right now.,,,
A,Oh.,,,
B,"And, uh, I, uh,",,,
B,one's in Iowa.,,,
A,Uh-huh.,,,
B,"And, uh, she's, she's a teacher",,,
B,"and what she does is she, teaches at a preschool.",,,
A,"Oh, okay.",,,
B,"And,  and so she kind of,",,,
B,"and they let her bring her, her little daughter in for free.",,,
A,Uh-huh.,,,
B,"And then, so",,,
B,but she just works part-time.,,,
A,Uh-huh.,,,
B,"Then I have another daughter in, uh, Bountiful, Utah",,,
B,and she has to work full-time,,,
B,and it's just tearing her apart.,,,
B,She has a private baby-sitter.,,,
A,Yeah.,,,
B,"And, uh, the baby just screams.",,,
B,"I mean, the baby is like seventeen months",,,
B,and she just screams.,,,
A,Uh-huh.,,,
B,Well even if she knows that they're fixing to get ready to go over there.,,,
B,They're not even there yet you know.,,,
A,Uh-huh.,,,
A,Yeah.,,,
A,It's  hard.,,,
A,"We,",,,
B,"And,  and then I have my, uh, uh, I have a seven month old granddaughter",,,
B,"and, uh, her mother stays home",,,
B,"and she, they live, they live with us. You know, in, as Orange County is really expensive.",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
B,They live with us,,,
B,"and so, of course, we love it. Because we get to see this cute little baby all the time.",,,
B,"But, uh, uh, she just,",,,
B,"uh, she used to work in pre, in the preschool and, and, and child care",,,
B,and she says after working in there,,,
B,"and, and, you know, here she was a provider",,,
B,"but, you know, there's only so much one person can do.",,,
A,Yeah.,,,
B,She said it's so awful.,,,
B,"She said she'll never put her child in a, in a, in a in a in a preschool.",,,
A,Uh-huh.,,,
B,I'm sure there must be some good ones around here somewhere.,,,
A,Huh.,,,
B,"But it's really, it's really, really very difficult",,,
B,"and,",,,
A,Yeah.,,,
A,What did you do when your kids were growing up?,,,
A,"Were you,",,,
B,"Well, when, when",,,
B,"the, uh, the first, uh, ten years, see first ten or twelve years, I stayed home.",,,
A,Uh-huh.,,,
B,"And, uh, then after that I, I went to work.",,,
A,Uh-huh.,,,
B,"And, uh, uh, uh, a couple of times I just, uh, uh, you know,",,,
B,then I had one job,,,
B,and then that job ran out because it was kind of a government seeded type job.,,,
B,"And then, and then like about, later I, I tried to get the baby to a baby-sitter.",,,
B,"Supposed to be good, uh, recommended person from the church",,,
B,and I knew her personally.,,,
B,She had two kids of her own and everything.,,,
B,But I quit my job because I couldn't stand how she was taking care of my child.,,,
A,Uh-huh.,,,
B,"I mean, first of all, uh, her children were sick all the time.",,,
B,"So when my son stayed over there, he got sick.",,,
A,"He got sick,",,,
A,yeah.,,,
B,"Same thing,  same thing that the, her kids had,",,,
B,right?,,,
A,Right.,,,
A,"Well,",,,
B,"And so,  uh, we didn't take her over there until like about eleven o'clock.",,,
B,"Then he, she'd take my son and her daughter over to kindergarten.",,,
B,But,,,
B,"that day, uh, I was saying now he, he's sick.",,,
B,"And she goes well, she goes, he has the same thing that all my kids have.",,,
B,"That's what he got, you know.",,,
B,"Goes, well, okay,",,,
B,so it's not like he's going to infect her kids.,,,
B,"But then what happened was, is, I said, uh, he just threw up",,,
B,and kindergarten starts at eleven thirty,,,
B,so she said well she'll keep him home,,,
B,and he'll probably just sleep anyway.,,,
B,"Well, you know, what",,,
B,"that woman sent her, sent him to kindergarten.",,,
B,She sent him to kindergarten.,,,
B,"As soon as he went there, the teacher took one look at him",,,
B,and he threw up again,,,
B,"and they put him in the nursery, uh, they put him in the nurse's office.",,,
A,yeah.,,,
B,"And then what happened was, is, you know, they gave her a call because they knew that she was my baby-sitter.",,,
B,Called her,,,
B,"and they said, uh, that he's sick.",,,
B,Well she wasn't home.,,,
A,Huh.,,,
B,"I mean her, all her kids were sick",,,
B,"but she wasn't home, right.",,,
B,"And her, and her, her daughter that was in kindergarten with him also did not go to school because she was sick.",,,
B,"Now why didn't he, why didn't she keep him home with her?",,,
B,"No,",,,
B,she didn't do that.,,,
B,"So, it got to the point where he's, he's supposed to get out of, uh, kindergarten like about two thirty.",,,
B,And I had to leave work.,,,
B,"It was, it was five o'clock in the evening",,,
B,and I found out he was still there at school.,,,
B,And they were calling me,,,
B,and they said somebody's got to pick him up.,,,
B,"And I kept thinking that she was going to get picked up, she was going to pick him up because she only lives in like two blocks away from the school.",,,
B,I was trying to get my husband to come and pick him up and all that kind of stuff.,,,
B,And he had a hundred and four fever.,,,
B,"They couldn't, uh, give him anything because they're not allowed to at school and  everything.",,,
A,Right.,,,
B,I was so furious.,,,
B,"I, I quit that job",,,
B,and I stayed home for awhile longer.,,,
B,"Then I went and got a, uh, a job in real estate where I can kind of adjust my time a little bit better.",,,
A,"Yeah,",,,
A,a little more flexibility.,,,
A,You can  come and go.,,,
B,"Yeah,",,,
B,"but,  uh, I haven't had any good, really very good  experience with child care",,,
A,Yeah.,,,
A,"When, when  our kids were small we had a couple of, uh, good, good women who, uh, would often uh, get them to come to the house.",,,
