Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Well, what's your views on it?",,,
B,"I think it's, uh, a good idea.",,,
B,"Um, I grew up, uh,",,,
B,"my teenage years were spent during the sixties,",,,
B,"graduating, uh, high school in sixty-eight. Um, I remember when the Peace Corps movement first came about,",,,
B,and I thought it was a very good idea at the time.,,,
B,"I was one of those, uh, Kennedy children, if you know what I mean.",,,
A,Uh-huh.,,,
B,"And, uh, right now I see a lot of kids who get out of school, have no idea what they want to do.",,,
A,Yeah.,,,
B,"And there's a lot of things out there that we could do, uh, for our own country,",,,
A,Sure.,,,
B,"let alone other countries,",,,
A,Sure.,,,
B,"and I think that we've got the, the people power to do it,",,,
B,"it's just, uh,",,,
B,"we need to channel it and focus it on some things that, that need some fixing up.",,,
B,"Um, some examples are this, uh, some of the things, like Jimmy Carter's been involved in, uh, a little program to, you know, fix up housing for people.",,,
A,Yeah.,,,
A,Uh-huh.,,,
B,"And there's a lot of housing,",,,
A,Yeah.,,,
B,"I know in the area that I live in, that's run down and beat up,",,,
B,"but it could be fixed up and used,",,,
A,Uh-huh.,,,
B,"and it's just, you know, sitting there wasting away.",,,
A,"Yeah,",,,
A,we're not too far behind,,,
A,"I graduated in seventy-one,",,,
A,"so I'm, I'm same generation.",,,
A,"I, I'm,",,,
A,it's going to be a short conversation because I agree with you.,,,
A,"I, I think, uh, I don't, I don't even think it ought to be, uh, voluntary,",,,
A,"I think it ought to be mandatory. Uh, for kids to either, either do military service, or public service, one of the two.",,,
A,"Uh, a lot of reasons for that, not, not just because I'm a, I'm a hard ass or anything.",,,
B,Uh-huh.,,,
A,"It's just that, like you say, kids are getting out of high school not knowing what in the heck they're going to do,",,,
A,and either the military or public service organization can give them a lot of focus.,,,
A,"And, I think that it might stop us some problems later on.",,,
A,"I mean, you know these kids will get their, their heads on straight, and, and figure out what they want to do, instead of hanging around street corners selling drugs or something.",,,
A,"Uh, it's, I think it would be good for them, uh,",,,
A,"it helps mature them a little bit, and helps them understand the world, the way it really is.",,,
B,"Yeah,",,,
B,"I think a lot of people grow up with, uh, with, uh, preconceived notions what the world's about.",,,
A,"Oh, yeah.",,,
B,"A lot of it has to do from too much T V,",,,
A,"Oh, yeah,",,,
A,yeah.,,,
B,"and, uh, you know, it's, there's, there's a heck of a lot of difference between, you know, the intake that you get from T V and, and movies, and what you hear in school, and then what reality is.",,,
A,Uh-huh.,,,
B,"Uh, I remember, uh, I've, I've worked since I was,",,,
B,"well, I started delivering papers when I was ten,",,,
B,"and I had a real job when I was thirteen,",,,
B,"so I've, you know, worked most of my life.",,,
B,"But I remember when I got out of high school, all through high school was,",,,
B,"boy, I can't wait to get out of high school,",,,
B,I can't wait to get out of high school.,,,
B,"And I wanted to go to college,",,,
B,"and I had the grades to go to college,",,,
B,"and I got accepted to college,",,,
B,"but when I got out of high school, I kind of said, you know, what am I going to do now?",,,
A,Uh-huh.,,,
B,"You know, it's",,,
B,"like, you know, when I actually started working full time, and I, I got married shortly after getting out of high school.",,,
B,"I, uh, thought I was smart, ran away and got married,",,,
B,"and, uh, I remember there was a time, and within the first year of marriage, I said, boy wouldn't I give to get, be back in school, and just have to do homework, and, and go work my part time job.",,,
A,Uh-huh.,,,
A,Yeah.,,,
B,"Because, life, and the reality of working for a living, and trying to make ends meet, is just so overwhelming to someone, if they aren't prepared for it.",,,
A,Yeah.,,,
A,"And, and most of them aren't.",,,
B,That's true.,,,
A,"I mean, you look, you look at the number of marriages that are occurring right I mean, even in high school,",,,
A,"and, you know, you wonder, where are the parents in all of this.",,,
A,"You know, why isn't somebody stepping in and, and putting a stop to this.",,,
A,Kids in high school are just too young to be married.,,,
B,Yeah.,,,
A,They they have no idea what the world is like.,,,
A,They don't how tough it is out there to make a living.,,,
B,"Yeah,",,,
B,"a,",,,
A,"Uh, I mean, I was in the same boat when I left high school.",,,
A,"I, my parents wanted me to go straight to college",,,
A,and I didn't.,,,
A,"You know, I was ready,",,,
A,"I was ready,",,,
A,"I had wanderlust,",,,
A,I wanted to get out and see some things.,,,
A,"So, I joined the Air Force and ended up staying there for thirteen years.",,,
B,Um.,,,
A,"Um, but, I had lived in my own little bubble up until that time,",,,
A,"and, and after traveling around the world a few times, I realized that, things ain't the way they seem.",,,
B,Yeah.,,,
A,"And I, I did a lot of growing up there, uh,",,,
B,"Yeah,",,,
B,"I think once, once kids get out and see how other people really live, and know how bad off some people really are, and how good they've got it, and what it takes to have that good life, if you're willing to work for it, then they're probably be more inclined to work for it.",,,
A,Uh-huh.,,,
A,Yeah.,,,
A,That's right,,,
A,That's right.,,,
A,Uh-huh.,,,
A,"Well, you know, it's just like you say, there's so much stuff that needs to be done here in this country,",,,
A,"and, uh, you know, if, if you could have a thought of something like, uh, like a, uh, uh, a Peace Corps sort of organization. I mean, this would be so useful, just in, uh, for instance, just helping old folks.",,,
B,"Uh-huh,",,,
B,exactly.,,,
A,"You know, they, you know they need help,",,,
A,"they don't have anybody to depend on,",,,
A,"and it would be nice to have somebody come over and cut their yard or paint their house, or do minor repairs, or something like that.",,,
B,"You know, I've, I've I,",,,
B,"my, my parents are in their late sixties now,",,,
B,"and, um, so many of the people that live around them are unable to do those things for themselves anymore.",,,
A,Yeah.,,,
B,"And, it's, it's really hard on them,",,,
B,"and the, you know, the thought that I, I see the, uh, the mall rats, you know, walking around the mall, nothing better to do than just walk around the mall all day long, when they could be doing something to help someone.",,,
A,Uh-huh.,,,
A,Yeah.,,,
B,"And, uh, you know, there's a, uh, a nice warm feeling,",,,
B,"I remember getting out of doing things like that when I was younger,",,,
A,Yeah.,,,
B,"I mean, I was a Boy Scout",,,
B,"and the whole bit and,",,,
A,"Yeah,",,,
A,"my mom's in the same position, late sixties,",,,
A,"and, and it got to the, got to the point where, I mean, me and my brother both were, were gone, and she couldn't maintain the house, without large expenditures of money.",,,
B,Yeah.,,,
A,"You know, it finally got to a point where she just had to sell it and move into an apartment.",,,
A,"And, uh, I, I'm not, I'm not saying that that wouldn't have happened anyway,",,,
A,"but it would have been nice if there had been somebody to come around and take care of the little things. You know, like the, like the yard work and little repairs, and painting and stuff like that.",,,
B,Yeah.,,,
B,"I think there'd, there'd be a, you know, a, uh, economic benefit for, you know, everyone concerned, those doing the work, and those receiving the, the, uh, the services.",,,
A,"Oh yeah,",,,
A,sure.,,,
A,"Sure,",,,
A,"I mean, I mean, the kids who would be giving the service are going to get a lot more out of it than just money.",,,
B,Yeah.,,,
A,"You know, that,",,,
A,"I, I remember when I was a kid, I used to do little, little things for the old folks around the neighborhood,",,,
A,"and, uh, I know how it made me feel.",,,
A,"You know, you uh,",,,
A,people just don't help people anymore.,,,
A,"They're, they're out for themselves",,,
A,"and,",,,
B,Yeah.,,,
B,"I think, uh, President Bush covered that in his, uh, State of the Union Address this year when he said that, you know, it's time for, you know, the individuals to start thinking about what they can do to help each other out instead of counting on government to do everything.",,,
A,"Yeah,",,,
A,"well that's, that's the, that's the point we've gotten to, you know.",,,
A,Every time somebody wants something they always turn to the government.,,,
A,"And, the government's going to be limited.",,,
A,"I, where are they going to get the money?",,,
A,They're going to get it from us.,,,
A,And we can do it a lot more efficiently than the government.,,,
B,Yeah.,,,
