Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,Supposed to talk about boats.,,,
A,Have you got a boat,,,
B,"No,",,,
B,"I don't,",,,
B,do you?,,,
A,"No,",,,
A,I don't.,,,
A,"I, I've had one for quite a few years,",,,
A,"but I, I've not had one the last couple of years.",,,
B,"Oh, really?",,,
A,"But, it's something I've always enjoyed.",,,
A,"Do you, do you like boating?",,,
B,"Yeah,",,,
B,I love them,,,
A,"Yeah,",,,
A,"but, uh, my children all have been grown for a few years",,,
A,"and we were using it less and less and less,",,,
A,so we decided to sell it.,,,
A,"And,",,,
B,"Well, I heard, that's the second happiest day of your life",,,
A,What's that?,,,
B,The day you sell your boat.,,,
A,"Oh, no,",,,
A,now I loved having a boat.,,,
A,I loved having it.,,,
A,"No,",,,
B,"No,",,,
B,I just heard that.,,,
B,"That's just a joke, I guess.",,,
A,"Oh, okay",,,
B,First best day is the day you get and the day you get rid of it,,,
B,"but, I'd like to have one.",,,
A,"Oh, yeah",,,
B,I just don't know if I'd have the time to use it.,,,
A,"Yeah,",,,
A,"guy just you know,",,,
A,"he needs his weekends free, or to be able to use it or a day during the week or something,",,,
B,Yeah.,,,
A,"but, but, no",,,
A,"I guess for the cost of them you don't really,",,,
A,"it's hard to get,",,,
A,"I don't know,",,,
A,I felt like I got my money's worth out of mine,,,
A,"I had bought it used and kept it, uh, I don't know, ten years and got within, uh, three hundred dollars of what, when I sold it, of what I'd paid for it and had it all those years, you know.",,,
B,Uh-huh.,,,
A,"So they hold their, you take care of them they hold their value real well.",,,
B,Really?,,,
A,"So, you know, you couldn't complain about that.",,,
B,Did you go fishing?,,,
A,"No,",,,
A,"no,",,,
A,"it was a uh, big boat, big ski boat type thing.",,,
B,"Oh, okay.",,,
A,"I had a hundred, hundred sixty horse, uh, Murcruiser in it.",,,
B,"Oh, wow.",,,
A,Inboard outboard.,,,
A,"Oh, I did fish out of it occasionally,",,,
A,but I'm not too much of a fisherman.,,,
B,Really?,,,
A,"And, uh, but I but I did enjoy owning a boat,",,,
B,"Yeah,",,,
B,I like to fish.,,,
A,would recommend it to anybody.,,,
A,"And, uh, uh, but, uh, and now sailing, I've never been sailing.",,,
A,Have you been sailing?,,,
B,"Uh, yeah,",,,
B,I've sailed some.,,,
B,"I just like, uh, fourteen foot Sunfish.",,,
A,Uh-huh.,,,
B,Nothing big.,,,
A,I've never tried.,,,
A,"I've always thought, I bet that would be more fun.",,,
A,But I'd want to be with a skilled sailor,,,
B,"Yeah,",,,
B,really.,,,
A,"But it,",,,
B,"Well, they offer classes out at, uh, Ray Hubbard.",,,
A,"Yeah,",,,
A,"well, I, I've always thought I'd like to.",,,
A,"I've never wanted to bad enough to make any effort to do it, you know.",,,
B,Yeah.,,,
A,"And, at this stage of the game, I'm not that interested in it anymore.",,,
B,"Oh, okay.",,,
A,"We go out with friends on the,",,,
A,we go to the lake just about every weekend down at Mount Vernon,,,
A,and parents' next door neighbors have a big barge,,,
B,Okay.,,,
A,and we go out and take them out on their barge.,,,
A,They're getting kind of old,,,
A,"and they like us to take them out on their barge quite often,",,,
A,"so we we get out on the water occasionally, you know.",,,
B,"Oh, that's nice.",,,
B,Yeah.,,,
A,"But, uh, uh, anyway, it's it's, it's fun.",,,
A,"I, I do enjoy the lake,",,,
A,"but, uh, once the children were grown,",,,
A,and we'd go down there,,,
A,"and I'd get the boat out on the, you know, Saturday,",,,
A,and we'd go for a ride and enjoy it so much.,,,
A,It's such a pretty lake down there.,,,
A,We'd enjoy it so much,,,
A,"and, I'd say, well, I'm going to leave the boat out, because, uh, we'll probably do this again tomorrow",,,
A,"It got to where the, tomorrow the boat was still sitting there",,,
A,and we never did go out again,,,
A,and I'd have to go load it up the next day.,,,
A,"And,",,,
B,Where is that?,,,
A,"Uh, Mount Vernon.",,,
B,Yeah.,,,
A,"Cypress Springs,",,,
A,Cypress Creek Springs.,,,
B,"Okay,",,,
