Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Why don't you go ahead and say what you feel,",,,
A,and then I'll respond.,,,
B,All right.,,,
B,"Well, I'm, uh, I'm very guilty of, of not doing my part with recycling, I'm afraid.",,,
B,"We, um, recently moved here from North Carolina,",,,
B,"and they had curbside recycling,",,,
B,"and it was very easy to, you know, to put everything out there,",,,
B,"but we don't have it in, at least in our neighborhood right now",,,
A,Yeah.,,,
B,"and, uh, so, I've been very guilty about not making the effort to, to take things where take things where they belong.",,,
A,"Well, how long have you been here?",,,
B,"Well, we've been here since January,",,,
B,"so we, we still feel very new,",,,
A,"Well,",,,
B,"but, uh it's working up to a year now,",,,
A,Yeah.,,,
B,"so, I guess we're old timers compared to some people.",,,
A,"Yeah,",,,
A,I think that's a good excuse.,,,
A,You need to get into the the system a little more and know where to take things.,,,
B,Right.,,,
B,Yeah.,,,
A,"We've been here probably two and a half years,",,,
A,"and, and we didn't recycle at all before we came",,,
B,Uh-huh.,,,
A,so I think we're doing well.,,,
A,"We, we save most of our aluminum cans and glass and newspaper right now.",,,
B,Uh-huh.,,,
B,"Well, where do you take those things?",,,
A,"Well, the, um, glass and the newspaper we usually take to Walmart.",,,
A,"They have, um, in behind Walmart they have bins",,,
B,Uh-huh.,,,
A,"and then we usually save up our cans and, and change them in for money.",,,
B,"Well, where do you do that,",,,
B,"because we've been saving cans for my daughter's choir um,",,,
A,Uh-huh.,,,
B,but I didn't know where to take them.,,,
A,"Um, there's a place on Parker Road, um,",,,
A,it's just over the overpass before you get like to K-Mart.,,,
A,"I think there's a, a service station there.",,,
A,"There's usually a semi truck that has a, a person there that will weigh them",,,
A,"and, Now they aren't worth much right now,",,,
B,Oh.,,,
A,but it's better than nothing,,,
B,Yeah.,,,
A,so,,,
B,"Better than nothing,",,,
B,right.,,,
A,"and what I hear a lot of neighborhoods do have the, the pickup now,",,,
A,"and we, hopefully we'll be getting them in the month of October.",,,
B,"Yeah,",,,
B,"I,",,,
B,"it seems like ever since we've moved here we've been hearing that, you know it's coming in a couple of months,",,,
A,"Yeah,",,,
A,"and, I think it's been delayed.",,,
B,but,,,
A,"I think it was originally scheduled for February,",,,
A,"but the trucks that were supposed to do it, there's been some problems with from what I've read in, you know, the mail that we get",,,
B,Oh.,,,
B,Right.,,,
A,"and I can't wait for that,",,,
A,that will be easy.,,,
A,I get tired of newspaper littering the garage,,,
B,"Yeah,",,,
B,"it gets to be a bit much to haul it off,",,,
B,but.,,,
A,"I feel guilty we don't recycle our, our milk containers because they seem like a big waste.",,,
B,"Well, they, yeah they, they're a lot of bulk, anyway",,,
A,Yeah,,,
B,yeah.,,,
A,"yeah,",,,
A,they fill up the whole kitchen garbage can,,,
B,Right.,,,
A,"so, I'll be glad when the bins do come,",,,
A,"and I think that's when I'll, I'll start doing the plastic, too.",,,
B,"Yeah,",,,
B,"it was real easy with the bins,",,,
B,"it really was,",,,
B,"it was just no effort at all, um, no more trouble than taking out the garbage,",,,
B,"so, um,",,,
A,Yeah.,,,
A,"I've gotten used to washing the, you know, the, um, salad dressing bottles and things like that,",,,
B,Right.,,,
A,"it's not that big of a deal,",,,
A,"and it's nicer to just throw them out,",,,
A,but we can do our part take an extra minute or two.,,,
B,Yeah.,,,
B,"Well, how much do you earn on the cans,",,,
B,"I, I didn't know what kind of an idea to give her for,",,,
A,"Oh, when we first were, were here, it was like we'd take maybe a, oh, a grocery sack full or maybe two grocery sacks full,",,,
B,Uh-huh.,,,
A,and it would be like two dollars but since last time we've gotten more like a dollar.,,,
B,Yeah.,,,
B,So it's gone down.,,,
A,Yeah,,,
B,"Yeah,",,,
A,"which is understandable,",,,
A,"I think, more people are are recycling.",,,
B,Right.,,,
B,Yeah.,,,
A,"That's something we, we don't really make any effort to,",,,
A,"and whatever pop we drink, we used to take the boys out for a bike ride, and pick up the litter, you know, the, the cans",,,
B,Uh-huh.,,,
A,"and that was kind of fun,",,,
A,but we haven't done that for a long time,,,
B,Yeah.,,,
A,so.,,,
B,"Well, that sounds like a pretty good project.",,,
A,"Well, the boys think it's fun, plus you get your exercise",,,
A,and you do get to stop once in a while when there is a can to rest,,,
A,so,,,
B,Oh.,,,
A,but.,,,
B,"Well, I'll have to keep myself and, and get on it.",,,
B,"My neighbor across the street, um, is so careful about recycling,",,,
B,"and so I keep telling myself, I'll, I'll get it organized,",,,
B,"but, may, maybe they'll beat me and, and do the city wide first.",,,
A,"Well, hopefully the bins will be here in this month",,,
A,"and that will spur you on,",,,
A,so,,,
B,"Right,",,,
B,"right,",,,
B,"I won't have any excuse then,",,,
B,that's for sure.,,,
A,"All right, well, it sounds like we're doing our part and at least starting, Trying",,,
B,"Thinking about it, anyway",,,
A,that's all you can do,,,
B,"Yeah,",,,
B,"but, Well, um, have you,",,,
A,so.,,,
B,"do they time this thing for us,",,,
B,"or do we,",,,
A,"Um, yeah,",,,
A,you can do it as long as you want.,,,
A,"They, you know,",,,
A,"if it's been long enough, five minutes is, is when they cut in and say, say, we don't have any more room for recording",,,
B,"You can't chat all day, huh",,,
A,So we can say good-bye now.,,,
B,Okay.,,,
A,"It was good talking to you,",,,
A,and maybe we'll get on line again.,,,
B,Okay.,,,
A,"Thanks, Sherry.",,,
B,Bye-bye.,,,
A,Bye-bye.,,,
