Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Okay,",,,
A,what kind of fishing do you do?,,,
B,"Well, mostly, uh, a, a little fresh water fish,",,,
B,but mostly lake fishing like rainbow trout and stuff because I used to live in Utah.,,,
A,Uh-huh.,,,
B,"But, uh, down here I haven't fished much in Texas.",,,
A,That's one of the few things I've ever fished for is rainbow trout.,,,
B,"Oh, they're really not,",,,
B,I think they're good to eat.,,,
A,"What, what kind of bait do you use to catch them?",,,
B,"Oh, just, usually worms, night crawlers.",,,
B,Sometimes fish eggs.,,,
A,"Oh, really?",,,
B,Sometimes,,,
A,Fish eggs?,,,
B,Yeah.,,,
A,"Oh, I didn't know that.",,,
A,Huh.,,,
B,"Just little, just little fish eggs.",,,
A,Uh-huh.,,,
B,"And, uh, there's this one kind of cheese that you can put on the end of a hook",,,
B,and it will stay relatively well,,,
A,"Oh, I didn't know that.",,,
B,Yeah,,,
A,That's a great way.,,,
B,"and, and they really like that.",,,
A,"I think that would probably be a good way to catch catfish,",,,
B,Now I have never caught catfish.,,,
A,personally I like to catch large mouth bass and catfish because they fight the best,,,
B,Uh-huh.,,,
B,Because they fight the best,,,
A,"But a, a catfish will really just tear into anything like that, like liver or, uh, cheese or anything that smells terrible",,,
B,"Oh, is that right?",,,
B,Now in Amarillo did you fish any of this ?,,,
A,"Uh, no.",,,
A,Actually I always used to go to my grandparents' in Oklahoma,,,
A,"and they have the, uh, Lake Texoma right next to them.",,,
A,"So the,",,,
A,"we used to catch some, uh, sand bass off Lake, there's a Roosevelt Bridge",,,
A,"and what we'd do is let the line all the way to the bottom and crank up, you know turns on the reel about six to twelve times",,,
B,Uh-huh.,,,
B,Right.,,,
A,and the fish would be sitting at different levels.,,,
B,"Oh, how about that.",,,
A,"So, yeah,",,,
A,you just leave it at that level,,,
A,and in no time something would hit it,,,
A,"and you could pull them up two and three times in a row,",,,
A,"but you had to find out what level, how many cranks they were off the bottom.",,,
A,"And if you left it on the bottom, there was a good chance that you'd catch catfish.",,,
B,Oh.,,,
A,"And, of course, depending on how big your bait was, uh, you know, would be depending on what you caught.",,,
B,"Oh, I think that is really interesting.",,,
A,"Yeah,",,,
A,that was a lot of fun.,,,
A,My grandfather used to do that,,,
A,and we used to have a light at the top of the water.,,,
B,Uh-huh.,,,
A,He'd really spoiled me in that respect.,,,
B,"I think they're,",,,
B,"see, and I wish I could go fishing here because I don't really know much about the fishing here.",,,
B,"I guess it would,",,,
B,"if you did it like you were just, uh, saying, that's pretty much like rainbow trout.",,,
A,Uh-huh.,,,
B,"You bait the hook,",,,
B,"you throw it in,",,,
B,you troll it a little bit,,,
A,Uh-huh.,,,
B,and then you wait,,,
A,Yeah.,,,
B,and they troll it a little bit.,,,
A,"Well, if you,",,,
A,do you have any friends with ponds?,,,
B,No.,,,
B,I don't,,,
A,"I, uh,",,,
A,"well, if you can",,,
A,"well, or even a lake.",,,
A,"If, uh,",,,
A,"seems like every time somebody's on the bank, all they want to do is throw it out just as far as they can and, uh, bring it in to you.",,,
B,Yeah.,,,
A,But it's the opposite when you're fishing from a boat.,,,
A,"You, you want to make it land right on the shore and then drag like a plastic worm and just have it come into the water like a, a regular animal or, or fish uh, well, you know, something coming off from the bank like they usually do",,,
B,"Oh, uh-huh.",,,
B,Uh-huh.,,,
A,"So you don't have to really get, uh, fish from a boat, you know, because they're actually right there at the shore.",,,
B,Huh.,,,
A,"But, I didn't used to be sold on plastic worms,",,,
A,"but, uh, if,",,,
A,I am now,,,
B,You are now.,,,
A,"Oh, yeah",,,
B,I've never used those.,,,
B,That's really interesting.,,,
A,Yeah.,,,
A,"It just, uh, just a slow reel",,,
A,"and then let it sit on the bottom,",,,
A,but the key is to always have your line tight.,,,
B,"Yeah,",,,
B,yeah.,,,
A,"And that way you can feel when they're hitting it,",,,
A,and believe me you'll know the difference.,,,
B,"Uh, what kind of fish do you like the best to eat?",,,
A,"Oh, crappie actually.",,,
B,"Oh, do you",,,
A,Yeah,,,
A,"I've been fishing in the, the ocean.",,,
A,We're about three hours from the ocean.,,,
A,And I also like Spanish mackerel.,,,
A,And you catch blues,,,
A,"and, uh, that's a different kind of fishing off the pier, too.",,,
A,Have you ever fished off the pier?,,,
B,I've done fishing like that,,,
B,"but, but, uh, tell me what, uh, where you'd catch crappie.",,,
B,"My, my neighbor has gone before and, and done that,",,,
A,Uh-huh.,,,
B,"but,",,,
A,"Oh, the best thing for crappie is those little spinner baits and, and jigs.",,,
A,"Uh, they have like yellow, uh, fuzz on a hook, you know, that kind of comes out.",,,
B,"Oh, oh, I know.",,,
A,Yeah.,,,
B,"Uh, they're sort of like, well, I want to say flies,",,,
B,"but not exactly like,",,,
A,"Yeah,",,,
A,"get,",,,
A,but they're a little heavier,,,
A,and they're bigger.,,,
