Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Let's see,",,,
A,mine's pretty easy actually.,,,
A,"Uh, I just got done reading a, a magazine or a couple magazine articles about the, uh, new Saturns.",,,
B,Uh-huh.,,,
A,"Uh, and, although I can't afford it right now, I would just like love to have one.",,,
B,"Oh, really,",,,
B,"you like, uh,",,,
B,so you're an American,,,
A,"Well,",,,
B,you want to buy American.,,,
A,"No,",,,
A,regardless of that fact.,,,
A,It's the best car in the class for the cheapest amount of money.,,,
A,"I'm interested in having it for, uh, doing a little autocross racing, uh, closed circuit racing",,,
B,Um.,,,
A,"and, uh, it seems to just blow the competition away.",,,
B,"It terms of handling, uh, acceleration,",,,
A,"Handling, power, everything.",,,
A,"Yeah,",,,
A,it just got like the top rating.,,,
A,"It was compared up against, uh,",,,
A,"let's see,",,,
A,"there was like the Mazda M X three, uh, Nissan's, whatever, their two, N X two thousand, the Civic S I",,,
A,"and it just, you know, it, it dominated over all of them.",,,
A,"Everybody, all the, uh, raters loved it.",,,
A,"I like the, I like the styling",,,
A,"and, I seen a few of them actually race",,,
A,and they seem to be really good cars for it.,,,
B,What about Mustang G T,,,
A,Mustang G T,,,
A,"Uh, can't afford it.",,,
B,"Those,",,,
B,"so you're talking about ones in a lower, lower end, price range.",,,
A,"Right,",,,
A,"yeah,",,,
A,I'm a graduate student,,,
A,"and, let's face it,",,,
A,I don't make any money,,,
A,"so,",,,
B,Right.,,,
B,"Well, you can wait till you graduate",,,
B,"and you'll have plenty of money,",,,
B,you can buy whatever you want.,,,
A,Yeah.,,,
A,"Yeah,",,,
A,we'll see then.,,,
A,"Yeah,",,,
A,"right now I'm stuck,",,,
A,"I, I've got a, a Pontiac Sunbird Turbo that,",,,
A,"it's fast, but unreliable",,,
A,and trying to get it prepared for racing.,,,
A,"But it's, it would be nice, just like scrap it and go for the Saturn.",,,
B,"Right,",,,
B,would you use that for city driving and racing?,,,
A,"Oh, yeah,",,,
A,"I'd do it, I'd use it for both.",,,
A,"The nice thing about autocrossing is you can, you can do both.",,,
B,"Autocrossing is,",,,
B,what kind of track is that?,,,
A,"Uh, just like a, uh, set up a lot of times",,,
A,"and it's like really large, uh, parking lots. And pylons and things.",,,
B,Okay.,,,
B,"And you put up, set up the track, pylons.",,,
B,Okay.,,,
A,"Tight turns, hard acceleration.",,,
A,"I've seen a lot of Mustangs, uh, compete",,,
A,and it's interesting.,,,
A,They get dominated by the Corvettes that are also in their class.,,,
B,"Oh, really?",,,
A,Yeah.,,,
B,"Yeah,",,,
B,I would guess so.,,,
A,"Uh, what are you thinking about buying?",,,
B,"Uh, I think I'd like to get, uh, B M W or if I go the German route, which I'm kind of leaning towards right now, but, uh, or maybe a, I mean, a, a Acura Legend. Uh",,,
A,The Legend.,,,
A,Uh.,,,
B,"a Lexus, uh, S C three hundred maybe. Something on that order.",,,
A,Uh-huh.,,,
A,Yeah.,,,
B,"You know, because your B M W your German cars have good reputations, I think.",,,
A,"Yeah,",,,
A,"well, I was, I was actually in, uh,",,,
A,"a lot of the B M W are produced in, uh, uh, Stutgardt and, uh, and Munich",,,
B,Yes.,,,
A,"and I was, I was there this, uh, summer",,,
A,"and, uh, I was really impressed by the, uh, the, uh, factory, uh, tours and such for B M W.",,,
