Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,music do you like?,,,
B,"Uh, lots of different kinds I guess.",,,
B,"Uh, I like country music, of course",,,
A,Uh-huh.,,,
B,Texas,,,
B,and I listen to Christian music a lot because there's a Christian music station here in in our city.,,,
B,So I listen to it quite a bit.,,,
A,Uh-huh.,,,
B,"So,",,,
A,I am more into rock and roll myself.,,,
B,Uh-huh.,,,
B,"And I listen cause on Friday nights they have the, uh, they have what they call Saturday Night Alive",,,
B,"or they have on Saturday night, Friday night and Saturday night and they have Christian rock and roll.",,,
A,Uh-huh.,,,
B,So,,,
B,"you know, they have that type of music,",,,
B,but they just have different words,,,
B,"so, I listen to that too.",,,
A,Do you like any bluegrass?,,,
B,"Uh, no.",,,
B,"Not really,",,,
B,huh-uh.,,,
A,Oh.,,,
B,And I like  I like rap music.,,,
A,"Well, at least your,",,,
B,Do you like rap music?,,,
A,Not really,,,
B,Not really,,,
B,"Well, I can tell we're, we're together here",,,
A,Yeah.,,,
B,Okay.  Uh.,,,
A,Um.,,,
A,"Uh, we'll have to, uh",,,
B,What kind of,,,
A,I have a lot of  friends that like country music,,,
B,What kind of rock music do you listen to?,,,
B,Do you listen to like that really heavy metal stuff,,,
B,"or,",,,
A,"No,",,,
A,"I'm more into, uh, older rock, like the psychedelic era, like, uh",,,
B,Seventies and like that  stuff.,,,
A,"late sixties, seventies, uh",,,
B,Uh-huh.,,,
A,"Greatful Dead, Crosby, Stills and Nash.",,,
B,"Yeah,",,,
B,I have friends that like that.,,,
A,What,,,
B,Yeah,,,
B,So you have never heard of like the Christian music that I listen to probably.,,,
A,"Oh, I've heard a little bit of it.",,,
A,"I've just,",,,
B,"Like have you heard of, uh, of Carmen?",,,
B,Have you ever heard of Kim?,,,
A,"Uh, now I've heard of Striper.",,,
A,So the only one I can,,,
B,"Striper,",,,
B,"they're the really  heavy, yeah  like  the heavy metal  stuff  I guess.",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
A,"Uh, the first of Amy Grant  before",,,
B,Yeah.,,,
A,"was, you know, became more mainstream, top forty.",,,
B,Yeah.,,,
B,"Cause she, she plays both secular and Christian",,,
B,"so,",,,
A,Uh-huh.,,,
B,"Yeah,",,,
B,I like her too.,,,
A,"Uh,",,,
B,I have been to a concert a couple of times of hers.,,,
A,I've never actually seen her in concert.,,,
A,I imagine that she puts on a pretty good show.,,,
B,She does.,,,
A,Uh-huh.,,,
B,She's real good. She's real good.,,,
B,"So, I like her.",,,
A,"Uh-huh Uh,",,,
A,I like some country music.,,,
A,"It's just that I like finding a lot of it's,",,,
B,"I don't like the country music that's like my wife left me,  my dog  left me, everybody's left me.",,,
A,Yeah,,,
A,Mama got run over by the train.,,,
B,Yeah.,,,
B,I don't like that.,,,
A,Uh-huh.,,,
B,"You know, I like Randy Travis",,,
A,Uh-huh.,,,
B,"you know, I like more of the real new ones,  you know.",,,
A,Like Garth Brooks.,,,
B,"Garth Brooks, oh",,,
B,"yes,",,,
B,you know he's fine.,,,
A,Reba MacIntyre.,,,
B,Yeah.,,,
B,I like them.,,,
B,"I don't care for the older, you know,  like the dog left me stuff.",,,
A,You don't like Patsy Cline?,,,
B,Huh?,,,
A,You don't like Patsy Cline.,,,
B,"No,",,,
B,huh-uh.,,,
B,"I don't even really know who she is, you know",,,
B,"You know, so. But, have you ever been to any of them concerts that you like?",,,
B,That music that you like  to.,,,
A,"Uh,  yeah",,,
A,"actually I just went to see the Greatful Dead about, I guess about a week ago.",,,
B,But aren't they done with?,,,
B,I thought that they,,,
A,"No,",,,
A,they're they are still on tour.,,,
A,"They have been touring, since the late sixties",,,
B,And I just thought that they done broke up and  left.,,,
A,No.,,,
A,They're  still together.,,,
A,They're still  making albums.,,,
B,Huh.,,,
B,"Wow,",,,
B,I didn't know that.,,,
A,Uh-huh.,,,
B,Huh.,,,
A,"Uh,",,,
B,That's interesting.,,,
A,"In fact, I mean there are people you know that basically just follow them around, from city to city on tour selling tie dye and  things like that.",,,
B,Uh-huh.,,,
A,"Uh,",,,
B,"Cause they are on up there in age, aren't they?",,,
A,"Yeah,",,,
A,"they're, they're like late forties, early fifties,",,,
A,but you know like whenever one of them dies off they get a replacement,,,
B,Okay.,,,
B,Alright.,,,
A,"You know, they seem to have a really bad time with keyboard players.",,,
A,They keep on dying,,,
A,and they keep on replacing them,,,
A,"and the new one's in this thirties you know. Uh,",,,
B,"Oh, alright.",,,
A,"But, uh,",,,
B,Cause they look pretty rough.,,,
B,"I mean, I've seen like picture of them",,,
B,"and they just,",,,
A,Yeah.,,,
A,"Well, they don't actually look as rough as the Rolling Stones.",,,
A,"They just,",,,
A,"I don't know if you saw the tour posters of the Rolling Stones when they last toured,",,,
A,"but it looked like leather day at the geriatric,",,,
B,"Yeah,",,,
B,"I mean cause they just,",,,
A,"All their faces were just all shriveled,",,,
B,Uh-huh.,,,
B,"Yuck looking, I mean",,,
A,Uh-huh.,,,
B,uh.,,,
A,"I mean it just just looked like they, got a bunch of retirees and put them in leather jackets and blue jeans.",,,
B,Uh-huh.,,,
B,"Well are you into that that rock music, you know, all that druggy stuff and all that I mean?",,,
A,"Well, uh",,,
B,You know what I am saying,,,
B,"like, I mean like they come on the stage",,,
B,"and like, you know, you,",,,
B,they don't even know they are there. You know.,,,
B,They are just so  out of it.,,,
A,"Actually, I prefer my,  my performers to be pretty sober, you know, just uh, just so that, you know, that if they're jamming, you know, that they don't just lose themselves and you know, go into lala land.",,,
B,Yeah.,,,
A,Uh-huh.,,,
B,"So, I just don't, I just don't like  you know.",,,
A,Uh-huh.,,,
B,That.,,,
B,"So, I don't know",,,
A,"So, uh, have you seen any concerts lately?",,,
B,"Um. Uh,",,,
