Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,I don't know.,,,
A,"I grew up, uh, in the, the sixties,",,,
A,"and at that time, uh, it was is a changing time for the whole music scene, I guess",,,
A,"and I grew up with the Beatles and the Rolling Stones and the whole pot culture during that time and went through that phase and kind of stayed with it I guess for several years after I graduated from college and, and thereafter",,,
A,"but have since, uh,",,,
A,"I grew up in a small town in, in southern Oklahoma",,,
A,"I have kind of gone back to, uh, more of a county, uh, flavor in music.",,,
A,"Um, I'm not quite sure why that is",,,
A,"and it seems like almost a opposite,",,,
A,"but I guess I got away from what I consider to be the pot, uh, sounding music.",,,
A,"It didn't have what, you know, I guess what I was looking for at the time country tells more of a, a story.",,,
A,It kind of reminds me of my roots of growing up,,,
A,"and I've, I've become I guess more of a country fan over the years.",,,
B,"When you say that you grew up, uh, in the sixties I take it that was the, uh, teenage type years",,,
B,"or, uh,",,,
A,"Yeah,",,,
A,that was my teenage years.,,,
A,I was born in fifty,,,
A,"and, and, uh,",,,
B,"Okay,",,,
B,"we, we're very similarly aged,",,,
B,"so we probably have an interesting perspective on the music on the times,",,,
B,"so I'm just a couple years older than you,",,,
A,Yeah.,,,
B,"um, essentially I was one of the nerdy types in high school really which meant that I, for one reason or another I didn't pay much attention to music,",,,
B,"but as I look back now I realize it was very formative for me,",,,
B,"uh, my early popular music interests were in Simon and Garfunkel, whom I saw perform when I was in college",,,
B,"and I became attached to that style of, uh, urban, urban country if there is such a thing,",,,
A,Yeah.,,,
B,"I think with, in a way one could talk about Simon and Garfunkel that way because they do tend, uh, to have a dramatic or story approach to their music, uh, usually tend to have some good or bad moral to it.",,,
B,"Uh, over time I became very interested in, in baroque classical",,,
B,"and I think that was just through experiencing contacting college and the fact that I found it, it very relaxing for me.",,,
B,"My tastes now run I guess to a upbeat, uh, Simon,",,,
A,Yeah.,,,
B,"it's something that interests me, uh, combined with, with the classical tastes I had mentioned.",,,
B,"And my classical music tends to be confined to the seventeen hundreds, early eighteen hundred music.",,,
B,"I'm not a music, um,",,,
B,", I'm not particularly schooled in it.",,,
B,I know what I like to listen to as far as classical music.,,,
B,"And I, I spent a good deal of time listening also to, uh, people from the late seventies, really, um, Neil Diamond, for instance. Um, people of, of that particular time,",,,
A,That's kind of the way I am.,,,
A,Uh-huh.,,,
B,I listen to some country and western,,,
B,but I'm not schooled in it,,,
B,"and I, I've enjoyed the times when I have listened to it.",,,
B,I played a little bit of piano.,,,
B,I continue to do that.,,,
B,I want to do it,,,
B,"and I never have the discipline to stay with it,",,,
B,"but when I do play, uh, and begin to reacquire skills I inevitably fall in love with country western music which tends to be in some ways easy to play for a, for a new piano player.",,,
A,"It is, it's got, uh, basically an easy, uh, rhythm and, and tone.",,,
B,Right.,,,
A,"And it's, it's pretty, fairly well easily to uh, uh, something to fall into.",,,
A,"I'm kind of the say way,",,,
A,"I, I've gone through different periods of life, uh, in music from pop to classical.",,,
A,"I guess one of the things was that influenced me was that I, I've worked in radio stations as a D J for all my college years trying to support my way through there,",,,
A,and,,,
A,"was support,",,,
A,I was influenced by all different kinds of music,,,
A,but basically because that's where I worked.,,,
A,"And I've developed a real love for, uh, classical music in, probably junior high and high school because my band instructor was, uh, heavy into classical type music.",,,
A,"He said he used to sit on Saturday mornings and watch cartoons just to hear the music, uh, that they were using behind them because they used, especially Disney used a lot of classical music, uh, behind the cartoons",,,
A,"and so consequently we wind up, wound up playing a lot of classical music there",,,
A,"and I think that, uh, got deep seated into me.",,,
A,"One of things I especially like now in music regardless of what kind it is, uh, are those that call on those classical, uh, roots, I guess, uh, Barry Manilow comes to mind for some reason there's, there's not a whole lot of his stuff that I'm real crazy about,",,,
A,but he does have some things.,,,
A,"Chicago had some things,",,,
B,Right.,,,
A,"uh, and I think even Electric Light Orchestra had some, some real, um, influences by classical music",,,
A,"and I'm still, still,",,,
A,"my favorite,",,,
A,in fact most of my C D are classical music.,,,
B,I find it very interesting that some television shows that I enjoy I particularly like the music.,,,
B,I don't know which is chicken and egg in that situation.,,,
B,"Uh, a good example would be, uh,",,,
B,"I have connections but, but not particularly deep ones to the Vietnamese war type situations,",,,
A,Uh-huh.,,,
B,"uh, and I found that I really like CHINA BEACH",,,
B,and I particularly like TOUR OF DUTY,,,
B,"and both of them, I had as much fascination of the background music, I think going on as I did to the theme of the shows,",,,
A,Yeah.,,,
B,"uh, and I, I've, uh, THIRTY SOMETHING I'm particularly interested,",,,
B,"but it's the music, almost that I find myself listening to, uh,",,,
A,Yeah.,,,
A,"I'm kind of thinking that's maybe,",,,
A,"our generation was, uh, so in tuned to music of that time that we identify goodness or badness with, uh, things now with the music that's behinds them.",,,
B,That could well be.,,,
B,"I, I, uh, spent my junior year, uh, and sophomore and junior year in, in college when I,",,,
B,"a song by the, uh, uh,",,,
B,"I think the title of it was just Downtown,",,,
A,Uh-huh.,,,
B,"uh, and if you recall how it goes downtown, ta, da, da, da,",,,
A,Right.,,,
B,"uh, all I have to do is hear that song and I get strongly evoked memories of, of difficult times in school being behind on work,",,,
A,Uh-huh.,,,
B,"uh, and my family now knows if they come into my study and, uh, I happen to have had a tough day at work and maybe I'm trying to get a project done, uh, at school, uh, and I'm humming or whistling in a sort of mad crazy way the tune to Downtown they know to just stay away,",,,
A,That's their signal.,,,
B,"They can hear the unconscious music signal behind it,",,,
A,Yeah.,,,
B,that's right.,,,
A,"When did you first take your, uh, first piano lesson?",,,
B,"Uh, probably about first grade,",,,
A,Yeah.,,,
B,"and I have, uh, returned about every four or five years to thinking that I would like to do something about it.",,,
B,I usually get to the point where I can play some of my favorite themes,,,
B,"and then inevitably I am swept away by the, the pressure of other types of things,",,,
A,Yeah.,,,
B,"uh,",,,
A,It is a time consumer.,,,
B,It is.,,,
B,"In order to continue to, to grow and",,,
B,"I, I always think that I'll be able to do it",,,
B,"and then I inevitably discover that I have no innate music talent relative to composition and that I struggle and really can't quite understand what is that other people take for granted, in composition themes",,,
A,Yeah.,,,
B,"and I,",,,
B,keys and things are something to me that remain a mystery no matter how many times I bang on them.,,,
B,"I have a pretty good mathematical concept for what's involved,",,,
A,Right.,,,
B,"uh, but in a, in a innate music sense there just seems to be something missing there which is always frustrating for me since I have pretty high math aptitude",,,
B,"and I keep thinking, gee, I thought that all the math and music people are supposed to go hand in hand",,,
B,"but, but it doesn't for me.",,,
A,"No,",,,
A,"it's making that, that connection especially with the mechanical parts of it.",,,
