Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Okay,",,,
A,I'll just go with you first.,,,
A,What kind of eating out do you enjoy?,,,
B,Okay.,,,
B,"Well, I like dining out.",,,
B,"Of course, it means that I don't have to cook.",,,
A,Right,,,
B,"But, um, I'm a divorced woman.",,,
B,I have one child,,,
A,Uh-huh.,,,
B,"and, you know, when, when we dine out we go to like medium priced restaurants.",,,
A,Uh-huh.,,,
B,"I don't, I don't particularly,",,,
B,"I think it's sort of a waste of money to go real, to a real high priced restaurant.",,,
A,"Do you go like home cooking, like Black-Eyed Pea and that kind of thing or cafeteria?",,,
B,"Um, Not really.",,,
B,"We go more for the, uh, Chinese and Italian and stuff like that. Mexican, stuff that I can't cook",,,
A,Me too,,,
A,Uh-huh.,,,
A,"Mexican,",,,
A,uh-huh.,,,
A,"Uh, we do too.",,,
A,We do the same.,,,
B,Yeah.,,,
A,What are your favorite places?,,,
B,"Um, well, I like Chinese food.",,,
A,Uh-huh.,,,
B,"Um, there's a little place down on, what is that? Coit Road, um, Chinese Pavilion or something. That is really good",,,
A,Uh-huh.,,,
B,and I like it.,,,
B,"And, um, I do, I do like Chinese buffets.",,,
A,"Oh, yeah.",,,
A,"Well, we go, we've gone to August Moon",,,
A,and we think that was real good,,,
B,Uh-huh.,,,
A,"but our favorite when you have a little more to spend, is to go to Taiwan or May Dragon.",,,
B,Uh-huh.,,,
A,And those are excellent.,,,
A,They're really a nice place you could take someone to eat.,,,
B,Right.,,,
A,"It's not the, the rinky Chinese decorations",,,
B,Uh-huh.,,,
A,but it's a very elegant nice place to eat.,,,
B,Uh-huh.,,,
A,"We go, very, very often we go out for fajitas.",,,
A,That's,,,
A,my husband has just gotten stuck.,,,
B,Oh,,,
A,"And we go to On the Border. And lots of places that have, uh, I think",,,
B,Uh-huh.,,,
A,"and some of those and get fajitas,",,,
A,and he'll just eat chips until we've got three or four baskets coming back.,,,
B,Uh-huh.,,,
A,"And then, uh, last weekend we went out for Italian also,",,,
A,and for some reason the cooler weather makes me tend to want to go eat lasagna and garlic bread,,,
B,"Right,",,,
B,uh-huh.,,,
B,Uh-huh.,,,
A,"So, we went to El Sorrento.",,,
B,"yeah,",,,
B,"have you ever, um tried Pappasito's?",,,
A,It was fun.,,,
A,"You know, what?",,,
A,"This is, that's real funny you said that because we were coming back Sunday on Central from church",,,
A,and Bob pointed to it,,,
A,"and he said, ""I keep hearing good things about that place,",,,
A,"we're going to have to go.""",,,
B,"Oh, it is delicious.",,,
A,"That's what he,",,,
A,"in fact, you're about the third or fourth person in the last month that said that.",,,
B,Uh-huh.,,,
A,So I guess we'll have to do it.,,,
B,"It's,",,,
B,you always stand in line when you go,,,
A,"That's what it, that's what",,,
B,but it's worth the wait.,,,
A,D MAGAZINE said that.,,,
A,It said there was always a line.,,,
B,Uh-huh.,,,
A,"But that's probably, I mean that's a good, that's a good sign.",,,
B,Uh-huh.,,,
B,"And have you ever tried, um, the Macaroni Grill up on,",,,
A,"Yes,",,,
A,we did.,,,
A,"Now, my kids didn't like it because they just wanted to get plain old spaghetti or lasagna,",,,
B,Uh-huh.,,,
A,and most of those things were a little more northern Italy.,,,
B,Right.,,,
