Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,Okay,,,
A,he did really decide to go?,,,
A,"Uh-huh,",,,
A,sure,,,
A,"I'm familiar with it,",,,
B,and it was a very difficult choice,,,
A,"And he, well, he must know, is he interested in law or medicine,",,,
A,he must have a definite profession in mind.,,,
A,"Oh, okay,",,,
A,"Medium size,",,,
A,aren't they?,,,
A,Is he excited?,,,
B,"Very excited,",,,
A,"Wow,",,,
A,"I can,",,,
A,"I,",,,
A,Uh-huh,,,
A,"while they're east coast, I mean, I don't know anything about their football,",,,
A,but there you go.,,,
B,"Well, they're, they're, they're really very strong academic rather than, you know, big sports,",,,
A,"Yeah,",,,
A,"that's,",,,
A,"where, where you at?",,,
B,"We're outside of, uh, Washington in Maryland.",,,
B,How about you?,,,
A,"Oh, okay,",,,
A,"I'm in, uh, suburban Dallas.",,,
B,"Uh-huh,",,,
B,"do you have children in,",,,
A,"No,",,,
A,"I don't,",,,
A,I have a husband,,,
A,We don't have any kids yet.,,,
B,"Okay, um,",,,
A,"About all I can say is I guess about picking schools, um, I guess, uh, if you don't know what you're going to do, liberal arts program is a good idea.",,,
B,"Well, I, I,",,,
B,"one of the, the advices we've given our children is that you can always learn a job",,,
A,"This is true,",,,
B,"uh, but what you can't learn, uh, on a job, is a good solid well-rounded education.",,,
A,"Right,",,,
A,"the humanities, the history, yeah,",,,
B,"That's right, you know,",,,
B,the Renaissance man,,,
A,"Right,",,,
A,"right,",,,
A,"no,",,,
A,"no,",,,
A,no,,,
B,"and, uh, and if you get that you can,",,,
B,"and if you do well, you can, you can learn a job,",,,
A,"Yeah,",,,
A,"but they, you know, if they learn the job and they can go into graduate school usually a company, it will, if it's worth it's weight, will subsidize,",,,
B,That's exactly right.,,,
B,That's right.,,,
A,"And,",,,
B,"So the advice we gave to them was, number one, visit the colleges that you're thinking about describe first of all, the size school that you might be interested in",,,
A,Uh-huh.,,,
A,"This, this is true,",,,
A,Yes.,,,
A,"And if you want to go away,",,,
A,"right,",,,
B,"do you want to go away,",,,
B,how far from home do you want to be.,,,
A,Right.,,,
B,What do you want in a college.,,,
B,Now my son is a national level competitive swimmer,,,
A,Good.,,,
B,"so he wanted to swim in school,",,,
B,but he did not want to be in a swim factory.,,,
A,Okay.,,,
A,"So he wouldn't have gone to something like where we're at, they'd, in Austin, Texas, University of Texas,",,,
B,"That's right,",,,
B,"that's the University of Texas at Austin, or Stanford or something like that so he didn't even consider those.",,,
A,Right.,,,
A,Texas,,,
A,"yeah,",,,
A,"Okay,",,,
A,"well that's, I think the other thing is, too, um, I know I went to a, uh, city high school in Chicago",,,
B,Uh-huh.,,,
A,"and a lot of the kids weren't as fortunate as say, my brother and I were,",,,
A,and economics was the choice,,,
