Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,Okay.,,,
A,All right.,,,
B,"Um, I, I understand that it's being proposed as a requirement, for, uh, young people to be, to go into public service.",,,
A,Uh-huh.,,,
B,"I think,",,,
A,"Yes,",,,
A,"all, all young Americans, they did not specify, you know, exactly what young means.",,,
B,"Yeah,",,,
B,yeah.,,,
B,"I think that it probably would be a, a good program.",,,
B,I think probably two years is too long.,,,
A,Yeah.,,,
B,"I think maybe a year would be, the longest.",,,
A,Yeah.,,,
A,"Yeah,",,,
A,"you're probably right,",,,
A,two years might be a little too long.,,,
B,"Yeah,",,,
B,and there will be a lot of rebellion in that,,,
B,"and when you get people who have no desire to be there in the first place, I don't think that they're going to be serving anybody.",,,
A,That's right.,,,
A,"That, that would be the problem. Sure would.",,,
B,Yeah.,,,
B,"So I think it would be a good thing though, to encourage other people who aren't even aware that they can do such a thing. to get out there and do so.",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
A,"Yeah,",,,
A,"or maybe offer them, you know, some sort of an incentive to do it. Uh, you know college credit, you know, something, you know,",,,
B,Yeah.,,,
B,Right.,,,
A,I'm not sure what,,,
A,"but,",,,
B,Right.,,,
B,"College credit is a good idea because,",,,
A,"I'm not sure they need to be, you know, paid, you know,",,,
A,a super do salary of any kind.,,,
B,Right.,,,
A,"but that, that kind of takes away from public service.",,,
B,That's right,,,
B,"Yeah,",,,
B,"they probably couldn't do anything monetary,",,,
B,"but I think, giving, giving some kind of college credit,",,,
A,"But, just, you know, to receive a letter in the mail, that says, you know, you need to report somewhere by next Monday, you know you need to report somewhere by next Monday, you know.",,,
A,I'm not sure that would be a terrifically good idea.,,,
B,"No,",,,
B,"I don't think so either because a lot of people, um, depending on how the public service programs are set up",,,
B,"and I'm not that familiar with them to know,",,,
A,I'm not either really.,,,
B,"But, you know, if, a, a lot of people flat can't afford to.",,,
A,That's right.,,,
B,"You know,",,,
A,That's right.,,,
B,"and most kids these days have gotten themselves into, uh, financial situations, where they have to be working all the time.",,,
A,Uh-huh.,,,
A,That's right.,,,
A,Absolutely.,,,
A,"They need, young families, whatever,",,,
B,"So, it's, it's a really tough question.",,,
B,That's right.,,,
A,"they just couldn't, you know, take off to do that.",,,
B,"Yeah,",,,
A,"Oh,",,,
B,"and, if you put them in public service right out of high school, then that, that postpones their college, for a year",,,
A,"That's right,",,,
A,uh-huh.,,,
B,"and that would upset a lot of people too, because they just want to get on,",,,
A,"Uh-huh,",,,
A,it sure would.,,,
A,"It would have to be a lot of, you know, thought given to something like that, I would think.",,,
B,Yeah.,,,
B,"I, you know, I think it would be good for a lot of people to get involved in that kind of program,",,,
A,Uh-huh.,,,
B,"but I, I think it can't be something that's mandatory.",,,
A,Yeah.,,,
A,Yeah.,,,
B,"it has to be something that's voluntary. You know, which is pretty much the way it is now.",,,
B,"They might,",,,
A,That's right.,,,
A,"I'm not even really sure at this point in time, you know, what, what programs are out there.",,,
B,"Yeah,",,,
B,"and that's the other thing is that, you know, instead of making it mandatory, they maybe need to publicize it a little bit better. and, uh, you know, go to the schools and do programs, and tell them that we need your help, and, you know, uh, volunteer for such and such a time,",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
A,Uh-huh.,,,
A,Uh-huh.,,,
B,and you've a choice of where you want to go.,,,
A,Yeah.,,,
B,"and, and that way, handling it that way they could probably get some results out of it.",,,
A,"Yeah,",,,
A,"like maybe if, if there was something they could do in their own, own, in their own town or city, yeah, and not have to pull up roots and, you know, go somewhere half way around the world, or something.",,,
B,"Yeah,",,,
B,"in their own community,",,,
B,right.,,,
B,"Yeah,",,,
B,that's true,,,
B,Most of them probably wouldn't do something like that. Although there are a lot of kids who would do it just to get away from their parents,,,
A,That's right.,,,
A,"Yeah,",,,
A,"that's, that's true too.",,,
A,That's true too.,,,
B,"But, they would have to be supported in some way,",,,
B,and I'm not sure that those programs are available to do that.,,,
A,"Yeah,",,,
A,yeah.,,,
A,Me neither.,,,
A,"And, you wonder, you know, what kind of quality job would they do, you know, Just sit around for their year,",,,
B,Right.,,,
A,"or would they really, you know, make a contribution of some kind.",,,
B,"Right,",,,
B,exactly.,,,
