Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Okay,",,,
A,what did you buy?,,,
B,A Ford Explorer.,,,
A,"I'm sorry, what?",,,
B,A Ford Explorer.,,,
A,"Oh, really.",,,
B,"Yeah,",,,
B,one of the new ones.,,,
A,Yeah.,,,
B,"And, um, I'd, I'd probably buy another, this is the first American vehicle I've owned.",,,
A,Uh-huh.,,,
B,"So I would probably purchase another one, um, I would be more selective in the dealership that I purchased it from",,,
B,"but as far as, uh, the quality seems to be there, um, it's quiet, it's, it handles well, um,",,,
B,"but I believe I'd get that or a Porsche, one of the two.",,,
A,Oh really?,,,
B,"No,",,,
B,not,,,
A,"Um, if I had the money, I think I would love to own a, a B M W.",,,
B,And why would that be?,,,
A,"I don't know, I,",,,
A,"from what, or",,,
A,"either that or Mercedes, just because they're put together so well.",,,
A,It seems like they last forever.,,,
B,What's wrong with the Volvo.,,,
A,"Oh, I don't know, they're, they're not as nice looking.",,,
B,Oh.,,,
A,"Uh,",,,
A,"to me, I don't know, I'm sure there are some that are,",,,
A,"but everyone I've seen is kind of plain,",,,
A,but.,,,
B,"What, what city are you calling from?",,,
A,Sherman.,,,
B,Oh.,,,
A,Where are you?,,,
B,Up in Dallas.,,,
A,Dallas.,,,
B,Um.,,,
A,Yeah.,,,
B,"B M W or Mercedes, yeah,",,,
B,"well that's a, that's a,",,,
A,"If I had, um, had the money, I mean that's just,",,,
A,"I know I never would own one,",,,
A,"but, uh, I don't know. I like,",,,
A,"my actual favorite cars were, uh, like the Ford Thunderbirds of nineteen eighty-five.",,,
B,Uh-huh.,,,
A,"I really like that body style,",,,
A,but I don't own one of those either,,,
B,What do you presently drive?,,,
A,"Uh, Mercury Topaz.",,,
B,"Um, fun.",,,
A,"Cheap taste, cheap taste in cars, okay",,,
B,"Well there nothing wrong with those, uh. They're, they're nice they're nice vehicles, nothing wrong with those.",,,
A,"Yeah,",,,
B,"It, um, it's just everybody has their own taste,",,,
B,but man the Mercedes are expensive.,,,
B,My wife has a Volvo,,,
B,"and it, it's nice, I mean, you know, it's okay an.",,,
A,Sorry I roped on Volvos then,,,
B,Huh?,,,
A,Sorry I roped on Volvos then.,,,
B,"Oh no,",,,
B,"no,",,,
B,"no,",,,
B,"no,",,,
B,"no,",,,
B,"no,",,,
B,no,,,
B,"it,",,,
B,"it,",,,
B,"I, I kind of wish we would have maybe gone for the G L rather than the D L",,,
A,"Oh, is it?",,,
A,See I don't much about them I guess.,,,
B,"Yeah,",,,
B,"there just safe to just,",,,
B,that's the reason why we mainly got it.,,,
B,We got white,,,
B,"and it's the safest four door, you know, it's good for, if you have a family, which we do.",,,
A,Yeah.,,,
B,"We just, we just",,,
B,one out,,,
B,"and so it's, it's, uh, um, you know,",,,
B,they're kind of low to the ground after driving the Explorer.,,,
B,"You know, I presently,",,,
B,"I used to have a two, eighty Z,",,,
B,"and I'm a tall guy an,",,,
B,"and, uh, they're hard to get around in traffic to see.",,,
A,Really.,,,
B,"Because you can't see a car ahead of you,",,,
B,but they're fast as lightning and all that crap.,,,
B,"But the Explorer, I mean, you're sitting up on top of everything",,,
B,and you can really see real well.,,,
B,"And I just,",,,
B,"it's so comfortable So, you're,",,,
A,Uh-huh.,,,
B,what are your feelings about American versus European cars?,,,
A,"Um, I like anything besides Japanese.",,,
A,Of course everything has Japanese parts in them anymore.,,,
A,"I don't like Japanese cars,",,,
B,Why not.,,,
A,"But, uh, European, I don't have any, I mean,",,,
A,those are the kind I usually end up liking the most.,,,
A,"American cars, a lot of people say they, they don't last long",,,
A,"but I've never had any problem with, um, my Mercury,",,,
A,"or,",,,
A,my,,,
A,"my husband has a, uh, Cougar",,,
A,"and he's never had any problem with it either,",,,
A,"so, I don't know.",,,
B,"That's the way it goes, I guess.",,,
A,"Well what are your,",,,
A,"I guess this is your first time to buy American,",,,
A,so.,,,
B,"Yeah,",,,
B,I was real hesitant,,,
B,but it was,,,
A,Yeah.,,,
B,"I don't know, uh, I mean, I think European cars are great, course you've got to have metric wrenches and stuff",,,
B,and they're,,,
B,"some, some of them are easy to work on.",,,
B,"A Volvo, being a four cylinder is very easy to work on.",,,
A,Really.,,,
B,"Uh, excellent warranty, I mean, just, unbelievable warranty.",,,
B,"And, and, uh, of course, Ford isn't too bad.",,,
B,"I think Chrysler would probably make a good vehicle,",,,
B,"uh, but all of it has to do, in my opinion with the service. and the attitude of the service, of the dealership.",,,
A,Yeah.,,,
A,Yeah.,,,
B,I wouldn't send my dog to buy a car from Middlekauff Ford.,,,
A,Where?,,,
B,"There's,",,,
B,Middlekauff Ford in Plano.,,,
A,Okay.,,,
B,"Their just,",,,
B,their attitude is just slimy.,,,
B,"And, and, uh, I've written a, a letter to Middlekauff",,,
B,"and I've told them that, matter of fact I got another letter last night from the Quality Ford Division, their still concerned about my attitude *spelling ""their"" should be ""they're",,,
B,"and it, it will never change about that place.",,,
