Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Uh, so, uh, what are your benefits like at your job,",,,
A,and how do you feel about them?,,,
B,"Uh, pretty good, actually.",,,
B,I work for Hewlett Packard,,,
B,"and they have, uh, a pretty good, uh, benefits package.",,,
B,"In fact, they're, they're kind of known, uh, for having good benefits.",,,
B,"The pay isn't fabulous,",,,
B,although I saw a survey recently,,,
B,"and I'm actually making just about as much as, you know, I'm making actually over average, over the average for my career, my experience and all that stuff which kind of surprised me.",,,
A,"Oh, that's good.",,,
A,Uh-huh.,,,
A,What kind of a degree have you got?,,,
B,I've got a Bachelor's in electrical engineering,,,
B,"so,",,,
A,Oh.,,,
B,"And I'm not, like, a hugely advanced degree or any that",,,
A,Uh-huh.,,,
B,"Uh, anyway, the, our benefits are pretty good.",,,
B,"We've got stock purchase program and a,",,,
B,"that, that's pretty generous, although you have to hold the stock for two years before you get the company contribution which is, kind of a, a pain,",,,
A,Uh-huh.,,,
B,"but, uh, there's a four O one K plan uh, for, uh, sheltering some taxable income.",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
B,"Uh, there's,",,,
A,How long have you been with them?,,,
B,I've been with them for seven years.,,,
A,Uh.,,,
B,Yeah.,,,
A,That's good.,,,
B,"And, the best thing, and a lot of the stuff, the best thing is like four years or five years, it's pretty soon, you're completely vested in the retirement plan and everything,",,,
A,Uh-huh.,,,
B,"so, uh, it's not",,,
B,"but there's full, uh, there's several medical plans to choose from, uh, that cover pretty much everything.",,,
B,"I don't get sick that often,",,,
B,"so I don't pay much of it,",,,
B,"and I pay five dollars every time I visit the, the hospital that, you know, for a checkup or whatever.",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
B,"Uh, they don't cover eyes though,",,,
B,"and I, I have contact lenses,",,,
B,so that's kind of a pain.,,,
A,Uh-huh.,,,
B,"But, you know, I  I can live,",,,
A,"But, for all  practical purpose, you are almost a hundred percent covered.",,,
B,"Oh, yeah,",,,
B,yeah.,,,
A,"So that you've got small, small things to gripe about.",,,
B,Right.,,,
A,Wow.,,,
B,"And,",,,
A,"Well, that sounds like you must feel really good about it.",,,
B,"Yeah,",,,
B,"yeah,",,,
B,"and, and the dental plan is",,,
B,"The dental plan, I pay absolutely nothing because, uh",,,
A,Wow.,,,
B,"I, I guess they would charge a little bit if there was some orthodontia or something for one of my dependents or something like that",,,
A,Uh-huh.,,,
B,"but that's not the case,",,,
A,Uh-huh.,,,
B,"so, I guess nothing.",,,
B,It's fabulous.,,,
A,Wow.,,,
B,"Uh, the,",,,
B,what about you?,,,
A,"Well, I, uh, work in Washington at the Naval Research Laboratory.",,,
A,I also have a part time job at a law firm,,,
A,"and I get no benefits from them, to the part time work although, they pay better per hour than my, my sort of, quote, real job does.",,,
B,Uh-huh.,,,
A,"Uh, and benefits, through the government are, uh, really,",,,
A,"uh, they just, uh, they're not the greatest.",,,
A,"Uh, I, before I, I, uh, uh, got my degree",,,
A,"I'm, uh, a computer scientist",,,
B,Uh-huh.,,,
A,"and before I got my degree, I had, uh, done paralegal work for law firms here in Washington",,,
B,Uh-huh.,,,
A,"and, uh, at that time, I was in gravy city.",,,
A,"Uh, the law firms in this town are not, you know,",,,
A,for a long time were just rolling in the dough in the early eighties,,,
B,Yeah.,,,
A,"and, uh, benefits were just amazing",,,
B,Uh-huh.,,,
A,"and we had everything paid for,",,,
A,"and, uh, anyway, with the government, it's not, uh, quite that nice a deal.",,,
A,"Uh, but it's, you know, it's, it's okay.",,,
A,"What we have to do is, we have to pay, uh, about twenty percent of our, uh, uh, our costs",,,
A,"and it's deducted from our check each month and that sort of thing,",,,
A,"and the plans that are available to us, uh, range from kind of mediocre to really sweet",,,
A,"and, uh, so I, I think I'm actually involved in a relatively good plan at this point.",,,
A,"Uh, but, uh, it could be better,",,,
A,"that's for sure,",,,
A,"and, uh, but, you know there are other things that you get when you work for the government uh, in, in terms of, uh, more relaxed atmosphere.",,,
B,Yeah.,,,
A,"It's really nice to be, for me, anyway, to be able to work in, uh, a research atmosphere, uh, where I don't have to, uh, uh, you know, worry about, uh, academics or anything like that,",,,
A,"and, so I'm, I'm really kind of happy about that end of, of things.",,,
A,"It's, uh,",,,
B,"Yeah,",,,
B,"one of the things with my company is that they've, uh, got a reputation for a lot of job security",,,
B,"and, uh there's a lot of different things that they do, lot of different divisions even this area, in the San Francisco Bay Area that they do,",,,
A,Uh-huh.,,,
B,"so there's,",,,
B,"I, myself have moved around quite a bit within the company",,,
A,Uh-huh.,,,
B,"and it's, and I, and I haven't had to move my residence to do that.",,,
B,"You know, I still live in San Jose",,,
B,"and,",,,
A,"Wow,",,,
A,that's fabulous.,,,
B,Yeah,,,
B,"it,",,,
A,"You see, now that's, that's interesting,",,,
A,because I have a cousin whose husband works for Hewlett Packard up in the Massachusetts area.,,,
B,"Oh, yeah?",,,
B,Yeah.,,,
A,"He, he lives in Andover",,,
B,Uh-huh.,,,
A,"and, uh, the work that he,",,,
A,"he's, uh, specifically an engineer and, and does work with, uh, the Hewlett Packard machines that do, uh, uh, sonographic imagining",,,
B,"Right,",,,
B,right.,,,
A,"and, uh, I've been over to see his complex over there",,,
A,and it's amazing.,,,
B,Uh-huh.,,,
A,"It's, it's all ecologically designed",,,
A,"and, and, uh, he seems really, really happy with the, the set up.",,,
B,"Yeah,",,,
B,yeah.,,,
A,"And,",,,
B,"In fact, I know a guy who works at Andover who used to work, who I used to work with out here",,,
A,Uh-huh.,,,
B,"and he moved his family back east a few years ago to, to take that position.",,,
B,Kind of interesting.,,,
B,"Uh, anyhow,",,,
