Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,Okay.,,,
A,Do you go camping very much?,,,
B,"No,",,,
B,I've haven't gone camping in years.,,,
B,But it's is something that I've done in the past.,,,
B,How about you?,,,
A,"Uh, we try to go once, maybe twice a summer. Uh,  we, uh, just, you know, for  like a short weekend or something.",,,
B,"That's, that's pretty average to me",,,
A,"We don't go for the long, you know, week long thing.",,,
B,Uh-huh.,,,
A,"But we usually go to, uh, a lake area, you know, where the campsites,  are  and do that. Uh,",,,
B,Right.,,,
B,Do you tent camp,,,
B,or do you have a camper?,,,
A,"Oh no,",,,
A,"no,",,,
A,no,,,
A,a tent.,,,
B,"That's what I you know,",,,
B,that's how I camp too.,,,
B,That's how I define camping,,,
A,Me too,,,
A,You're really roughing it.,,,
B,"The rest, the rest of that is really not the same.",,,
A,Yeah.,,,
B,"As a matter of fact, my, my, you know, the majority of the amount of camping I've done has been really roughing it.",,,
B,"Um, as a little girl I'd go with my dad and my uncle and my brother,",,,
B,and we went to the Boundary Waters area in Minnesota.,,,
B,"So,  that's,  that's really wild.",,,
A,Oh.,,,
A,Yeah.,,,
A,"Are you here in local Texas,",,,
A,I mean?,,,
B,"Yes,",,,
B,"I'm in Austin,",,,
B,where are you?,,,
A,I'm in Garland.,,,
B,Oh.,,,
A,Right outside of Dallas.,,,
B,Uh-huh.,,,
A,"So we, um, we have a five year old,",,,
A,"and we started taking her, she was pretty young when we started, uh, camping with her.",,,
B,"Oh, the kids love it.",,,
A,I know.,,,
B,"I mean, they just love it.",,,
B,It's wonderful for them to be outside.,,,
A,"I know,",,,
A,"and then they, and they, you know,",,,
A,"there's no T V,",,,
A,"and they don't have all these modern toys,",,,
A,"and they have to use sticks and rocks and stuff like,  that  to play with.",,,
B,Exactly.,,,
B,Yes.,,,
A,And I like that.,,,
A,It's pretty fun.,,,
B,"Well, how it,",,,
B,"it's really is a, is a good, good family thing,  to  do.",,,
A,Uh-huh.,,,
A,Yeah.,,,
B,Yeah.,,,
B,"And,",,,
A,"We, we try to, uh, go with another couple that have children also.",,,
B,Uh-huh.,,,
A,"And, uh, that makes it a lot more enjoyable.",,,
A,"Plus, you know, we don't have to go out and buy all the equipment and stuff, you know,",,,
A,"we kind of split it up. Uh,",,,
B,Good planning,,,
A,Yeah,,,
A,"Because it gets, it really does get expensive if you, if you don't want to rough it all the way.",,,
B,Exactly.,,,
A,"You know, even the sleeping bags, those are running, you know, a good thirty dollars a pop,",,,
A,"and,  and so  we've built that up.",,,
B,You're right.,,,
A,"But,",,,
B,Do you have a boat?,,,
A,No.,,,
B,No?,,,
A,Want one bad.,,,
A,Do you?,,,
B,"Oh, well, actually, I would, you know what I would love?",,,
B,I would absolutely love a sail boat.,,,
A,Oh.,,,
B,"That doesn't go along with camping,",,,
B,"but,  now that,  that, that's what I would like,  to  have.",,,
A,Yes,,,
A,"Yeah,",,,
A,I would too.,,,
B,Yeah.,,,
A,Would too.,,,
A,"We usually,",,,
A,"uh, let's see,",,,
A,we try to go to a lake.,,,
A,"My husband and this, uh, other couple that we go with, her husband, um, kind of likes, um, is it scuba dive?",,,
A,"And, so we'll go to a lake and, uh, where they can go do that.",,,
B,Uh-huh.,,,
A,"We're  close enough so they can do that,",,,
A,and the girls can play on the beach area,,,
B,And I would play on the beach area too.,,,
A,Yeah.,,,
B,That's what I would do.,,,
A,Yeah,,,
B,Yeah.,,,
A,That's fun.,,,
B,I'm just sitting here listening to your accent and thinking what a good time the computer is going to have with that.,,,
A,Really?,,,
A,Am I pretty Texan?,,,
B,You're pretty Texan.,,,
B,Yes.,,,
B,"But you know, you know what's really funny?",,,
B,"Um, I've had people tell me that I have a Texas accent,",,,
B,"and, and I mean, there is just no way I've not picked one up.",,,
A,"No,",,,
A,"you don't, you don't sound like it to me.",,,
B,I've only lived here about six years.,,,
A,"Oh, have you?",,,
B,"So, if I have one, it must be very, very slight.",,,
