Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,So where was your last vacation?,,,
B,"Uh, actually my last vacation was in Connecticut.",,,
B,"Uh, we went home to visit family.",,,
B,Before that we were in Hawaii.,,,
A,"Oh, I, I'd, well actually I did visit Hawaii once",,,
A,"but I never made it off of Oahu, which I've heard is not the nicest of the islands.",,,
B,Oh.,,,
B,It wasn't actually.,,,
B,"It,",,,
B,"when we were in Oahu, uh, I couldn't wait to get off",,,
B,"We, we took a cruise",,,
B,and we went to four different islands,,,
B,"and it was a really nice,",,,
B,Kauai was nice and Maui was nice.,,,
B,"We had, we had a great time.",,,
A,Uh-huh.,,,
B,We were there for ten days.,,,
A,"Oh that's,",,,
A,wow.,,,
A,Yeah.,,,
B,"Yeah,",,,
B,yes.,,,
B,So where have you been?,,,
A,Oh I've I've been lots of places.,,,
A,My last vacation was actually in Morocco I guess,,,
A,"we, that one would count ,",,,
B,Morocco.,,,
B,Really.,,,
A,"Uh, that was about a year and a half ago,",,,
A,"and,",,,
B,No kidding.,,,
B,"what, what, did you just decide to go there",,,
B,"or,",,,
A,"Uh, well my husband is French",,,
A,and we were living in France at the time,,,
B,Uh-huh.,,,
A,"and we decided that I, I've never been to Africa",,,
A,and I needed to get that continent since I hadn't been there yet.,,,
A,"And it, it's, actually it's a fairly common vacation place for French people to go",,,
A,and they speak French,,,
A,"and, so, uh, you know, in that sense is just a little bit easier",,,
B,Uh-huh.,,,
A,and it just seemed like it would be a fun place to go.,,,
A,"And, So we, we didn't really have enough time.",,,
B,Yeah.,,,
B,Oh I'm sure it was wonderful.,,,
A,"We had about, a little bit less than two weeks.",,,
B,Uh-huh.,,,
A,"And as always, it it seems a bit, uh, rushed.",,,
A,We do a lot of traveling around.,,,
A,We rented a car and drove pretty much everywhere.,,,
B,Was it hot?,,,
A,"No,",,,
A,in fact some of the days we froze.,,,
A,"It was,",,,
B,Really?,,,
A,"well we were there in the winter. In uh, January or February, I don't remember which,",,,
B,Uh-huh.,,,
B,Uh-huh.,,,
B,I was born in Saudi Arabia,,,
B,"and, uh, when my father worked there we, they used to travel quite a bit, all around you know, in, in Europe and whatnot,",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
