Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Okay,",,,
A,so you said that you live in Coppell.,,,
B,Uh-huh.,,,
A,So what is your house like?,,,
B,"It's a two bedroom, two baths duplex.",,,
A,"Oh, well that's neat,",,,
B,"Brick and, uh,",,,
A,Uh-huh,,,
A,is it one you're renting or buying?,,,
B,"No,",,,
B,"we own it,",,,
B,"yeah,",,,
B,"well, our side",,,
A,"Yeah,",,,
A,"yeah,",,,
A,"well that's kind of neat that you can even though it's a duplex, you can still buy.",,,
B,"Uh-huh,",,,
B,uh-huh.,,,
A,That's good.,,,
B,"Uh-huh,",,,
B,yeah.,,,
A,Do you have any children?,,,
B,"No,",,,
B,huh-uh.,,,
B,Do you?,,,
A,"Yes,",,,
A,"I have two children,",,,
A,and our home is really too small for us right now,,,
B,"Ours is, too.",,,
B,We outgrew it when we moved in.,,,
A,"Yeah,",,,
A,"we moved from an apartment that was really small,",,,
B,Uh-huh.,,,
A,and at the time we just had a little baby that was five months old,,,
B,Uh-huh.,,,
A,"so we moved into this house in Garland,",,,
A,it's in one of the older areas of town,,,
B,Uh-huh.,,,
A,and one thing I really like is it has big trees everywhere,,,
B,Uh-huh.,,,
A,"you know, lots of shade and squirrels and birds and real pretty,",,,
B,Um.,,,
A,"but the, the house is real small",,,
B,Yeah.,,,
A,it has less than a thousand square feet,,,
B,"Oh, wow.",,,
A,"yeah,",,,
A,it's real little.,,,
B,You all are cramped,,,
A,"Yeah,",,,
A,"and now I have a daughter,",,,
A,"now my,",,,
A,the one that was five months old is seven years old,,,
B,Uh-huh.,,,
A,"and the one, I have another one that's three and a half and have all these clothes, and toys and stuff that we're just trying to find places to put,",,,
B,Uh-huh.,,,
B,Oh.,,,
B,"Uh-huh,",,,
B,how many bedrooms is it?,,,
A,"Well, they advertised it as a three bedroom house because it has a built on addition room, you know",,,
B,Uh-huh,,,
B,Uh-huh.,,,
A,but the room that's built on doesn't have a closet,,,
B,Oh.,,,
A,"so, um, the people that lived here before us did use it for a bedroom",,,
B,Uh-huh.,,,
A,but we have always just put like our computer and extra toys and books and,,,
B,Uh-huh.,,,
A,"you know, it's kind of a catch all room",,,
A,But it sure is nice to have it when the kids come over to play,,,
B,Yeah.,,,
A,"they all go out there to play with the Barbies and that kind of stuff,",,,
B,Uh-huh.,,,
A,so.,,,
B,How fun.,,,
A,"Yeah,",,,
A,that works out good.,,,
A,"And I'm thankful I have two girls, because they're in bunk beds,",,,
A,"and so, you know, they can share a room and, uh, make for more space that way.",,,
B,Uh-huh.,,,
B,Uh-huh.,,,
B,And how old's the youngest?,,,
A,She's three and a half,,,
B,Uh-huh.,,,
A,"yeah,",,,
A,"so, um, and right now we have their clothes on, uh, like double racks, you know, in the closet",,,
B,Uh-huh.,,,
A,we made a higher and a lower,,,
B,Uh-huh.,,,
A,"and it works out fine,",,,
A,"but they're just about to get too tall where the dresses are beginning to drag you know,",,,
B,Uh-huh.,,,
A,"and, um, we're going to have to figure out a new idea.",,,
A,"But we're, we're kind of looking around and wanting to move into a bigger home uh, hoping to be able to do that within a year or so",,,
B,Yeah.,,,
B,Yeah.,,,
A,so that would be nice.,,,
B,That's what we'd like to do.,,,
A,"Yeah,",,,
A,is Coppell a nice area to live?,,,
B,"Oh, it's a wonderful place to live,",,,
B,"and they,",,,
B,"I don't have any kids,",,,
B,"so I don't really know,",,,
B,but they say that we have wonderful schools.,,,
A,"Well, I think I've heard a lot, uh, about Coppell schools, that they're real good",,,
B,Uh-huh.,,,
A,that's neat.,,,
B,Um.,,,
A,"Do you, do you hope to have children,",,,
A,"or are you not planning on having any,",,,
A,"or,",,,
B,"I don't think so,",,,
B,no.,,,
A,I see.,,,
A,"Well, do you have any pets?",,,
B,"Oh, of course, those are my kids",,,
A,"Oh, yeah.",,,
B,I have two dogs.,,,
A,Uh-huh.,,,
A,"Well, do they stay inside,",,,
A,"or,",,,
B,"Yeah,",,,
B,they're inside dogs.,,,
A,"Well, that's, that's neat.",,,
B,They're my babies.,,,
A,Yeah.,,,
A,"Well, what are the colors in your house?",,,
B,"Uh, um, kind of a mauve and gray.",,,
A,"Oh, I bet that's pretty.",,,
B,"Uh-huh,",,,
B,"and then the kitchen's kind of a, a country pink and country blue,",,,
B,"and it's all done in cows,",,,
A,Uh-huh.,,,
B,I'm a cow nut,,,
A,"Oh, that's neat.",,,
A,"I like cows, too.",,,
B,Uh-huh,,,
A,Yeah,,,
B,so.,,,
A,"well, our house was uh,",,,
A,our house is very old also,,,
B,Uh-huh.,,,
A,it's like thirty-seven years old,,,
B,Wow.,,,
A,"yeah,",,,
A,"and it was redone before we moved in, which,",,,
A,"I'm thankful for that,",,,
A,"but the,",,,
A,it was redone at the time probably when earth tones were in,,,
B,Yeah.,,,
A,everything is,,,
B,Yeah.,,,
A,"like, the carpet's kind of a tan and brown and has, um, paneling in the living room, and lots of, lots of tans and lots of browns",,,
B,Uh-huh.,,,
B,Uh-huh.,,,
A,but the good thing is you can bring out other colors from that,,,
B,"Oh, yeah,",,,
B,"yeah,",,,
A,"you know, so, uh, that's worked out good.",,,
A,"In the, in the kitchen they put real pretty blue and tan, um, wallpaper had done it up with blues,",,,
B,Uh-huh.,,,
A,"so that's nice,",,,
B,"Oh, sounds pretty.",,,
A,"yeah,",,,
A,we've enjoyed living here.,,,
A,"It's close to my, uh, oldest daughter's school",,,
B,Oh.,,,
A,"and that makes it really handy, too",,,
B,"Uh-huh,",,,
B,uh-huh.,,,
A,"and she really likes her school,",,,
A,so,,,
B,Good.,,,
A,and we are so close to shopping,,,
A,and ...,,,
B,That's an important factor there,,,
A,"Yeah,",,,
A,how about in Coppell?,,,
A,"I've always imagined it kind of out, away from everything.",,,
B,"Well, you know, now we have that new mall in Lewisville",,,
A,"Oh, really,",,,
B,and that's just like a mile or two from our house,,,
A,"Oh, well, that's nice.",,,
B,"but, when we first moved to Coppell, it's what, six years ago, we didn't even have a grocery store",,,
A,"Oh, wow,",,,
B,and now we have four,,,
A,Oh.,,,
B,and Coppell's not really big enough to support four grocery stores,,,
A,"Yeah,",,,
A,yeah,,,
B,"so,",,,
A,but it does sound like it's definitely growing.,,,
B,"Oh, much very much.",,,
A,Yeah.,,,
B,"In fact, it's about the size now,",,,
B,"I moved down here from Chicago, what, twenty-three years ago and, to Lewisville",,,
A,"Oh, uh-huh.",,,
A,Uh-huh.,,,
B,"and Coppell's now about the size that Lewisville was when, when I moved down here.",,,
A,"Oh, I see.",,,
A,"Well, when we first moved here, we moved here from Lubbock",,,
B,Uh-huh.,,,
A,"and we almost moved to Lewisville,",,,
A,"that was our second choice, yeah, behind Garland,",,,
B,"Oh really,",,,
A,"we, at the time we thought we might buy a mobile home,",,,
