Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Okay,",,,
A,"Miss Nancy, we should be in business now.",,,
B,Good.,,,
A,"Did  you hear the questions that the lady, uh, brought up?",,,
B,Yes.,,,
A,"Such as how much time, well,",,,
A,"I'll ask,",,,
A,"how much time do you spend with your children,",,,
A,and how many do you have?,,,
B,"We have two children,",,,
B,they're both grown and married,,,
B,"and with, we have, uh,",,,
B,"our daughter has three sons,",,,
B,"so we see them at least once a week,",,,
B,"and we see our son and his wife uh, about every other week",,,
B,"and, uh we baby-sit quite frequently.",,,
A,Uh-huh.,,,
B,So we're a fairly close-knit family.,,,
B,We're together a lot on special days,,,
B,"and, uh, and of course, with the holidays and everything.",,,
A,"Well, you're very fortunate.",,,
A,"Uh, my my, uh,",,,
A,"I have two girls and a son,",,,
B,Uh-huh.,,,
A,"And  my oldest daughter lives in Amsterdam, Holland.",,,
B,Oh.,,,
A,"She  Her husband builds pianos,",,,
A,"so it's kind of hard for us to visit with them, as much as I'd like to.  Because  we've, we, one thing we do have together is we're both musicians.",,,
B,"Oh,  yes.",,,
A,I play in several symphony orchestras,,,
A,"and,  she is  a, a, a concert, uh, harpsichordist. And travels around a good bit in Europe.",,,
B,Uh-huh.,,,
B,Oh.,,,
B,Uh-huh.,,,
A,"And, uh, her husband builds forte pianos,",,,
A,which are harpsichord size  pianos.,,,
B,"Pianos,  uh-huh.",,,
A,"And, uh, that's why they're over there.",,,
A,"And then I have a, a son who lives in, uh, Warrington, Pennsylvania.",,,
B,Uh-huh.,,,
A,And I get to see him maybe once every three months.,,,
A,"So I really, we've lost, you know,",,,
A,"I'd like to have an everyday contact with children, uh, as well as you do, for that matter,",,,
A,"and my young , my youngest daughter lives in New Jersey,",,,
A,"and so  they,   I don't hardly  get to see any of them.",,,
B,"Oh,  you don't get to see any of  yours very often.",,,
A,"She works in these, um, Trump type casinos,",,,
A,she and her husband  both do.,,,
A,"They work,  uh, they're really both, um play, people who play on stage",,,
B,"Yes,",,,
B,uh-huh.,,,
B,Uh-huh.,,,
A,"and, uh, they're running lights right now and audio and that thing  for,  plays and things that go on.",,,
B,Uh-huh.,,,
A,"But anyhow uh,",,,
A,"what do you, what activities do you do with your children when you are together?",,,
B,"Oh, most the  time,",,,
B,"well, right now it's football season,",,,
B,"and our daughter is a big Cowboy fan,",,,
B,"as is our husband,",,,
B,"so, my husband,",,,
B,so she watches that,,,
B,and I play with the grandchildren,,,
B,I enjoy the  grandchildren.,,,
B,"But, now, like last weekend, um, there's the Soviet space exhibit is here in Dallas,",,,
B,"and it ends,  uh,  in January,",,,
A,Oh.,,,
B,"so she and, and the three boys and my husband and I went over into Fort Worth to see the space exhibit",,,
B,"and this  Sunday,",,,
A,The Soviet  space  exhibit?,,,
B,Uh-huh.,,,
A,My goodness.,,,
B,"Yeah Oh, it's been here for quite, uh, some time.",,,
A,I am surprised they would bring anything over here.,,,
B,I think it came here in either September or October,,,
B,"and,  it's very interesting,  very interesting,",,,
A,Uh-huh.,,,
A,I'll bet.,,,
B,and it's been very well done,,,
B,"Uh, and this, uh, next Sunday they're coming over after the Cowboy game",,,
B,"and,  uh,  uh, we're going to go take the boys to see Christmas lights and go to a Santa's village.",,,
A,Uh-huh.,,,
B,"And, uh, then when our son's over, we have a pool,",,,
B,"and he and his wife come and a lot of their friends,",,,
B,"and we have cookouts on Sunday  uh,",,,
A,"Well,  that sounds like you have  really,  wonderful activities that keep you together.",,,
B,"And, uh  we, we do a lot with with our kids,",,,
B,and we we always have.,,,
A,"Yeah. Uh-huh. *slash error, should be 'b'",,,
B,We've taken a lot of trips with our kids when they were younger.,,,
B,"Uh, we're very family oriented.",,,
B,"We, um,  we like  being with our kids,",,,
B,"and the kids seem to enjoy being with us,",,,
B,and their friends enjoy being with us.,,,
B,"So which that keeps us very, very young, with all these young people passing in and out and  eating,",,,
A,Uh-huh.,,,
B,"and  seems like I've,",,,
A,"The only  problem is, it keeps you pretty busy, keeping everything going,",,,
A,doesn't it?,,,
B,"Well, it does",,,
B,I'm worried about Christmas.,,,
B,"Christmas Eve they all pass through,",,,
B,"and then they all end up spending the night Christmas Eve night, so  that,  we open our presents on Christmas day",,,
A,Uh-huh.,,,
A,Beautiful.,,,
B,"and they go out to the other, you know, the in-laws in between some of this,",,,
B,"but they're  all,  with us,",,,
A,Uh-huh.,,,
B,"and, uh, then have Christmas dinner with us and then go to other in-laws and things,",,,
B,so we see a lot of them.,,,
B,"But we enjoy Christmas Eve night, because they all start arriving by about eleven o'clock,",,,
B,"and we open presents about five o'clock  Christmas,  morning,",,,
B,"and, you know, and, uh,  then,  I go to the kitchen and cook,",,,
A,Uh-huh.,,,
B,"and my sister and, and her husband are coming down,",,,
B,so there's going to be eleven of us  for Christmas.,,,
A,That's great.,,,
A,"There's a,",,,
A,"the question now to ask, is it difficult to find time,",,,
A,and you seem to be making out all right.,,,
B,Yeah.,,,
B,Sometimes I'm a little exhausted,,,
A,"Well, tell me,",,,
A,"what do you think of, uh, of the current trends of how other people spend time with their children  and so forth?",,,
B,"Oh, I,  I think the trends are going back to spending more time with families.",,,
A,Uh-huh.,,,
B,"I think parents are definitely, uh, spending more and more time.",,,
B,"I don't think they're leaving them with baby-sitters, you know.",,,
B,"I think, I think family quality time is becoming much more important than it was  there  for about, uh, I don't know, eight or nine years.",,,
A,Yes.,,,
A,Uh-huh.,,,
B,Seems like it went through a spell there where families weren't that big a deal.,,,
B,"Parents kind of went and did their thing,",,,
B,"kids did their thing. Yes,",,,
A,"Well, that's",,,
A,"no,",,,
A,that's exactly what I was going to say.,,,
A,"Of, of course, I find now that I spend more time with my grandchildren in detail.",,,
B,uh-huh.,,,
A,"I know more about them and watch their growth and how they improve and, and learn much more so than my own kids.",,,
A,"When, when your own children are growing up, you just take them for granted",,,
A,and you go ahead and do your thing,,,
A,"and,",,,
