Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,Okay.,,,
B,"All right, uh,",,,
B,feelings on what caused the S and L crisis,,,
B,I guess I don't have a real technical knowledge for what happened,,,
B,I gather that there where large numbers of situations where loans were made that appeared to be a good loan but in a speculative since,,,
B,"and with have little regulation going on because of deregulation during the Reagan eight years, uh, more and more S and L simply began to take riskier and riskier loans",,,
B,"and then when they began to collapse one after the other I think almost like an avalanche of, of property values devalued.",,,
A,"Uh-huh,",,,
A,kind of like a domino's effect.,,,
B,Right.,,,
B,"I don't have a, a field for whether or not this is the equivalent of what was called the teapot dome. Uh, scandal,",,,
A,"Oh, .",,,
B,"are you familiar with that, from your histories lessons or whatever.",,,
A,No.,,,
A,No.,,,
B,"Uh, I vaguely recall",,,
B,but I've never gone and done any study on it since the S and L thing,,,
B,"that teapot dome scandal is when I think during the Hoover years where gobs of land was, was sold at really inflated prices on the theory that there were natural gas beneath it,",,,
B,"and that, that appeared to be corruption within the Hoover administration.",,,
B,"I don't have a real since of, of like corruption that caused S and L all though I have a feeling that people look the other way when things began to go sourer maybe.",,,
A,Uh-huh.,,,
A,"No,",,,
A,"I don't think it was really corruption that caused it,",,,
A,or within,,,
A,"I think people just started, you know, not being as careful with the loans that they were making whenever, you know, whenever they gave them out.",,,
B,Uh-huh.,,,
A,I think maybe they didn't check into them enough,,,
A,or maybe because everyone else was doing they figured they would just go ahead and approve it also,,,
A,so.,,,
B,Yeah.,,,
A,Yeah.,,,
B,It seems like there were on awful a lot of people making loans and business decisions on a,,,
B,get rich quick is the wrong phrase,,,
B,"but, if it captures some of the, the feeling I have from the people making business decisions that if they failed it's sort of well no skin of my back",,,
B,"I'll move on to this other company,",,,
A,Uh-huh.,,,
B,"or I, I just since that they didn't have a commitment to the stability of the organizations they were, were making the decisions for.",,,
A,Uh-huh.,,,
A,Uh-huh,,,
B,"And I don't know whether that's because they had other opportunities to which they could move, you know, that it was that easy for them to find new work that they didn't, weren't stuck to where they were",,,
B,and things begin to collapse,,,
B,they just moved on.,,,
A,I'm not sure.,,,
B,"Or whether they had extracted enough money in a percentage base that they, that they didn't care any more,",,,
B,"I, just, I'm rather puzzled about the, whole thing",,,
A,Uh-huh.,,,
A,"I know, well, I'm, uh, I know a little bit about it",,,
A,but I don't as much as I should know about it,,,
A,I'm a finance major here at Clarion.,,,
B,Okay.,,,
A,"And, um, I do know that one of the reasons that caused it is the fact that the federal reserved backed any loan that the Savings and L made with a, a hundred thousand dollars.",,,
A,So they were kind of insured with that hundred thousand dollars,,,
A,"and I think that's kind of why they, they were making the riskier loans,",,,
A,"because they were like oh, well, we have a hundred thousand dollars insurance on it.",,,
B,"Well, they didn't, they didn't have a since of risk.",,,
A,"No,",,,
A,I don't think so.,,,
B,"Oh, okay.",,,
A,"And, uh, plus where the fact where they were allowed to make loans in, any, almost any type of loan",,,
A,"and like some banks, you know, they're limited to the types of loans that they're allowed to make.",,,
B,Uh-huh.,,,
A,And I think the S and L were more open with the types of loans that they were allowed to make.,,,
B,Okay.,,,
A,"And I think if they would be more bound to certain loans and not as high of insurance by the reserve, then I don't think this would have happened.",,,
B,Okay.,,,
B,"Well do you think we, there's a final accounting, yet not, in the since of pennies an nickels,",,,
B,"but do you think there's accounting on an ordered of magnitude or, or that, that they really do understand how much money it is,",,,
B,"for awhile it seemed like every time I opened the paper up it was escalating in terms of damage, uh,",,,
A,Uh-huh.,,,
B,"did, is your since that we now understand how bad it is, *listen",,,
B,or is there more to be heard yet.,,,
A,"Um, I think that people just basically got tired of hearing it",,,
A,"and it wasn't making, it was wasn't as good news as it was.",,,
A,"I think it's still, you know, I adding up,",,,
A,and I think it will be for awhile.,,,
B,"So you don't think necessarily they don't have a complete grasp yet,",,,
A,No.,,,
B,or whether .,,,
A,"I, I don't think they do.",,,
A,"I don't think how, I don't think how they could find that big, how much was really lost or how much they were going to lose, because there still are some S and Ls still open.",,,
B,Uh-huh.,,,
A,"And it's, it's very possible for them to go down in the future because of this.",,,
B,To be caught in the .,,,
A,"Uh-huh,",,,
A,uh-huh.,,,
B,Do you think to possibly is that it will help with the regular banks?,,,
A,"I, I don't know.",,,
A,I I think it would be harder,,,
A,but I think there are some regular banks that will go down with it.,,,
B,"It seems that I recall reading for the last oh, let's say starting three years a go but not so much in the last year of bank risks of relative to the loaning funds to third world countries like Mexico, Venezuela. Uh, and Argentina based on oil loans",,,
A,Uh-huh.,,,
B,"and then the price of oil had, had gone south resulting in those loans being very risky,",,,
B,and I guess I read articles of various banks that have done the right thing to contain their risks given that they had made multiple billion dollar loans.,,,
B,"I have this vague since that, that could happen that, that there are still monies loaned out to third world countries that could end up being totally lost.",,,
A,"Oh, yeah, um,",,,
A,in some of my classes now I was just reading,,,
A,I think it was in Venezuela,,,
A,"I can't remember what company it was,",,,
A,but they just wrote off like millions of dollars because they know they will never get it back.,,,
B,Uh-huh.,,,
A,"You know, and they just, they just wrote it right off.",,,
A,"I think, I think we've lost a lot of money",,,
A,"and, you know, like we every never going to get it back",,,
A,it's impossible to get it back.,,,
B,And so you think that it's just gone.,,,
A,"Uh-huh,",,,
A,"uh-huh,",,,
A,"yeah,",,,
A,"cause we're, you know, we're talking about some peens that have just like even gave up on like getting it back and trying any more.",,,
B,Okay.,,,
A,They just totally wrote it off their book.,,,
B,Do you think it is necessary to have the federal guaranty program,,,
B,like my since is it was there to try to protect small investors,,,
B,"but it ended up protecting big investors. Which I don't think what it was meant to do,",,,
A,Oh.,,,
B,"so I guess I, I feel like as long as we have the possibility for this large numbers of people to be protected the possibility exist for these sorts of problems.",,,
A,"Uh-huh,",,,
A,"um, yeah,",,,
A,"I think is it necessary to have, um, the backing, um,",,,
A,"it, it's, it's just for, you know, safe purposes, you know, in case something would happen. Um,",,,
A,"yeah,",,,
A,"I don't, I",,,
A,"yeah,",,,
A,as long as there's enough little companies we're going to have to have something.,,,
B,"Um, so your since is that the, that, uh, the loan guaranties which really were accounts guaranties, so the, so that the account holders that if something went wrong they would have their money.",,,
A,Uh-huh.,,,
A,Right.,,,
B,"And given that the S and Ls have had disasters then those account holders are, are, their money is still being protected.",,,
A,Uh-huh.,,,
B,"And that is it's million of people with anywhere from thousands to tens of thousands I guess of, Of dollars being protected.",,,
A,Uh-huh.,,,
B,"It, it seems like, um, there was a lot of money being protected in multiple accounts, uh,",,,
B,"it's,",,,
B,"if, if you take ten million people and protect ten thousand dollars it still only a hundred billion dollars",,,
B,and we're taking about monies way in access of that now,,,
B,so it's obvious that we've protected large accounts.,,,
A,Uh-huh.,,,
B,And perhaps multiple people in multiple S and Ls,,,
B,"and, and it seems like maybe that needs to be thought about, rethought.",,,
A,Yeah.,,,
B,"You know that the, for,",,,
B,"I guess I'm content with the need to have protection on, on accounts",,,
B,but I feel likes it's on an individual basis.,,,
B,Someone whose got accounts in thirty-five different S and Ls or thirty or forty thousand dollars,,,
B,and they're all protected by the government.,,,
B,Seems to me like they've gotten around what was intended to be the issue there.,,,
B,"Uh-huh,",,,
B,"I guess I don't have a personal since of V on it since I, was not a heavy user of any S and Ls",,,
A,Uh-huh.,,,
B,"and, and let alone any of them that went bankrupt.",,,
B,"And I guess that means that from my perspective it could happen again,",,,
A,"I think it could happen,",,,
B,"because that means, I'm not worried enough, uh,",,,
A,"yeah,",,,
B,it's kind of thing where maybe we'll survive,,,
B,"and then I, then it will happen again because we don't pay attention to those kinds of things.",,,
A,I think it'll happen again,,,
A,but I think it will be a long time in the future before it does happen again.,,,
A,Because I think like the bank people in any kind of people like that are going to be worry enough not to let it happen again in the near future.,,,
A,But I think later on they're going to start and forget about and start making the riskier loans,,,
A,"because I mean, you're going to have to take some risk",,,
