Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,You ready?,,,
A,Yeah.,,,
B,Okay.,,,
B,What have you seen lately?,,,
A,"Well, uh, it's funny, when I tried, to make the call the other days,",,,
A,"I thought,",,,
A,I hadn't seen anything since DANCES WITH WOLVES,,,
A,but today I went to see REGARDING WITH HENRY.,,,
B,"Oh, I'm dying to see  that.",,,
A,It  was really good.,,,
A,We,,,
B,Oh.,,,
A,"uh, Jeff Wariner just got out of the hospital",,,
B,Uh-huh,,,
A,"and, uh, Jeff and Deeanna went and another friend in the neighborhood,",,,
A,"and, uh, we all liked it.",,,
A,"We had both moms and, uh, fifteen year olds and a twelve year old",,,
A,and everyone enjoyed it.,,,
B,"Oh, my goodness.",,,
A,"And, uh,",,,
B,"Oh, well  I am just dying to see it.",,,
B,I went to dinner with some friends last weekend,,,
B,and they said get a baby-sitter,,,
B,and we'll all go see REGARDING HENRY,,,
A,Yeah.,,,
B,"and I said, ooh, I want to see it so bad.",,,
A,"Well, my son had gotten to see a lot of movies this summer, on, choir tour and visiting friends and one thing and another. A lot of the ones I had wanted to see",,,
B,Oh.,,,
A,"and so since he had this friend up from Houston, uh, and his friend had already seen so many and I thought they decided on this and I thought well, I want to see this one, too.",,,
A,"So,  we, uh,  I",,,
B,Yeah.,,,
A,"finally, it's my first summer movie",,,
B,Oh my.,,,
B,"Well, let me see.",,,
B,"Was it,",,,
B,"well, we went to see ONE HUNDRED AND ONE DALMATIANS last weekend",,,
B,"and that may be,",,,
B,"no,",,,
B,"right before I went in the hospital my girlfriend said come on,",,,
B,we're going to the movies.,,,
B,"And we won't,",,,
B,well she goes all the time,,,
B,but I go maybe once every couple of months.,,,
A,Yeah.,,,
B,"And when I go, I go see two at a time.",,,
B,"So we went to see SOAPDISH,",,,
B,and,,,
A,"Oh,  was that good?",,,
A,"Cause,",,,
B,"Oh, hysterical.",,,
B,"We laughed so hard,",,,
B,"it was just, you couldn't hear half the dialogue because everyone in the audience was  laughing   so hard.",,,
A,Yeah.,,,
A,"Well, I want  to see that and CITY SLICKERS both.",,,
A,I love   comedies.,,,
B,Yeah,,,
A,"But, that's what I was",,,
B,that's the other one that we went to that night.,,,
A,"Oh, was it?",,,
B,"And, my face hurt so bad, from laughing because I love Billy Crystal.",,,
A,Oh,,,
B,"And course, growing up on, on the back of a horse, you know, and being on ranches and stuff, so much of that was so true",,,
B,and I was absolutely rolling in the aisles.,,,
B,It was so funny.,,,
B,Both of them were great.,,,
A,"Oh, well good.",,,
A,"I'm, I'm glad to hear that  because they,",,,
B,"Oh, they are,  are",,,
B,we just laughed so hard.,,,
B,"And like I said, with CITY I mean with SOAPDISH, it is so cornball",,,
B,and it is so overacted that you're just hysterical you know.,,,
A,Uh-huh,,,
B,"Just, they just carried it off, to the tee.",,,
A,"Well, I don't, I don't know if you got to see WEEKEND, um, AT BERNIE'S  that  was out a couple of years ago.",,,
B,No.,,,
A,"They had a free showing at the Berkeley, um, United Artist.",,,
B,How neat.,,,
A,"And, I don't know who was here or whether Jay called a friend",,,
A,and we didn't think we'd have much chance of getting in,,,
A,"but we thought we'd try it, you know, free movie.",,,
B,"Shoot,",,,
B,yeah.,,,
A,"It was so funny and it sounds like, uh, what you were just describing, SOAPDISH, too.",,,
A,"I mean, we just, we hurt by the time we came  out.",,,
B,Oh  yeah.,,,
A,And the whole theater was hysterical,,,
A,"and it's just, it's just goofy.",,,
A,"I mean, it's, uh,",,,
A,"if you have a chance to rent it, at least,",,,
A,"or it should be  out on T V, I would think,",,,
B,"Yeah,",,,
B,I think it is.,,,
B,I think it is.,,,
A,"Um, cause it's, it's just a fun summer light comedy,",,,
A,make your cheeks hurt laughing.,,,
A,"Especially in the theater it was contagious, you know",,,
B,Yeah.,,,
A,"I, I imagine the way SOAPDISH was, but,  with   everyone laughing.",,,
B,Oh gosh,,,
B,I never laughed.,,,
B,And people were just screaming and applauding,,,
B,"and, you know, it was just hysterical.",,,
A,"Well, I'm glad you did that before your surgery",,,
B,"Oh, me too, because I don't even know if I could live through it now.",,,
A,Yeah,,,
B,I mean I'm getting around real good,,,
B,and I'm just still real sore.,,,
A,Yeah.,,,
