Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Okay,",,,
A,"basically I can tell you that I like just about every music there is except for, uh, uh, real hard, hard rock,",,,
A,I really can't get into that,,,
A,"but I go from classical all the way to, uh, jazz and country and uh, soft pop, uh,",,,
B,Uh-huh.,,,
B,Uh-huh.,,,
A,"so I pretty much have a, a wide range of, uh, what I like,",,,
A,"and just, there isn't any particular music that I enjoy more than just listening to all kinds",,,
B,Uh-huh.,,,
B,Yeah.,,,
A,so that's about it.,,,
A,I can even take the,,,
A,"now, it's, it's pretty neat music that they came out with,",,,
A,so.,,,
B,"I'm pretty much the same way,",,,
B,"but there's like certain types of country western I can't handle that twangy stuff,",,,
A,Uh-huh.,,,
A,"Uh-huh,",,,
A,"sure,",,,
A,"the old, old stuff that came out, I think it was, was it, oh, jeez, came out with some of that, Hank Williams,",,,
A,you talk about twangy.,,,
B,Yeah.,,,
A,Yeah.,,,
B,My in-laws listen to the kind of music I hate,,,
A,"Oh, yeah,",,,
A,"the old, old country,",,,
A,Yeah.,,,
B,"But other than that, I like pretty much everything.",,,
A,"Yeah,",,,
A,"yeah,",,,
A,"that's the way I am, too,",,,
A,"so, other than, uh,",,,
A,"as far as instruments, I can go from piano to the saxophone.",,,
A,"Lately, you know, with the new music that has come out, some of the really good, uh, music they have the saxophone playing,",,,
B,Uh-huh.,,,
A,"and it's so funny, because you can take an instrument and forget what it really sounds like when it plays by itself.",,,
B,"Uh-huh,",,,
B,uh-huh.,,,
A,"to Oops, are you okay, Tiana, come here honey.",,,
A,"talking to Oh, my daughter just fell.",,,
B,Do you like Kenny G?,,,
A,"Uh, yeah,",,,
A,a little bit.,,,
B,Uh-huh.,,,
A,"I can, I can pretty much, to",,,
A,"Oh, it's all wet, Tiana.",,,
A,"talking to I just wiped, uh, did the floor,",,,
A,and she slipped.,,,
B,"On,",,,
B,no.,,,
A,"Anyway, but, uh, um, yeah,",,,
A,"I can take all kinds of music pretty much except for when you get, like I said, into the real hard rock,",,,
B,Uh-huh.,,,
B,"Yeah,",,,
B,"the heavy metal,",,,
A,"Yeah,",,,
A,"I have no interest in that,",,,
A,"I, I don't have interest of losing my ears,",,,
A,"let's just put it that way, hearing, anyway,",,,
B,"Yeah,",,,
B,"I saw Peter Townsend on T V last night,",,,
B,and he said he's lost most of his hearing,,,
A,"Uh-huh,",,,
A,sure.,,,
B,"and I thought, no wonder",,,
B,so.,,,
A,"Uh-huh,",,,
A,exactly.,,,
B,Um.,,,
A,"Okay,",,,
A,well it was good talking to you then.,,,
B,"Well, same here.",,,
A,Okay.,,,
B,You all have a good day.,,,
A,"You, too.",,,
B,Bye-bye.,,,
A,Bye now.,,,
