Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"So, Jan, how do they recycle in Texas?",,,
B,"Well, I,",,,
B,"the biggest, uh, way it's going right now, uh, lot, most of the grocery stores have got, uh, things set up where you can bring in your, uh, plastic, and your cans, and newspapers.",,,
A,Uh-huh.,,,
B,And then they've just got different barrels setting out,,,
B,", I shouldn't say barrels, like big John Doors or,  whatever  they're, called. Gondolas",,,
A,Uh-huh.,,,
A,Yeah.,,,
A,Yeah.,,,
B,"Um, they've got them set outside",,,
B,"and,",,,
A,"Is it,  is it all voluntary?",,,
B,"uh,",,,
B,Yes.,,,
B,It's all voluntary.,,,
B,"Now, they do have some places where you can take things and get cash",,,
A,Right.,,,
A,Uh-huh.,,,
B,"You know, they just want to, uh, help recycle. Which is,  what  we do. You know,",,,
A,Yeah.,,,
A,Uh-huh.,,,
B,"we,",,,
B,"probably the only thing, sometimes we'll take cash or the cans in",,,
B,and we let the kids get the money for that.,,,
A,Right.,,,
A,Yeah.,,,
B,"But, uh,",,,
A,"There's,  a lot of projects where the, the Boy Scouts and things, and that will, collect your cans",,,
B,,,,
B,Right.,,,
B,Right.,,,
B,Yeah.,,,
B,"That's true,",,,
B,"but, but that's really the, the biggest thing around here is the grocery stores participating.",,,
A,Uh-huh.,,,
B,"You know but,",,,
A,"I guess, I,",,,
A,"you see, I guess it depends on your landfill space.",,,
B,Uh-huh.,,,
A,"I know, I,",,,
A,"we're in Maryland,",,,
A,"but, my,",,,
A,I from Pennsylvania *missing copula?,,,
A,"and my parents how, are forced recycling,",,,
B,"Oh,  really?",,,
A,"uh,",,,
A,Yeah.,,,
B,"Oh, wow.",,,
A,"Uh, Pennsylvania, Ohio, and New York are some of the, uh,",,,
A,they're using their landfills up faster than they can get new ones.,,,
B,Yeah.,,,
A,"So, it's really, uh, it's, uh, really hard on them.",,,
A,"Now, up here in Maryland, though, we're just in a voluntary recycling stage right now.",,,
A,"So, uh, so my wife and I, you know, we save our bottles,",,,
A,"and we save our newspapers,",,,
A,"and we save all our plastic, and all of our tin cans.",,,
A,"And just like you say, we go to, uh, a community area where they have it set up",,,
A,and we dump them off there.,,,
B,"So, it's",,,
A,Yeah.,,,
A,"It's still voluntary,  though I think, I think we're supposed to have something implemented by nineteen ninety-three, though where some aspects will be mandatory.",,,
B,you say it is  all voluntary.,,,
B,"Do they,",,,
B,Will it be mandatory?,,,
A,Uh-huh.,,,
B,"Is it all, um,",,,
B,is there any place at all where you do get cash for this stuff,,,
