Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,Okay.,opening ,,
A,"Have you faced, uh, elderly care yet, uh, nursing home care for any of your parents?",,,
B,"Unfortunately, yes.",opening ,,
B,"Uh, in fact, tonight I had the dinner with, uh, my three brothers and our wives",major topic start,,"talking about the nursing homes,their situations and their experiences."
B,"and we were talking, uh,",,,
B,we had a review with the nursing home staff.,,,
B,My mother's in a nursing home.,minor topic start,,talking about the reason to visit a nursing home
A,Uh-huh.,,,
B,"And, uh, we had a review today",,,
B,"and a few things we had to do that are part of it that you don't really like, like, uh making decisions on living wills and extended care, that type of thing,",minor topic end,,
A,Yes.,,,
B,"so, yes,",,,
B,I'm very familiar with it,,,
B,"and it's not something that is, uh, you know,",,,
B,I never thought I'd have to go through this kind of experience.,,,
B,But I guess we all do.,,,
A,"I think sooner or later, uh,",,,
A,"both my mother and my husband's mother, we had to end up putting in nursing homes",minor topic start,,talking about her search to go to a nursing home.
A,"and they were to the point that they only lived, both of them, about six weeks once they got in.",,,
B,"Oh, really?",minor topic end,,
A,"And, uh-huh.",,,
A,"And it's absolutely, I believe that was one of the hardest things I ever did. In my life.",,,
B,Uh-huh.,,,
A,"I, that, it just, you know, it's absolutely devastating.",,,
B,Right.,,,
A,What have you found in dealing with the nursing homes?,,,
B,"Well, they're not, every, all the horror stories you hear about them I think are true.",,,
A,Yes,,,
B,"Uh, we've, you know, we've looked around",minor topic start,,talking about the nearby nursing homes and their costs.
B,"and, my wife has looked at, extensively at all the ones in the area",,,
B,"And the one she is in now, uh, there's a lot of drawbacks, a lot of things we don't like.",,,
B,"But, again, it's no different than every one.",,,
B,"And, you know, the cost of it, the, three thousand dollars a month",,,
A,"Um, uh-huh.",,,
B,"when you think about it, for what you're paying a hospital for almost the same, well, even not as much care.",,,
A,Yes.,,,
A,Yes.,,,
B,"It's not that expensive, really.",,,
A,"No,",,,
A,"uh, there, well, there's a little bit of difference in, in the two between my mother and my mother-in-law.",,,
B,Uh-huh.,,,
A,"And, uh, theirs both ran,",,,
A,"oh, I think my mother-in-law's was like fifteen hundred",,,
A,and my mother's was two thousand.,,,
A,"Then, this has been five years ago.",minor topic end,,
A,"And, uh uh, one of the things that, you know, I had discovered is that if they knew that I came in there at all different hours, they got much better care than if,",minor topic start ,,talking about how nursing homes dealt with the patients .
B,Uh-huh.,,,
A,"when I started out with my mother-in-law, because she was in there first, I would go certain hours",,,
B,Uh-huh.,,,
A,and they knew.,,,
A,"And if I'd pop in unexpectedly, I discovered, you know, they did a little bit, they did better.",,,
B,"Oh, really?",,,
A,"You know, uh-huh.",,,
A,"And, you know, a couple of times with my mother-in-law, I would catch something not being taken care of. And, you know, would have to rate,",,,
B,Uh-huh.,,,
A,"so I got to where, I knew then when my mother was in that, you know, not to go the same time all the time. Because they would,",,,
B,Yeah.,,,
A,"and when I was looking for the nursing homes, another thing that I learned, uh,",,,
A,we had my mother all set to go into one,,,
A,"and for some reason I just went back, and on my own went around the different floors.",,,
B,Uh-huh.,,,
A,"And, I saw areas that they had not shown me",,,
A,"and they did not come across as well as, you know, what they had originally shown me,",,,
B,"Well, I'll be darned.",,,
A,"so, uh, we did not put her in that one.",,,
A,"We put her in another one that I, I went a couple of times when they weren't expecting me and saw, and, you know, was much, uh, better pleased with the situation.",,,
B,Uh-huh.,,,
B,Yeah.,,,
B,"Yeah,",,,
B,"you, you know, this is the whole point.",,,
B,"You've got, you've got to shop them.",minor topic end,,
A,"Yes,",,,
A,you do.,,,
B,"I know my mother's in now, in a unit that's mainly Alzheimer's",minor topic start,,talking about where her mother in law is kept in the nursing home.
A,Uh-huh.,,,
B,"and, uh, we're convinced that she probably would be better off in a geriatric.",,,
A,Uh-huh.,minor topic end,,
B,"Uh, the fact that these people are they're up and around,",,,
B,"but they're, they're, it's reminds me too much of an asylum type situation.",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
B,"And it's very, very,",,,
A,Does your mother have Alzheimer's?,off topic start,,talking about the patients' health and her personal life.
B,"She,",,,
B,"well, who knows.",,,
B,"They call it, uh, dementia.",,,
A,Uh-huh.,,,
B,"And, uh, we don't know.",,,
B,"I, I mean she does not know us anymore",,,
A,Uh-huh.,,,
B,"and whether it's Alzheimer's or what it is nobody really knows,",,,
A,Uh-huh.,,,
B,"but it's, basically the same.",,,
B,And her health is not that bad.,,,
B,"Although she has gone down, downhill drastically since this, this last,",,,
B,"well, she had been in a retirement community",off topic end,,
B,and somewhere in the back of her mind she had it that she would live with her children.,minor topic start,,talking about how their inability to keep her resulted her in a nursing home.
B,"Well she, we, we just did not have the capabilities to, to take care of her.",,,
A,Uh-huh.,,,
B,"And, uh, but she, she has gone down steadily since she has been in,",,,
B,"and she's been in the nursing home now for, oh, I would say about three months.",,,
A,Uh-huh.,minor topic end,,
B,"And,",off topic start,,talking about whether she knew about nursing place.
A,Did she know that she was going to a nursing home?,,,
B,I'm sorry?,,,
A,Did she know that she was going to a nursing home?,,,
B,"She,",,,
B,"no,",,,
B,"as far as she knew, she was going to a hospital. And that she could, she could handle a hospital",,,
A,Uh-huh.,,,
B,"and we says, you know, mom, if you, you know, if you get a, you get better, you've got to have the care, the doctor insisted on it, you know, if you get better that you could come out.",off topic end,major topic end,
