Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"So, what do you think of our trial system?",,,
B,"Huh, I don't really know what to think about it,",,,
B,"but I do know that they're not, you know,",,,
B,"they'll give somebody twenty-five years and they'll serve what, eight months.",,,
A,Yeah.,,,
B,Have you noticed that?,,,
A,"Yeah,",,,
A,"I have noticed that, that, that kind of stuff does seem to happen quite a bit, um,",,,
A,yeah.,,,
B,"Uh-huh,",,,
B,"and, uh.",,,
A,"I don't, I don't, I don't even know what to do about that sort of thing.",,,
B,"But I think trial by jury is, it's a lot better than leaving it up to one person.",,,
A,"Yeah,",,,
A,I think trial by jury is very good.,,,
A,"I actually,",,,
A,"they said, I think the tape said something about changing, uh, changing it such that the,",,,
A,or leaving sentencing up to the judge only.,,,
A,I think that's actually good idea.,,,
B,Leaving it up to the judge?,,,
A,"just, just sentencing, not the trial itself.",,,
B,"Oh, okay.",,,
A,"Um, because I think that that, that judges are probably more informed as to what is, how serious the nature of the crime is, and stuff like that",,,
B,"Yeah,",,,
B,well right,,,
B,"because, the general public doesn't know that if, if they're sentenced to life that they won't serve life.",,,
A,"an,",,,
A,Right.,,,
B,Course the judge will know when he'll be up for parole and all that.,,,
B,"So yeah,",,,
A,"Right,",,,
A,"so he'll be able to give them the maximum sentence, in some cases there.",,,
B,"Okay,",,,
B,I must not have understood the whole thing,,,
B,"because I didn't hear them say that,",,,
B,but yeah.,,,
A,"Oh yeah,",,,
A,"the, the,",,,
A,"they give that as, as an example of something that, that might happen",,,
B,Uh-huh.,,,
B,But I think if the entire trial was left to one person,,,
B,"I've got a four year old,",,,
B,you can hear.,,,
A,Oh yes.,,,
B,"But, uh, I don't know,",,,
B,"you,",,,
B,"too many people can take vendettas out on people, and everything.",,,
A,Right.,,,
A,"Or just, you know,",,,
A,"there are two people who say well he just looks guilty, um.",,,
B,"Right,",,,
B,but that's true.,,,
A,"That's actually, that's a wonderful way to get off jury duty, you know.",,,
A,"Someone says to you, you know,",,,
A,"when they ask you if you, uh, if you want to be on, you know,",,,
A,"when you're called for duty say oh yeah, I want to be on jury duty because I can spot a guilty person a mile a way.",,,
B,Yeah.,,,
A,"They quickly let you off jury duty I hear, um.",,,
B,Right,,,
B,"because they, they know that you're biased.",,,
A,"Oh, yeah,",,,
A,"that, that, that, that, that's, that's the way it works there, um.",,,
A,"Anyway, I think that probably for, for having it,",,,
A,"what about, you know, about being unanimous.",,,
A,"I mean, that's sort of a strange case because I wonder what happens when eleven people thinks someone's guilty and one person doesn't,",,,
A,"one person thinks that, that they're not guilty",,,
A,"and they can't decide for hours, unless they convince that one person, you know.",,,
B,Does it have to be unanimous?,,,
A,"I believe it does have to be unanimous, actually.",,,
B,"Well then they consider it a hung jury, I I think",,,
B,"and then they, uh, have a retrial,",,,
B,or do they.,,,
A,"Yeah,",,,
A,"I think they either have a retrial eventually or, or they call it a mistrial or something.",,,
B,Uh-huh.,,,
A,I haven't been to law school.,,,
B,"No,",,,
B,me neither.,,,
A,"So, I don't know much about that,",,,
A,"I just know that, um.",,,
A,I wonder,,,
A,"'cause sometimes I think about it actually,",,,
A,"I think well, what if I were that one person and I was completely convinced that, that, that, that this person wasn't guilty, you know.",,,
B,"Well you don't have to be really convinced that he's guilty,",,,
B,it's just if they can't prove he's guilty,,,
B,because,,,
A,"Right, uh,",,,
A,"but, I mean what if eleven other people are saying one thing, you know, and you're, you're the one person saying the other thing.",,,
B,Yeah.,,,
A,"You know, would you give in.",,,
A,Yeah,,,
A,saying .,,,
A,"Yeah,",,,
A,yeah.,,,
A,"I wonder about those things, you know, or even if it's, you know,",,,
A,"I, I guess if they were to say, well it doesn't have to be unanimous,",,,
A,"what's the cut off number, seven, five, you know, six, six,",,,
B,Uh-huh.,,,
A,"you know, how do you decide.",,,
A,"Is it, you know,",,,
A,how do you decide what number of people have to say that.,,,
B,"Yeah,",,,
B,"I know,",,,
B,"it's too bad one of us don't have some knowledge on this,",,,
B,"huh. But, but, um, I don't know,",,,
B,"I just hope if I ever go to court that they all, unanimous on not guilty",,,
B,"Well you've seen like these T V movies,",,,
A,Yeah.,,,
B,"to child in Kyle, I'm talking,",,,
B,hush.,,,
B,"talking to Speaker But, uh, well how they'll, you know,",,,
B,"the,",,,
B,"through the whole movie, you think this person's,",,,
B,"I don't know,",,,
B,"but one thing that I thought was pretty weird is how somebody can't be trialed, tried, uh, excuse me, twice for the same crime.",,,
A,"Yeah,",,,
A,I've never quite understood that. Um.,,,
B,"Well I just think it's, it's weird because I've saw, well, of course, soap operas,",,,
B,I'm an soap opera fanatic.,,,
A,Okay.,,,
B,"This one guy had, uh, framed himself to make it,",,,
B,which,,,
B,"he really did kill the person,",,,
B,but then he set it up where it looked like somebody was trying to frame him,,,
B,"and he was on trial for it,",,,
B,"and then, you know, it came out that he was being framed,",,,
B,"so then he was found not guilty,",,,
B,"and then,",,,
B,directly after the trial they found out he really was guilty,,,
B,and he couldn't be tried again.,,,
A,"Right,",,,
A,and they can't do anything about it.,,,
B,"Yeah,",,,
A,"Yeah,",,,
A,"I often wonder about that,",,,
A,"I wonder if, if maybe, you know,",,,
A,"I, I, I don't, I don't, I don't know the law on that",,,
A,"but if they have new evidence, can they, can they retry,",,,
