Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,Okay.,,,
A,"So, What kind of experience do you, do you have, then with child care?",,,
B,"I guess, I think, uh, I wonder if that worked.",,,
A,Does it say something?,,,
B,I think it usually does.,,,
B,"You might try, uh,",,,
B,"I don't know,",,,
B,"hold it down a little longer,",,,
B,"and see if it, uh,",,,
A,Okay,,,
A,"Well, Does it usually make a recording or",,,
B,Okay,,,
B,"I, Well, I don't remember.",,,
B,"It seemed like it did,",,,
B,but it might not.,,,
B,"I guess I guess we can start. Uh,",,,
A,Okay.,,,
A,Okay.,,,
B,"No,",,,
B,"I don't, I don't have any kids.",,,
B,"I, uh, my sister has a, she just had a baby,",,,
B,he's about five months old,,,
B,"and she was worrying about going back to work and what she was going to do with him and the different,",,,
A,Uh-huh.,,,
B,do you have kids?,,,
A,I have three.,,,
B,"Oh, really?",,,
A,Uh-huh.,,,
A,"Yeah,",,,
A,I do,,,
A,"Yes, uh,",,,
A,"I don't work, though,",,,
A,"but I used to work and, when I had two children.",,,
B,Uh-huh.,,,
A,"I work off and on just temporarily and usually find friends to babysit,",,,
A,but I don't envy anybody who's in that situation to find day care.,,,
B,Yeah.,,,
A,"But, does your sister live in a big community?",,,
B,"Uh, yeah",,,
B,"she lives,",,,
B,"it's a, it's a fairly large community.",,,
B,"She, uh, got real lucky, though.",,,
B,"He had a boss who, uh, moved into a larger office",,,
A,Uh-huh.,,,
B,and she's able to take her baby to work with her.,,,
A,"Oh, really?",,,
B,And it's a small office that she works in,,,
A,Uh-huh.,,,
B,"and, uh, it's a, it's a legal firm, office,",,,
B,and it's just one lawyer,,,
A,Um.,,,
B,and so she's the only one really that takes care of the office.,,,
B,There's no one else that works there.,,,
A,Uh-huh.,,,
B,"And so they have an extra room and everything for the baby,",,,
B,so it works out pretty good for her.,,,
A,Wow.,,,
A,How lucky,,,
A,"I, I know a lot of people around here sometimes have, like, mothers or grandmothers that take care of their kids",,,
B,Yeah.,,,
A,"and, but, the community I'm in is not a real large one,",,,
A,"so there are a lot of people who babysit in their homes that, you know,",,,
A,"you either know them or know somebody who knows them to get to,",,,
B,"Yeah,",,,
B,so it's fairly safe.,,,
A,"Yeah,",,,
A,"to get references and that,",,,
A,"so, but, uh,",,,
A,"I, I don't feel comfortable about leaving my kids in a big day care center, but, simply because there's so many kids and so many",,,
B,Worried that they're not going to get enough attention?,,,
A,"Yeah,",,,
A,"and, uh, you know, colds and things like that get spread real easy and things,",,,
B,Yeah.,,,
A,"but, and they're expensive",,,
A,"and, course, there's a lot of different types of day care available, too, you know, where they teach them academic things.",,,
B,Yes.,,,
A,"Or they just watch them and let them play and things like that,",,,
A,"but,",,,
A,take a long time to find the right place,,,
B,"Yeah,",,,
B,"and you, and you don't always even know if it's, it's going to be the right place or not.",,,
A,Uh-huh.,,,
B,"Anything, I guess, could happen.",,,
A,Uh-huh.,,,
B,"Because after, I guess after he, you know, gets to a certain age she's going to have to take him to a day care.",,,
A,"Uh-huh,",,,
A,when he starts toddling around and stuff.,,,
B,Yeah.,,,
A,Yeah.,,,
B,"When, when he's not, when she can't keep control of him",,,
B,and he starts crawling,,,
B,"that's,",,,
A,Uh-huh.,,,
A,"It would be hard,",,,
A,I think it would be kind of stressful.,,,
A,It would be nice to have him around,,,
B,Uh-huh.,,,
A,"but, uh, seems like, you know,",,,
A,what if he cried at the wrong time,,,
A,"or the phone rang or, you know, at the wrong time",,,
B,Yeah.,,,
A,"But,",,,
B,"I think she has problems with that, too.",,,
A,Uh-huh.,,,
A,"Well, when you have kids, will you work?",,,
A,Do you work now?,,,
B,I don't know,,,
B,"that's something I've considered. Uh,",,,
A,Uh-huh.,,,
B,I always kind of think it would be neat to be able to watch them and be there for them all the time.,,,
A,Uh-huh.,,,
B,Is that what you do?,,,
A,"Uh, yeah.",,,
A,"Actually, I teach my kids at home,",,,
A,so I'm here all the time.,,,
B,"Oh, so they don't go to school.",,,
B,"Is it like, uh,",,,
B,"oh, what's that called,",,,
B,"it's, uh, correspondence school,",,,
B,they do it at home.,,,
A,Uh-huh.,,,
A,"Yeah,",,,
A,yeah.,,,
B,That's interesting.,,,
A,"So,",,,
B,Do you have to have any special training?,,,
A,"Not,",,,
A,it depends on the state you live actually.,,,
A,Some laws absolutely prohibit it.,,,
A,"Some states, uh, say that you have to be a certified teacher in order to do that.",,,
A,"Our state doesn't yet, say that",,,
A,and I'm not a certified teacher.,,,
A,"I went to college,",,,
A,"but I, you know, but my kids are only elementary grades, levels right now",,,
A,"and so,",,,
B,So they haven't been to public schools at all.,,,
A,One of them was for a couple of years,,,
A,"and so, you know, my oldest, he was,",,,
A,and then my youngest two have never been.,,,
B,Um.,,,
A,"So anyway,",,,
A,"but we don't,",,,
B,"So, you've never had,",,,
