Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,Do are you on a regular exercise program right now?,,,
B,"Yes,",,,
B,and I hate it,,,
B,How about you?,,,
A,"Oh, well, I'm kind of off and on.",,,
B,Off and on,,,
B,"well, I guess I've been kind of off and on",,,
B,"I've, uh, Had some health problems that have led me to, uh,",,,
A,Right now I'm kind of off.,,,
B,I'd say more on than off,,,
A,"Okay,",,,
A,what type of exercise do you do?,,,
B,"Uh, I do walking on the treadmill,",,,
B,and then I do low impact aerobics.,,,
A,Okay.,,,
A,I guess you don't enjoy that very much.,,,
B,"Not, not really.",,,
A,"Do you find that, uh, to be boring?",,,
B,"Yeah,",,,
B,"and time consuming,",,,
B,"I mean it's not just the exercise that's boring and time consuming,",,,
B,"it's, uh, you know, afterwards, you know,",,,
B,"then you have to take a shower and get cleaned up, you know.",,,
A,Yeah.,,,
A,"Well, I'm trying to get back in shape for softball this spring.",,,
B,"Oh, yeah.",,,
A,"But I,",,,
B,"Do you go through this, is this something that you go through every year",,,
A,"Yeah,",,,
A,"I haven't decided whether, whether I want to play yet or not",,,
A,"I just bought myself a solo flex machine,",,,
A,I don't know if you've seen those advertised on T V.,,,
B,Uh-huh.,,,
A,"It's one of those, uh, universal type machines, exercise machines.",,,
A,"But I haven't really sat down and used it match yet,",,,
A,so it's collecting dust right now.,,,
B,"Yeah,",,,
B,a lot of things do that.,,,
B,"I had an, I had an exercise bike",,,
A,I used to jog somewhat.,,,
B,"I use to have one,",,,
B,"and I finally got rid of sit cause I never used it,",,,
B,but I do use my treadmill,,,
A,"Uh-huh,",,,
A,"well, that's good.",,,
A,"Yeah,",,,
A,my parents have a treadmill,,,
A,"it's,",,,
A,"when I go visit them, uh, I get on that thing every now and then.",,,
B,"Yeah,",,,
B,"it's nice because when the weather's bad you can't, you don't have any excuse.",,,
A,"Uh-huh,",,,
A,"I just got the bicycle out today,",,,
A,"and it was real nice outside,",,,
A,had to get out to do something.,,,
B,"Yeah,",,,
B,I can't ride a bike,,,
B,so.,,,
A,I've been sitting in here in the house all weekend with a cold,,,
A,"so thought I, better, better get outside and do something and not waist the day.",,,
B,Oh.,,,
B,"Yeah,",,,
B,"it's too nice,",,,
B,it's been too nice all weekend.,,,
A,"But, uh, yeah,",,,
A,I need to start jog something again.,,,
A,"I've always of that to be, uh, really one of the best forms of exercise,",,,
A,"but it's terribly boring,",,,
A,and so I really don't ever keep a program up consistently.,,,
B,Have you ever had any injuries from jogging?,,,
A,"No,",,,
A,I never have.,,,
A,"Well, I don't job enough I think to develop any injuries",,,
A,I usually only go about a mile or two.,,,
B,"I guess it worries me about jogging it's that I hear that it's very hard on your body and, and that, you know, you can end up getting hurt, worse.",,,
A,"Yeah,",,,
A,"it's, it's tough on the joints if you jog on concrete, or on asphalt.",,,
B,Uh-huh.,,,
A,"Suppose to be much better if you find grass, uh, or, or dirt to jog on.",,,
B,"Yeah,",,,
B,that's not quite so so easy.,,,
A,"You have to have the right, type of shoes too,",,,
A,"that's, very important.",,,
B,Yeah.,,,
B,Yeah.,,,
B,"I found that, true especially from walking on toe and fronts .",,,
A,"But,",,,
A,"Yeah,",,,
A,I don't have to buy jogging shoes all to often,,,
A,my don't get very much use,,,
B,"Well, I guess my breakdown about, they say about every six months.",,,
A,Uh-huh.,,,
A,I usually enjoy the exercise I do,,,
A,"but, uh, like I said I'm just not very consistent about maintaining a, a program.",,,
A,"So I'll, I'll bicycle",,,
A,"I get into that for, for a little while and maybe go out, uh, on a consistent basis every couple of days and ride a bike for awhile,",,,
A,"but then I'll get tired of doing that, and maybe start jogging again and go out about three or four nights a week.",,,
A,"But, uh, that gets old too in a very short order,",,,
B,Yeah.,,,
A,"I'm, I'm hoping that this, uh, solo flex will, uh, uh, change things a little bit,",,,
A,I really need to get on a regular type of program and use that thing on a consistent basis.,,,
B,"Yeah,",,,
B,"well, don't let it collect dust.",,,
B,At least exercise while dusting it off,,,
A,Yeah.,,,
B,well.,,,
