Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,"Uh, tell you what. Um, I'll let you start",,,
A,Okay.,,,
A,"My major source of information, I guess, is T V news",,,
A,"Excuse me. I, uh, wake up to it in the morning.",,,
A,"This is my, I guess, my prime time for news, first thing in the morning while I'm getting ready to go to work.",,,
A,"Oh, I quite frequently glance through headlines or, in the newspaper.",,,
A,"But, uh, primarily mine is T V news.",,,
A,How about yourself?,,,
B,Yeah.,,,
B,"I have to, have to agree with you, um,",,,
B,"I normally don't have time in the morning to, to watch any type of T V.",,,
B,"Usually catch it going to work on the radio. Or when I drag the paper in from the front and it catch the head lines, which is normal what you see the night before on the evening news.",,,
A,"Huh-uh. * I think this, and successive ""Huh-uh"" answers, should be ""Uh-huh""",,,
A,True.,,,
B,"So I've, I've kind of,",,,
B,we have a one year old in the house,,,
B,"so it's kind of hard sometimes to watch T V during the night,",,,
B,"but I usually try to catch the ten o'clock or, um, those type of .",,,
A,Huh-uh.,,,
B,"I have to say, during the war we're, the American public was probably flooded with too much information",,,
B,"and as far as the sub question about the, was, am I satisfactorily covered , I have to say yes.",,,
B,"But when it came to the war issues, who's telling the truth.",,,
B,"Between the channels there was, uh, the casualties, the amount of missiles launched were different",,,
B,"and it was almost too much information, over communicated.",,,
A,"Well, that's true,",,,
A,"but I,",,,
A,my personal opinion is that the various network news medias were trying to interpret the news to the best of their abilities since they were not very well informed by the military.,,,
B,True.,,,
B,I agree with you.,,,
A,"Now, I can appreciate that, especially after what happened in Vietnam.",,,
B,"Yeah,",,,
B,which is a joke.,,,
A,"Uh, let's face it,",,,
A,"today's, uh, means of communication, we could, a newscaster could very well giveaway a piece of top secret information. And, uh, pat himself on the back for, for, uh, making a good scoop.",,,
B,Huh-uh.,,,
B,Yeah.,,,
B,That's a good point.,,,
B,"Um, but I would have to say across-the-board, I'm satisfied with the way, uh, the news is spread.",,,
B,"Um, of course here at Texas Instruments, uh, the rumor mill runs rampant.",,,
B,"The secretary's probably the best resource, of what the layoff status is.",,,
A,Very true.,,,
A,"I find T-News very enlightening, too.",,,
B,Yeah.,,,
A,And I check that everyday.,,,
A,"Of course, with that goes along with the stock price of T I.",,,
B,Yeah.,,,
B,I agree you.,,,
B,"I think, I'm glad you mentioned that, because I think I have to, since I don't have the opportunity in the morning I'll probably catch the head lines on T-News .",,,
B,That's a good point.,,,
A,"Of course, T-NEWS is more or less headlines,",,,
B,Huh-uh.,,,
A,"Uh, I don't think much of their sports coverage.",,,
B,Yeah,,,
B,True.,,,
B,"Kind of,",,,
A,Only give the scores.,,,
B,Yeah.,,,
A,"But, uh, that's all right.",,,
A,"I'm not, outside of pro football, I'm not too interested in other games, other sports, anyway.",,,
B,Huh-uh.,,,
A,"But, the, uh, T-NEWS is a good way to keep up-to-date.",,,
A,I think they do a pretty good job of selecting the most important items.,,,
B,Yeah.,,,
B,They do.,,,
B,Surely do.,,,
B,"Uh, anything else crossed your mind.",,,
B,"I guess most of us go by the audio, which is the television or the radio.",,,
A,Huh-uh.,,,
B,"Um, but you need to continue to read, so you people learn to read, you know",,,
A,"Well, I spent twenty years in profession, commercial broadcasting radio and T V,",,,
A,"and I know what it takes to get some of those little bits and pieces of news on the air,",,,
B,Huh-uh.,,,
A,"I mean, there, there are times where, uh, the reporter actually will risk is life, life and limb.",,,
A,I've seen it happen time and time again.,,,
A,"And, uh, well, I remember one time up in Nashville, Tennessee.",,,
A,"One of the fellows got mixed up in a riot that was going on down there,",,,
B,Huh-uh.,,,
A,but he was lucky he got out of it for some reason.,,,
A,"Because he was carrying a camera,",,,
A,"uh, they left him alone.",,,
B,Ouch.,,,
B,Everybody got excited.,,,
A,Huh-uh.,,,
B,That's tough.,,,
B,That's tough.,,,
B,"Well, I've enjoyed speaking with you.",,,
A,"Nice to talk to you, too, Jim.",,,
B,"Did you get your catalog on your, your gifts?",,,
A,No.,,,
B,Really I just got mine in the mail,,,
B,"so, it kind of sparked me to keep calling",,,
A,Oh.,,,
A,Well I'll be looking for it then.,,,
B,"There not to shabby. *Correction ""They're not too shabby""",,,
B,They're pretty good.,,,
A,Is that right?,,,
B,Yeah.,,,
B,Have a great day.,,,
B,Bye-bye.,,,
