Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,Okay.,,,
B,Okay.,,,
B,"Well, uh, anyways, I'm not exactly sure",,,
B,"I, I wasn't really, uh, paying attention as to what particular, uh, parts of capital punishment we're supposed to talk about,",,,
B,"but it was, uh, basically what's your views on, whether you thought there was certain cases that should be used, that sort of thing?",,,
A,Yeah.,,,
B,Right.,,,
B,"And, uh, I don't know,",,,
B,"I've, I've always thought that any, uh, crime that, uh, that, uh, intentionally where someone goes out and premeditatively takes another life would be the ones where I think that capital punishment would be necessary to keep that person from perhaps, uh, doing it again, and even more so to get people on the outside who are professionals to realize that, you know, there's a, a very steep penalty to, uh, be paid when that's done,",,,
A,Uh-huh.,,,
B,"and, uh. Yeah,",,,
B,how do you feel about it?,,,
A,"Uh, I believe in it, too",,,
B,Uh-huh.,,,
A,I'm Catholic,,,
A,"and we're not supposed to,",,,
A,"but, uh, I feel that it,",,,
A,"like you,",,,
A,"you know, on the premeditated murders I feel if you're, you know, I mean, if it's beyond a doubt that you did it, you know I would say go ahead and execute that person as well.",,,
B,Uh-huh.,,,
B,Uh-huh.,,,
A,"But, it's the cases, you know, like sometimes you, you know, you hear of people that they say they went to jail falsely, you know,",,,
A,they really didn't do it.,,,
A,"Well, you know, you, you got, you got that point well, you know, what, what if a mistake is made and you put someone, you know, to death that really didn't do it.",,,
B,"Right,",,,
B,exactly.,,,
A,"There's always that chance,",,,
A,"I don't know,",,,
A,"but, I would say that, you know, for that many people to all of them agree that you did it and it was premeditated, it would be kind of hard for, you know,",,,
B,Uh-huh.,,,
A,You know what I'm saying?,,,
A,"Like,",,,
B,Right.,,,
B,"If, if the evidence wasn't overwhelming, right?",,,
A,Yeah.,,,
B,Uh-huh.,,,
A,"So, uh, I,",,,
B,"Well, I think that should be likewise decided by the jury, you know, because, I don't know, I think a jury would be less likely to just send a man to death just for, any reason,",,,
A,Uh-huh.,,,
B,I  don't know a judge might be a little more cold-blooded about it.,,,
A,Exactly.,,,
A,"Uh, I'm not sure about Pennsylvania, whether we have it or not.",,,
A,"For some reason I was thinking that we do,",,,
A,"but it's, you know, it's not very often.",,,
A,"I think maybe last year was the first time in like eighteen years or something like that, that anyone anyone from Pennsylvania had gotten it.",,,
B,"Yeah,",,,
B,"I don't think we,",,,
A,"I don't,",,,
A,do you know if Virginia has it?,,,
B,"No,",,,
B,huh-uh.,,,
B,No,,,
B,we don't.,,,
A,Uh-huh.,,,
B,Yeah.,,,
A,I know Florida has it.,,,
B,Uh-huh.,,,
B,"Oh, yeah",,,
B,they're always in Florida.,,,
B,"Florida and Louisiana, I think, and, uh, some of the,  other  southern states.",,,
A,Uh-huh.,,,
A,Yeah.,,,
