Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,"Well, um, I have a, a, a former exercise program.",,,
B,"I'm a graduate student,",,,
B,"and this semester, I'll tell you what, I, it's been almost impossible for me to get, you know, back to regular exercise.",,,
B,"Um, last summer I was a, a swim instructor all summer and, and life guard,",,,
B,so it was really easy for me to get quite a bit of exercise swimming,,,
B,"and, um, and since I worked at a recreation center I could, uh, you know, use those facilities quite often.",,,
B,"But, um.",,,
B,"Oh, yeah.",,,
B,"Oh, yeah.",,,
A,"and and it's least hard on your body,",,,
B,"Uh-huh,",,,
B,and there's and there's no jarring on the.,,,
A,"I,",,,
B,Pardon?,,,
A,"It's the least hard on your body as far as, uh, impact",,,
B,"Exactly, yeah,",,,
B,"um,",,,
A,and,,,
B,"yeah,",,,
B,fluid resistance.,,,
A,"Right,",,,
A,right.,,,
B,"Uh-huh,",,,
B,uh-huh.,,,
B,How about you?,,,
A,"Well, I do, uh, little aerobics, oh, three or four times a week,",,,
A,"but it's not enough to,",,,
A,"boy if I go, in the summer time I try to jog, jog a couple of miles",,,
B,"Oh, yeah.",,,
A,"and, uh, well, you know, even doing that three or four times a week, when summer hits, that's a hard thing to go out and and go jogging for, uh half hour or so,",,,
B,Yeah.,,,
B,Uh-huh.,,,
A,"but so, I'm not quite getting the level that I need to.",,,
B,Uh-huh.,,,
B,Yeah.,,,
B,"Do you, do you kind of think it's a chore,",,,
B,or do you enjoy it?,,,
A,I like it.,,,
B,Uh-huh.,,,
A,"I like it, uh,",,,
A,"part of my problem is I have small children,",,,
A,"so, uh, to do a whole lot just requires a lot of, oh, coordination as far as scheduling and that type of, uh, deal, you know, uh,",,,
B,Uh-huh.,,,
B,"Sure,",,,
B,yeah.,,,
A,"Of course, you got a little different direction going,",,,
A,"but, uh.",,,
B,"Uh-huh,",,,
B,yeah.,,,
B,"Uh, I, um, I used to, uh, I used to weigh, uh, two hundred fifteen pounds,",,,
B,"and now I weigh only about one, about one seventy-five. Um,",,,
B,"so I drastically had to change the way I ate when I, when I first moved to college,",,,
B,"and, uh, I had started weight lifting quite regularly,",,,
B,"and so I got my weight down,",,,
B,"and it's kind of easy for me to forget about it now, because, uh, you know, when I'm not fat like I used to be  I don't worry about it",,,
A,"Right,",,,
A,"you don't notice it  as much,",,,
B,", yeah.",,,
A,yeah.,,,
B,Uh-huh.,,,
B,"Although lately I have noticed, you know, even if I gain, like two pounds, I start, I start feeling it",,,
B,"and,",,,
A,"You feel it, don't you?",,,
B,Uh-huh.,,,
A,"It's amazing how, uh, how much, uh, it changes,",,,
A,"and I weigh probably about the same I weighed for, oh, I don't know how many years,",,,
A,"but, uh, it's changed places",,,
A,And things don't fit just quite exactly fit the same.,,,
B,Yeah.,,,
B,Uh-huh.,,,
A,"But, uh, so, do you do, uh,",,,
A,"in Texas, uh, does",,,
A,"there, probably quite a few facilities.",,,
B,"Yeah,",,,
B,there are.,,,
B,"Um, I'm living in a dorm right now,",,,
B,and so right downstairs there's a facility.,,,
B,"And I really feel kind of guilty for not working out more than I do because there's a facility right downstairs where all, you know, all we have to do is, is, uh, run down there",,,
A,"Do you enjoy it,",,,
A,"or is it, uh.",,,
A,"If you can have, find the time it's just the.",,,
B,Uh-huh,,,
B,"yeah,",,,
B,"I really do, because I like to get, you know, get off alone and just do that for a while,",,,
B,"but that's hard, you know.",,,
A,"Yeah,",,,
A,it is hard,,,
B,Uh-huh.,,,
A,it is hard.,,,
A,"It's, uh, like anything else whether or not you want to sacrifice another half hour.",,,
B,Uh-huh.,,,
A,My problem is I don't want to wake up another half hour earlier and do more,,,
B,Exactly.,,,
A,"Don't get enough sleep as it is,",,,
A,right,,,
B,"Uh-huh,",,,
B,"yeah,",,,
B,yeah.,,,
A,"and, uh, kind of have,",,,
A,"if you're having the pressures of school and, uh, everything else, it's kind of,",,,
A,"course it's really, you know,",,,
A,"as soon as you do it, it's really a release.",,,
B,"Oh, yeah.",,,
A,You feel invigorated,,,
A,"and you feel oh, you feel in a lot better shape just like eating right foods.",,,
B,Uh-huh.,,,
B,"Yeah,",,,
B,ready to go another twelve hours.,,,
B,"Yeah,",,,
B,yeah.,,,
A,"If I eat very much sugar, boy, just does something.",,,
B,Uh-huh.,,,
B,Do you have to watch what you eat pretty regularly?,,,
A,I do.,,,
A,I have to be real careful.,,,
B,Uh-huh.,,,
B,"I stopped eating meat about, oh, uh, must have been eight months ago.",,,
A,Did you?,,,
B,"Uh-huh,",,,
B,completely.,,,
B,"I mean, any kind of meat",,,
B,"or, and I, and I really feel a lot better now.",,,
A,Makes a lot of difference.,,,
B,"Yeah,",,,
B,it really does.,,,
A,"Well, there's a lot of fat in meat.",,,
B,"Uh-huh,",,,
B,"yeah,",,,
B,"that's it, I mean, that's about where almost all of the fat comes from",,,
A,Right.,,,
B,and so. I found that really helps.,,,
A,"And unless you really like, uh, fish.",,,
A,"Fish is pretty good for you,",,,
A,"but, uh.",,,
B,"Yeah,",,,
B,"I eat that,",,,
B,I think I've eaten fish like twice since.,,,
B,"I used to eat a lot of fish, too,",,,
B,but I just tried to cut it all out for a while and see what happens.,,,
A,Kind of see what happens.,,,
B,"Yeah,",,,
B,and I like it.,,,
A,I've tried to do that with sugar,,,
B,I don't know if I'm that brave yet  .,,,
A,everything has sugar in it  .,,,
A,"I mean, if you go,",,,
A,your ketchup has sugar in it.,,,
B,"Uh-huh,",,,
B,uh-huh.,,,
A,"Course,",,,
A,"and I like sugar, too,",,,
A,"that's that's a problem,",,,
B,Uh-huh.,,,
A,but.,,,
A,"Anyway, well, it's, uh, nice talking to you.",,,
A,"Think we've, uh, covered all the subject.",,,
B,"Okay,",,,
B,"yeah,",,,
B,it sounds good.,,,
A,Okay.,,,
B,"Well, good luck to you there in Idaho.",,,
A,"Well, you, too.",,,
A,"Good luck, uh,",,,
A,enjoy college while you can.,,,
A,"Let me tell you it's, uh.",,,
B,"Well, I'm in graduate school now.",,,
B,"I, I, I kind of feel like I wish I could have gone back to undergraduate now",,,
A,"It's a little different, uh challenge, isn't it?",,,
B,Yeah.,,,
B,"Yeah,",,,
B,it is.,,,
B,"Well, it's good talking,",,,
A,Where are you going studying?,,,
B,Pardon?,,,
