Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,That sounded like one.,,,
A,Uh-huh.,,,
A,"Um, I think that there is something definitely wrong with our school system just because of the results that you see coming out of the school system, as far as, uh, people dropping out of school, uh, grades on test scores being low, uh, more and more people taking G E D trying to get out of high school instead of just going through high school.",,,
B,Uh-huh.,,,
B,Yeah.,,,
A,"You know something must be wrong as far as, uh, not just the teaching techniques but just motivation, within, within the schools themselves.",,,
B,Yeah.,,,
B,"Yeah,",,,
B,"excuse me just a minute, uh,",,,
A,Uh-huh.,,,
B,I'm on the other line Karen.,,,
B,I'm sorry.,,,
A,"Oh, it's okay.",,,
B,Okay.,,,
B,"Uh, she, uh,",,,
B,"yeah,",,,
B,"well the, the results,",,,
B,"I, I hear what you're, you're saying about the results.",,,
A,Uh-huh.,,,
B,"And, uh, it's, what to do about it I guess is the, the big thing.",,,
A,Yeah.,,,
B,"I'm, I'm in a kind of an interesting situation in that my, my wife teaches school here in Plano.",,,
A,Uh-huh.,,,
B,"And, I know that, uh, the results that they get out of the system sometime is, is certainly not you know, up to what the effort they put into it, you know,",,,
B,"I've seen that for years,",,,
B,yeah.,,,
A,"Right,",,,
A,"and, I know, uh,",,,
A,"I work around, you know a lot of teachers",,,
A,"and I I understand how, uh, supportive they are of their students and how excited they are,",,,
B,Uh-huh.,,,
A,"but some how, I don't think the students are getting excited.",,,
B,"Yeah,",,,
B,"I've often wondered if it doesn't come back to the, the home environment.",,,
A,"Oh, yes",,,
A,"definitely,",,,
A,uh-huh,,,
B,"And, uh, it, if, uh, no matter what they do in the, the classroom, if they go home at night and, you know, it's all totally undone, uh.",,,
A,Uh-huh.,,,
B,"The, the thing that, uh, uh, that Karen, my wife, has, has run into so often is that you run into a group of kids that are going to succeed no matter what, no matter how bad their teachers are, no matter what a lousy system they're in, or anything else,",,,
A,"Right,",,,
A,right.,,,
A,Uh-huh.,,,
B,"these people somehow manage to, uh, you know, push on through and are successful.",,,
A,"Progress,",,,
A,uh-huh.,,,
B,"It's, uh, unfortunately probably what, maybe twenty-five or thirty percent of them do that.",,,
A,"Yeah,",,,
A,"not, not even that much probably.",,,
B,"Well, that would be, be at the absolute most.",,,
A,Yeah,,,
A,uh-huh.,,,
B,"And, uh, you know, those, those that, you know, come out, you know, fall out of the system, that are, are real trouble,",,,
A,Uh-huh.,,,
B,"I, I wonder whether that's just a, uh, uh, a part of the system, you know,",,,
A,Uh-huh.,,,
B,"if, you know, in a democracy where, you know, people have kind of, uh, a freedom to sort of do what they want, you know, there, there's an inefficiency there,",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
B,"and you've got to let those, you know, those,",,,
A,"And speaking, speaking of doing what you want, uh, just in society today being that it's nineteen ninety-one, um, a lot of teenagers and young people have a lot more freedom as far as what they do, as far as, you know, even, even something as simple as staying up late, um, watching television late, um, going out late, start dating,",,,
B,Uh-huh.,,,
B,"Oh, oh yeah.",,,
B,Uh-huh.,,,
A,"you start dating too early, you know,",,,
B,Uh-huh.,,,
A,"just little things like that, that do start in the home,",,,
B,Yeah.,,,
A,"that can, that plays a big part because you spend eight hours of your day, or more in school",,,
A,"and so any other part of your life, that's going to definitely affect your school life, because you spend so much time there.",,,
B,Yeah.,,,
B,"And sometimes in some systems they make everything so competitive, you know,",,,
A,Uh-huh.,,,
B,"you, from the minute that you walk in until, until you leave, your, your competing against somebody else",,,
B,"or your competing against, uh, a system or, or something, you know,",,,
A,Right.,,,
B,"and then, a lot of",,,
B,there is a personality type I believe that is really noncompetitive.,,,
B,"They're cooperative rather than competitive,",,,
A,Uh-huh.,,,
B,"and when they get into a real competitive system they just say, oh well, what the heck, and, uh, tend not to, you know, do too awful well .",,,
A,Uh-huh.,,,
A,"Right,",,,
A,"I talked to, a guy the other day",,,
A,"and he is now in, in a program that's trying to get him out of high school because he, he fell back several years ago",,,
A,"and he's going to, he, he will have gone to school five years.",,,
B,Yeah.,,,
A,"Um, and the reason that he was doing so badly a couple of years ago was because his mother died,",,,
B,Uh-huh.,,,
A,"and he was having to, uh, support his entire family, take care of his brothers and sisters, you know,",,,
B,Uh-huh.,,,
A,and all that had an adverse affect on his school life.,,,
B,"I would think so,",,,
B,yeah.,,,
A,"And, yeah,",,,
A,"and that, and that's a perfect example of how your home life, you know, plays a definite part.",,,
A,"And, you know, any other aspect of your life,",,,
B,"Yeah,",,,
B,yeah.,,,
A,"an, but now, now, that he's in this program and, you know, he's, I guess okay,",,,
A,"he's, he's making straight A",,,
A,"and, you know, it just, it, it was there, it was just, I guess school was not a number one priority for him at that time.",,,
B,"Yeah,",,,
B,"it, uh,",,,
B,"right,",,,
B,"survival becomes more of a priority than, than education,",,,
A,"Uh-huh,",,,
A,uh-huh.,,,
B,"and unfortunately, you know, there's, uh, there's and old joke about, uh, you know,",,,
B,education's wasted on the youth anyway.,,,
B,"You don't, you don't really appreciate it until you're much older anyway.",,,
A,"Right,",,,
A,exactly.,,,
B,"I know when I went to school, uh, my attitude was kind of one of, you know, these people are, you know, taking a tremendous amount of my time, you know,",,,
A,Uh-huh.,,,
B,and I've got better things to be doing than sitting here listening to this stuff over and over again.,,,
A,exactly.,,,
B,"I guess today that would be, uh, some how or other there would be a program of some sort that would take care of that sort of thing,",,,
B,but.,,,
A,Um.,,,
B,"The, uh, the cure, some of the cures that I've heard for this that, that sort of make sense,",,,
A,Uh-huh.,,,
B,"uh, most teachers after they have taught for a very long, especially at the, the lower grades can spot a problem almost immediately.",,,
A,Uh-huh.,,,
B,"And, uh, it's kind of these intervention programs.",,,
