Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,Okay.,,,
A,Do you work?,,,
B,"Yes,",,,
B,I do.,,,
A,I think that's the main change.,,,
A,What do you think?,,,
B,"Well, I think that's a big part of it",,,
B,"and I, I think it maybe started because women wanted outside of the home",,,
B,"and,  I  almost think with our society and, and inflation and the cost of things it's anymore it's almost couples have to work outside the home.",,,
A,Right.,,,
A,That's right.,,,
B,"But, but yeah, I think that's a big change",,,
B,I'd like to not work.,,,
B,What about you?,,,
A,"Well, I've worked all the time up until just about a year ago.",,,
B,Yeah.,,,
A,"And I just,",,,
A,physically I wasn't able to,,,
A,"and I mean, I love my job.",,,
B,Uh-huh.,,,
A,"But I have four children,",,,
A,and that's real hard.,,,
A,You have children?,,,
A,I assume so.,,,
B,Yes.,,,
B,I have two,,,
B,"and that's been a big deciding factor because I mean I never wanted to be a career woman,",,,
A,Right.,,,
B,"but as long  as I you know, was going to work I was going to do as, as much as I could,  as well as  I could et cetera.",,,
A,Right.,,,
A,Right.,,,
B,"And I, I wanted to stay home when I had kids.",,,
B,"Well, I have two.",,,
B,I have a four year old and a three year old.,,,
A,Oh.,,,
B,And we would like two more,,,
B,"but I,",,,
B,"it's like, we talked. Uh, I don't want two more unless I can quit and stay home and take care,  of them which is,   something right now  financially it takes both people to work.",,,
A,Right.,,,
A,Oh.,,,
A,It's real hard.,,,
B,Yeah.,,,
A,It's real hard.,,,
A,"I mean even I,",,,
B,It's full time work.,,,
A,Yeah.,,,
A,It was so hard for me to work full time.,,,
B,Uh-huh.,,,
A,"Of course, my kids are, are a little older",,,
A,"but then you, then you give up the money.",,,
B,Yeah.,,,
A,You know?,,,
B,You do there's,,,
B,"of course, you know, everything you give up something",,,
B,"but I just,",,,
B,"I,",,,
B,the kids are so wonderful,,,
A,Yeah.,,,
A,.,,,
B,"But I do  think that's one of the major changes. You know,",,,
B,"my mama I remember her being home uh,  you know,  she made breakfast in the morning for us.",,,
A,Yep.,,,
A,Fine .,,,
A,Yep.,,,
A,I know.,,,
B,And if  she worked it was part time,,,
B,"and it was work that was done while we were maybe at school,",,,
B,and she was there when we got home.,,,
A,Yeah.,,,
B,"You know, and,",,,
A,"Well,  I've decided now in fact, I'm just, I'm substitute teachers aid which is a, afar cry from my travel agent career,  which I loved.",,,
B,Uh-huh.,,,
A,"But I'm, I'm there in the same school as my children, my two littler ones.",,,
B,Uh-huh.,,,
A,And I'm home when they are home.,,,
A,"In fact, I've had an offer to just work the Christmas season at a local jewelry store,",,,
A,"and I'm just really hesitating,  because  I've, I enjoyed my, the first summer home ever,  so like  seventeen years with my kids.",,,
B,Yeah.,,,
B,Oh.,,,
B,Oh.,,,
A,"I mean, well, I didn't have babies or day care or working as a travel agent",,,
A,and it was wonderful.,,,
B,Yeah.,,,
A,"My kids  and I, we just had a ball.",,,
B,"See,",,,
B,"and I think,",,,
A,"Of course, their,  their ages, they are almost seventeen well, sixteen, fourteen, eleven, and nine",,,
B,Oh.,,,
B,Oh.,,,
A,and we are just running every direction,,,
A,"and,",,,
B,"But see,  it's such an important time to be home. You know.",,,
A,It is.,,,
B,"And that,  was important to me enough,",,,
A,It is.,,,
B,"you know, my husband was raised, uh,",,,
B,"his, his parents were divorced when he was young so his mom always worked,",,,
A,Always worked.,,,
B,"and he's like  well, you know, what's the big deal about being home,  for your kids.",,,
A,"What, yeah.",,,
B,"Well, as our kids are getting older, you know, he sees it more.",,,
B,"I said, Russ, you don't understand what it was like to have her home or to if you needed,  Mom  at school, you know, she was there to help",,,
A,Right.,,,
B,"or,  she was  there to take you,",,,
A,Right.,,,
B,"and, and I want to be able to do those things",,,
B,so.,,,
A,"I think that, you know, it's good.",,,
A,"You know, sometimes I'll have the cookies ready when they,  come home",,,
B,Yeah.,,,
A,"and, and a lot of my boys, uh, my older boys' junior high friends will come over.",,,
A,"In fact, everyday,  I've got boys  hanging around,",,,
A,and it's wonderful,,,
A,I'm real close to the schools,,,
A,"and, you know, we are just",,,
A,"I, I'm very happy to be staying home.",,,
B,I think that's wonderful.,,,
A,"But again I miss,  the .",,,
B,"So, where do you see,  us changing in the future?",,,
A,I don't.,,,
B,"Well, see that was one of the things the, the question I think is,  you know,  what changes do we see",,,
A,I keep on working .,,,
A,Right.,,,
B,"and I'm, I'm not sure I, I see it go anywhere.",,,
B,I think they are still going to have to work.,,,
A,That we are because it's so expensive.,,,
A,"If we want, uh, extra clothes, the extra car, the extra,",,,
B,Right.,,,
A,"The thing is, when a woman does work, then there is the clothes to buy,",,,
B,Uh-huh.,,,
A,"and then  there is the gas,",,,
B,Uh-huh.,,,
A,and then  there is the lunches and then the day care.,,,
B,"The day care eats,   me alive.",,,
A,"You must pay for ,",,,
A,day care.,,,
A,Yeah.,,,
B,"You know, I pay four hundred fifty to five hundred fifty,  a month  for two kids",,,
A,Oh  my gosh.,,,
A,"Yeah,",,,
A,for two.,,,
B,"They would eat you,  alive.",,,
A,"It's almost hardly worth it for you,  to work until they get in school.",,,
B,I know.,,,
A,Then you work summers unless you are a teacher.,,,
A,Are you a teacher?,,,
B,"No,",,,
B,"I'm not,",,,
B,"and I  would love,",,,
B,"you, you, you talked about having the summers off",,,
B,"and I thought, oh, that would be so wonderful.",,,
B,And I  love the little preschool they are in.,,,
B,It's wonderful.,,,
A,Uh-huh.,,,
B,"You know, so I feel good about them being there",,,
B,but it's still not the same.,,,
A,No.,,,
A,It's not the same.,,,
B,It's just not.,,,
A,"I, I don't see things changing really,",,,
A,"and, and it's terrible for divorced women you know, who are forced to work who maybe don't have a college education.",,,
B,Uh-huh.,,,
A,"Thank goodness I have mine,",,,
A,"and I could get a real good paying job,  if I wanted  to, you know, in fact, I still have offers, you know, please come back,",,,
B,Uh-huh.,,,
B,Please come back to work.,,,
A,and we'll pay you this .,,,
B,Sure.,,,
A,"Yeah,",,,
A,yeah.,,,
A,And it's been a real tough decision,,,
A,but I'm very happy to be here with my kids.,,,
A,"My kids, we've seen a remarkable difference in,  now that  I'm home.",,,
B,That's wonderful.,,,
B,That's wonderful.,,,
A,Yeah.,,,
A,"I'm real,",,,
A,"and I'm,",,,
A,but I've been doing a lot of volunteering at the schools and playing lots of tennis,,,
B,I like that.,,,
A,"Yeah,",,,
A,yeah.,,,
A,I know .,,,
B,"Well, we're working on it.",,,
B,I'm hoping in about three to five years I'll be able to stay home,,,
B,"and my kids, of course, will be in school then",,,
B,"but I'll,  be there  mornings, I'll be there noons,  I'll be  there afternoons and all.",,,
A,Right .,,,
A,Yeah.,,,
B,"I feel like,  that's good",,,
A,"Well,",,,
B,"and I can work part days in my husband's business, you know, so that,  he can afford for us to do that,  you know.",,,
A,"Oh, that would be great.",,,
A,Right.,,,
A,"I think the, the other thing that, that has changed for woman because we are working is we are having less children.",,,
