Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,Okay.,,,
A,"Um, what do you do this weekend?",,,
B,"Well, uh, pretty much spent most of my time either in the yard or at nurseries buying stuff for the yard.",,,
A,"Huh. Which is,",,,
A,"what do you plan, have planned for your yard?",,,
B,"Well, uh, we just bought our house, uh, last July,",,,
B,"and it's, it, it, the house is forty years old",,,
B,"so there's, there's an established lawn and whatnot, flower beds, things like that,",,,
B,"but they've, uh, they've gone a few years of neglect.",,,
A,Uh-huh.,,,
B,"So, we're in the process of, uh, revitalizing the whole situation.",,,
B,"We've got, um, different flower beds in front and, uh, a window box, a built in window box, um, trying to get some color back in those, get the trees trimmed up, uh, get rid of a few weed problems and things like that.",,,
A,Huh.,,,
B,"So,",,,
A,What part of the state do you live in?,,,
B,"Uh, I live in Dallas.",,,
A,"Oh, okay.",,,
A,Okay.,,,
A,"My wife and I, we live in Dallas too,",,,
A,so.,,,
B,Okay.,,,
A,"Yeah,",,,
A,"just what that area,",,,
A,"we're planning on moving to Flower Mound,",,,
A,and we're going to be getting some wheel,,,
A,we're going to have to do a lot of lawn and garden work there.,,,
B,Yeah.,,,
A,Seems like it.,,,
A,"Uh, the place we've been living at, it's, uh, we're, we're just leasing it.",,,
A,"The, in Plano, and the soil has so much, has such a high clay content, that, uh, uh, I went to use my dad-in-law's tiller and it about for my arms off, sockets",,,
B,Uh-huh.,,,
B,I'll bet.,,,
B,I'll bet.,,,
A,"I mean just, just scratching two or three inches was just a chore.",,,
A,"It was, it was",,,
A,"and then when it gets wet, you know, you don't even want to get out in the yard,",,,
B,Right.,,,
A,it's horrible.,,,
B,Right.,,,
A,It's a nightmare.,,,
A,"But, um, I don't know what, what",,,
A,"um, where you live is there a real high, uh, alkaline or ash content",,,
A,"or,",,,
B,"Yeah,",,,
B,it's pretty high,,,
B,"actually it's done, uh,",,,
B,"it's in the north end of Oak Cliff in, uh, Kessler Park area,",,,
A,"Yeah,",,,
A,yeah.,,,
B,"and, uh, we've got about,",,,
A,I know right where that's at.,,,
B,"yeah,",,,
B,"we've, we've got maybe eight to eight inches to a foot of soil,",,,
A,Uh-huh.,,,
B,"and then it's solid rock from then on down,",,,
B,so.,,,
A,Really.,,,
B,"Yeah,",,,
B,"it's, uh, a little aggravating,",,,
B,"we can't, we can't put in anything too big, um, as far as, uh, shrubs and things like that because they've got to get a chance to find the, find the cracks in the rock.",,,
A,Golly.,,,
B,"But, uh,",,,
A,"Is it, is it limestone under, underneath?",,,
B,"Yeah,",,,
B,it is.,,,
B,"It's, it's solid limestone.",,,
A,How do you put trees in there?,,,
B,"Uh, you just, we're just happy that there's trees already there so far,",,,
A,Huh.,,,
B,"um, anything like that is, is a, uh, major undertaking I guess, uh,",,,
B,"sprinkler systems or anything, uh, start to get real expensive because there's an awful lot of work that has to be done chopping through the rock.",,,
B,"But, uh,",,,
B,"and it, you know, not even, consider, considering a pool or anything like that, that's, that's, practically has to be blasted in I guess.",,,
A,Oh.,,,
B,"But, uh,",,,
B,"and it makes, it makes for a, a different challenge,",,,
B,"I've never,",,,
B,"well, I, I moved to Dallas about five years ago,",,,
A,Yeah.,,,
B,"and, uh, I never really, messed with anything, uh, gardening or anything like that until now,",,,
B,"but, uh, I, I keep hearing all the stories of, of different parts of town.",,,
B,"In fact, uh, we even, we were at the farmers market yesterday and bought a few tomato plants and things like that,",,,
A,Uh-huh.,,,
B,"and the first thing the, the old guy there at the stand asked is what part of town we lived in because he said, uh, I've got, I've got a dozen different varieties",,,
B,and each one works in one part of town,,,
B,"and that's it,",,,
