Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,I started when I was in college.,,,
B,"You know, they always offer credit cards for college students.",,,
A,Yes.,,,
B,"So I went ahead, and accepted every one that I was offered. Because I knew it would be easier to go ahead and get them and establish credit early.",,,
A,Uh-huh.,,,
A,Right.,,,
B,"So, I I pack around a lot of them,",,,
B,but I only use a few of them.,,,
A,You have a lot of discipline.,,,
A,"They make it really easy for people to, uh, to get credit cards, especially college students.",,,
B,Yeah.,,,
A,"I have, uh, two daughters who, who both are in college",,,
A,"or, in fact, one has finished now.",,,
A,But they both have a lot of credit cards.,,,
B,And they give you such high credit limits.,,,
A,Uh-huh.,,,
B,"It's, it's easy to get caught up in the minimum payment trap.",,,
A,"Uh, right.",,,
A,"And then they, they give you, uh, uh, the credit limit,",,,
A,and then you're always seemingly up to that limit.,,,
A,Now I have quite a few credit cards that I'm always almost up to the limit on most of them.,,,
A,"And that's, that's how a lot of people get into trouble.",,,
B,Yeah.,,,
B,"I've got, I've got two that I, you know, that usually I'll have a balance on.",,,
A,Uh-huh.,,,
B,"And then all of the others I just try to use kind of like you would an American Express card and, and pay it off every month.",,,
A,Right.,,,
B,"And that way I feel like I'm getting, you know, a thirty day loan.",,,
A,Yeah.,,,
B,"But I don't have to worry about, you know, running them up too high, except at Christmas.",,,
B,"Then they usually go, then they usually get run up pretty good.",,,
A,Yeah.,,,
A,"Well, you have a lot of discipline.",,,
A,"I, uh, I'm trying my best right now to pay off some of mine.",,,
A,"I, I've, I've paid off about four credit cards this year.",,,
B,Uh-huh.,,,
A,"And, uh, but still I have some that are, are up to the limit.",,,
A,And especially the Visa Card that you can go and get cash on,,,
B,Yeah.,,,
A,"And it seems like every time I'm short of cash, I just go get, get it from Visa.",,,
B,"Now that's one, that's",,,
B,I've never used my Visa for cash before.,,,
A,Uh-huh.,,,
B,Can you use it like at a bank machine,,,
A,"Uh,",,,
B,"or,",,,
A,"Well, uh, you can go in a bank and just hand them the Visa Card and say, ""I want a cash advance.""",,,
A,"Or if they've sent you a, uh, a number that you can use. You know, a, a personal identification number that you can use in the, uh, impact machines or whatever, you,  you can do  that.",,,
B,Yeah.,,,
B,"Oh, okay.",,,
A,Because I have one that I don't have a pin number for.,,,
A,"You know, sometimes you have to ask them for that.",,,
B,Yeah.,,,
A,"And then I have one that, uh, just gave me the pin number automatically.",,,
B,"Now we got,",,,
B,"that's, that's funny you said that. Because we got a credit card, uh, my husband and I got credit cards in the mail one day that we hadn't even applied for.",,,
A,Uh-huh.,,,
B,"Now a couple of weeks later we got, we got pin numbers,",,,
B,"and then we got, uh, a bill saying, you know, uh, the yearly fee, it was like forty dollars.",,,
A,Right.,,,
B,"And we, we cut them up and sent them back because we, we hadn't even applied for them,",,,
B,and we didn't want them.,,,
B,"But they, they had just automatically approved us and sent them without even contacting us.",,,
A,"Oh, wow!",,,
B,"So I thought, man, I don't know if I trust this or not",,,
A,"Well, they, they do that a lot if you have good credit and you have been paying your bills on time.",,,
A,"everybody in the world will offer you a, a credit card.",,,
B,"It's like, let's see if we can get her to run up her bills",,,
B,"But it's hard,",,,
B,"I mean, it's, it's tempting when you see something to say, ""Well, I'll just charge it.""",,,
B,"And sometimes I'll do that,",,,
B,"but usually I, I will try to pay everything off the next month",,,
B,"or the ones that usually have an outstanding balance all the time, I'll, I'll pay more than the minimum payment.",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
B,Just I I feel like even that little bit helps.,,,
A,Right.,,,
A,"Well, you know, the way the economy's going and inflation and the recession and all that, I think we, we really need to try to stay out of debt as much as possible.",,,
A,"That's, that's why I've, I've really started to try to, to pay off mine and get out of debt. Because we never know when we might, you know, get laid off or something.",,,
B,I know it.,,,
A,Especially me.,,,
A,"I work for Texas Instruments,",,,
A,"and they've had, had a lot of, of, uh, you know, layoffs lately.",,,
B,"Well, I work for T I too.",,,
A,You do?,,,
B,"And I think they're getting ready to, to probably sell us out, our division.",,,
A,Where are you?,,,
B,"In Johnson City, Tennessee.",,,
A,"Johnson City,",,,
A,uh-huh.,,,
A,I know they're selling out somebody in Colorado Springs.,,,
B,Yeah.,,,
B,Yeah.,,,
B,"They just, they just announced that, didn't they?",,,
A,Yeah.,,,
B,"So, I mean, it's, it's kind of a bad time to be a slave to your credit cards.",,,
A,"It, it certainly is.",,,
A,"I've, uh, I have worked on a part, part time job, uh, where I was a collector. For, uh, uh, a jewelry company",,,
B,Uh-huh.,,,
A,"People, uh, that",,,
A,they just had this jewelry account.,,,
A,"It was Zales jewelry, in fact.",,,
A,"And, uh, a whole bunch of",,,
A,"I mean they have about a thousand collectors, I guess.",,,
B,Man!,,,
A,"And, uh, there's just so many people that have bought jewelry, which is really a luxury item",,,
B,Yeah.,,,
A,"and then they, they just can't pay for it.",,,
A,"Something, something happens,",,,
A,"you know, and you hear so many stories listening to them. Like, uh, you know, they lost their job",,,
A,"or, uh, they, they've signed for a friend.",,,
A,"You know, they got it in their name",,,
A,but they got it for a friend,,,
B,Oh.,,,
A,and then the friend wouldn't pay them.,,,
B,Didn't pay them.,,,
A,"and now they're stuck with the bill,",,,
A,and it's ruining their credit,,,
A,"and you really have to watch it, this you know.",,,
B,Man.,,,
A,"Because,",,,
B,That's scary.,,,
A,Yeah.,,,
A,"Because every, every month all of these credit cards report to the credit bureau, you know. Automatically, most of them do.",,,
B,I didn't realize that.,,,
A,Yeah.,,,
