Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Well my exercise program consists of, uh, you know,",,,
A,"it's, it's a opportunity to stay alive really. Instead of, you know, wasting my, my, the, you know, the, trying to exist on the latency of my youth, the good health of my youth.",,,
B,Huh.,,,
A,"I'm,",,,
A,and what I like to do is I like to stretch out,,,
A,"and I like to run, uh,",,,
A,"I'm, I like to run, get my heartbeat up.",,,
A,"I like to run about, oh, about two, two and a half miles.",,,
A,"And then I like to work out on, uh, on the, uh, the Bailey Life Cycle machines up here at the, at the Holiday Spa.",,,
A,"And, and I, I think that, you know,",,,
A,"I've had a regiment now for about, you know, ten, fifteen years of, of doing that",,,
A,"and, uh, and I, I kind of think it's, uh, it's a lot of work",,,
A,"but I think it's, uh, it's a lot of work",,,
A,"but I think it's, uh, it's the, uh, the amount of effort that's required to, uh, to stay healthy, you know.",,,
A,I have a sedentary job,,,
A,"and, uh, unless you do something like that, you're going to get sick.",,,
B,Right.,,,
B,"Yeah,",,,
B,"I'm, I need to get,",,,
B,"I'm, I'm pretty bad about that.",,,
B,I'm lazy.,,,
B,"I should, I know",,,
B,"I want, I always say that I need to get start running",,,
B,and I'm going to try and do that this summer.,,,
B,Because I never have time.,,,
B,"I, I always put it off.",,,
B,By the time I get back from classes it's late at night,,,
B,and I don't feel like going back over to the gym and running on the track or whatever.,,,
B,"Because I'm, I'm getting a gut here.",,,
B,I got to get back into shape.,,,
A,"Well, I, uh, two years ago I started having trouble with my knee.",,,
A,"And, uh, you know, I've got, you know,",,,
A,"I figured well, it'll go away.",,,
A,"Well I you know, I'm, I've had to reduce my program, reduce my program",,,
A,and I've gained fifteen pounds.,,,
B,Huh.,,,
A,"And so, uh, you know, it's, you know,",,,
A,"I need to get back into swimming, you know, instead of running.",,,
A,"If I can't swim or I can't run, I should be able to swim.",,,
A,Well I'm such a terrible swimmer,,,
A,"and I, I, I really feel I can, I can dedicate about an hour, an hour and fifteen minutes to this effort.",,,
A,"But if it gets longer than that I, I, it, I start not doing anything.",,,
B,Yeah.,,,
A,"And so, so I got a real problem in that regard.",,,
A,"Uh, it,",,,
A,"do,",,,
A,"you obviously are, are not an exercise buff or else you'd be out there doing it.",,,
B,Yeah.,,,
B,"I mean, I do it, I guess,",,,
B,"I'm going to do it, uh, because I want to get in shape.",,,
B,"I'm not, it's not something I really enjoy all that much that, I'll, I'll probably,",,,
B,"I mean once I get into it and I, if I, if I get into better shape then it'll be, it won't be as much of a, a chore to me.",,,
A,"Well, it's, it's always a chore.",,,
A,I mean  I started doing this when I was about thirty-five,,,
B,Yeah.,,,
B,Huh.,,,
A,and now I'm fifty-five.,,,
B,Yeah.,,,
A,"And, uh, you know, I, I know that in, I just know that I'm going to get blown away with some, some piece of nonsense.",,,
A,"you know, some health related thing is going to blow me away.",,,
A,"That's the same way,",,,
A,I got too much weight on right now.,,,
A,"I  need to lose fifty pounds, you know.",,,
B,Right.,,,
A,"I need to lose at least twenty, you know.",,,
A,"But, uh, you know, it's, it's just, uh, I'm busy.",,,
A,I'm doing a lot of traveling,,,
A,"and, uh, it, it creates a problem, uh, you know, when you're on the road.",,,
A,"What sort of, uh, uh, what other programs other than say running?",,,
A,"Have you, have you ever done anything at all?",,,
B,"Yeah,",,,
B,I have.,,,
B,"Uh, sit-ups",,,
B,"or, also last summer I was doing Nautilus",,,
B,"or last year I'm, uh, belong to a club right here.",,,
A,Uh-huh.,,,
B,That was a little bit too much money.,,,
B,"But, uh, doing a mix of Nautilus and free weights.  I like that.",,,
A,"club,  what club are you with?",,,
B,I'm sorry?,,,
A,What club were you with?,,,
B,"It's called, oh, what was it called City Sports, downtown Washington.",,,
A,Oh. Okay.,,,
A,"So you're, you're down, you're downtown.",,,
B,Yeah.,,,
B,"I'm at, I'm at, I go to George Washington University.",,,
A,Okay.,,,
A,Yeah.,,,
A,"You're down there on, you know, twentieth and eighteenth and  F G.",,,
B,Yeah.,,,
B,"It's ,  uh, Plaza.",,,
A,Oh.,,,
A,"Well, I'd, uh,",,,
A,"well there's a, there's a Holiday Spa down there on, on K street, I think. Something like that.",,,
A,"But, uh, I, I go to the Holiday Spa here in Alexandria",,,
A,and that's pretty good.,,,
A,"But, you know, evening time it gets pretty busy.",,,
A,"But generally, you know, I can, I can get in and get a program, you know.",,,
B,Right.,,,
A,"But, uh, you know, I, I need to, I need to rededicate myself to, uh, to doing this",,,
A,"and, uh, I got a problem, uh, you know, ever since my knee went bad, of getting back solidly into it.",,,
A,"I mean, I've been doing this for fifteen, twenty years.",,,
B,Yeah.,,,
A,"And, you know, and I'm, I know I'm going to get, I know it's going to bite me in the ass",,,
A,"and so I, I really don't want to, want to, uh, you know, back off on it.",,,
B,Yeah.,,,
B,"It's something,",,,
B,"I think, uh, I'm young,",,,
B,I should get started getting into shape.,,,
B,"I don't want to,",,,
B,"I want,",,,
B,I mean at one point it's going to be too late to do it.  .,,,
A,"Well,  no.",,,
A,"When you're young, you, you can abuse your, your, all your systems",,,
A,and you can recover.,,,
B,Yeah.,,,
A,"Uh, when you get to be my age and you start abusing your systems, you get blown away. And just wind up having to kiss your ass good-bye, you know.",,,
B,Huh,,,
A,"And, uh, and so the object,",,,
