Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Uh, I get most of my news uh, from newspapers really.",,,
A,"I read the daily newspaper, uh, the HOUSTON CHRONICLE",,,
A,"and sometimes I'll read like the, uh, WALL STREET or the NEW YORK TIMES.",,,
A,"I don't subscribe to either,",,,
A,but sometimes I get a hold of copies of it.,,,
A,"Uh, how about you?",,,
A,"Do you, uh, mostly get things from T V or",,,
B,Yes.,,,
B,"I actually get most of my news coverage off uh, computer networks.",,,
B,"However, I do also watch television news, uh, usually in the morning once a day",,,
B,and I read the front page of the WALL STREET JOURNAL most every day.,,,
A,Oh.,,,
A,Oh that's interesting.,,,
A,You said computer networks.,,,
A,"Uh, what, uh, what sort.",,,
A,I am fairly knowledgeable of,,,
B,"Uh well, well DOW JONES for example have the, cause the  uh, news wire",,,
A,"Uh, okay.",,,
A,That's interesting.,,,
B,"and it's picked up and actually available, uh, at my office,",,,
B,"so, it's, no fee, or subscription either to read at my leisure",,,
B,and it's sort of by category.,,,
B,For example so I can read a certain business or topics.,,,
A,Oh.,,,
A,"is it, is it the A P news wire",,,
A,"or is it something that is, uh, a little bit different from that?",,,
B,"Well, uh, it's similar to that,",,,
B,"but it's DOW JONES, which is, uh, the WALL STREET JOURNALS news wire.",,,
A,"Uh, okay.",,,
A,"So, that's that's interesting.",,,
A,Okay.,,,
A,"Yeah,",,,
A,"I've had, I had access in the past to, uh, uh, the A P news wire",,,
A,and I thought that was that was pretty a pretty good way to get news.,,,
A,"Uh, I've never used the DOW JONES news wire",,,
A,"but, uh,",,,
A,yeah,,,
A,"it, uh,",,,
A,"do you get any, uh, do you read any news magazines or anything like that for sort of like a broader, like more long term analytical sort of approach?",,,
B,"Uh, well actually not.",,,
B,"Uh, I do, uh, follow, uh, uh, uh,",,,
B,I don't know how to how to describe it,,,
B,"so I'll say a religious newspaper which, which talks about issues that are relevant to me in a more broad sense.",,,
B,"It's a weekly but, uh, but not, uh, not like BUSINESS WEEK or NEWS WEEK or one of those kinds of things.",,,
A,Yeah,,,
B,"I'd like to say that however, uh, that I'm overwhelmingly disappointed with the media in general except for the raw news wires",,,
A,In what way?,,,
A,"In like, in sort of like, uh, uh, quality or sort of an orientation in terms of like, view point or the way the news is presented or whatever?",,,
B,"Uh, I think that it, I think that it has to do with, uh,",,,
B,"I personally think, uh,",,,
B,"I, I have a problem with their viewpoint",,,
B,"and I personally think that, uh,  that there's a strong there's a strong bias  in the media.",,,
A,Yeah.,,,
A,Well you won't offend me.,,,
A,So go ahead and say,,,
A,Yeah.,,,
A,Like a liberal type of bias.,,,
B,Yeah.,,,
B,Absolutely.,,,
B,"Uh, after all, who, who writes.",,,
B,People who are journalist who are trained to write,,,
B,"and they're, that's a liberal, uh, a liberal field at least from academia",,,
A,Yeah.,,,
B,"and, uh, the other thing that I always notice is that whenever they write about something that I'm an expert in, I find their descriptions to be wrong",,,
A,Yeah.,,,
A,Yeah.,,,
B,"and it,",,,
A,"They, they generally make mistake on anything technical at least",,,
B,That's right.,,,
B,"Well, even if it's not technical. If it's, uh, some social thing or whatever. It doesn't matter.",,,
B,"If I am an expert in it, they usually make mistakes which makes me believe think I'm not expert in it.",,,
B,They're telling me lies.,,,
A,Yeah.,,,
A,Yeah.,,,
A,"Do you, by mistakes, do you mean just like honest mistakes",,,
A,or do you think they are deliberate sorts of things?,,,
B,"Uh, I think both.",,,
B,"Uh, by deliberate I, uh, I mean mistake, mistakes of omission or, uh, or, uh, biased toward a particular view point a particular liberal view point that they have.",,,
A,Yeah.,,,
A,Yeah.,,,
A,Yeah.,,,
A,Yeah.,,,
B,"So, uh, uh, to give you an example, uh, we will go out of the printing media.",,,
B,"I know of cases where, uh, we have one television media where they will show clippings from one event and describe another event but, with the the attempt to give you the impression that what they're talking about is the same thing they are showing you. Which is sort of like a deliberate bias. Which is which is rather disturbing.",,,
A,Huh.,,,
A,Huh. That's disturbing.,,,
B,I mean he does that.,,,
A,"I haven't  really noticed them doing that,",,,
A,"but whatever,",,,
A,again I don't watch T V news that much now.,,,
A,"If I had access to C N N, I would watch T V news more.",,,
A,"Uh, I don't you know, but I don't usually.",,,
B,"Yeah,",,,
B,"I don't have access either. Although, I did at one time",,,
B,"and it was,",,,
B,I did during the Gulf War,,,
B,and it was addictive.,,,
A,Yeah.,,,
A,"Did you, did you think that C N N, well, the Gulf War coverage would be kind of, uh, an abnormality?",,,
A,I just I guess.,,,
A,I would be curious to know what you thought as to how like say C N N T V news compared to the three networks.,,,
A,"Uh, you know whether you thought it was more of a biased or whatever",,,
A,"but I, I guess you wouldn't.",,,
A,"You probably,",,,
A,"if you just watched it during the Gulf War, that probably wouldn't wouldn't tell you much.",,,
B,"Yeah,",,,
B,"well during that small sample, I would think that everyone was just about, just about the same, except the three networks, radio television programming.",,,
A,Yeah.,,,
B,"So, if at a particular time, you wanted to get the latest and greatest news you could do that by, uh, turning on C N N",,,
A,Yeah.,,,
B,"and you,",,,
