Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,Go ahead.,,,
B,"Oh, um, uh, I usually don't get to hear any of the current events probably until about the ten o'clock news.",,,
A,Uh-huh.,,,
B,"Uh, you know, being, uh,",,,
B,"I mean, by the time you get off work, go by and pick up the, uh, baby from the baby sitter, it's, you know, after six",,,
B,"and by the time everything is settled in,",,,
B,it's ten o'clock before I can catch up on anything.,,,
A,"Yeah,",,,
A,I guess that's the way I am too.,,,
A,"I, sometimes I hear some things on, on the radio.",,,
B,"Uh-huh,",,,
B,oh yeah.,,,
A,I only get the newspaper on the weekends,,,
A,so,,,
B,"Oh, uh-huh.",,,
B,"Oh, I don't even have, time to read the newspaper except in passing,",,,
A,Uh-huh.,,,
B,"you  know, I'll look over my husband's shoulder and see what's going on.",,,
A,"I,  I guess  occasionally I'll hear someone at work say something though.",,,
B,"But, uh,",,,
B,Yeah.,,,
B,"We have, uh, a news thing on the computer that, uh, that I'll, I'll try to look at every day.",,,
A,Uh-huh.,,,
B,"And, uh, it, it's pretty much headline news.",,,
A,Yeah.,,,
B,"Which isn't, you know, pretty much what we look for anyway.",,,
A,Uh-huh.,,,
B,"But, uh. I, do you think that the quality of the, uh, the, you know, the news events that you get are,",,,
B,what do you think about it?,,,
A,"Well I, I guess it's pretty good.",,,
A,"And, and like the Dallas area,",,,
B,Uh-huh.,,,
A,"and  I, I guess when you're in a big metropolitan area like this,",,,
A,"there's, I guess, a lot of pressure in that business to,  borderline  at that.",,,
B,Yeah.,,,
B,"Well, you know, there's a lot of competition in the media.",,,
A,Uh-huh.,,,
B,And sometimes I think it too much trying to figure out who's going to get the best headlines. And that they'll run a topic into the ground.,,,
A,Yeah.,,,
B,"And, uh. You know, they try to play public's opinion. Which I think is awful, because it usually works.",,,
A,"Uh-huh,",,,
A,true.,,,
A,"I'll bet that was the case of the, the war in the Middle East.",,,
B,"Yes,",,,
B,uh-huh.,,,
B,"That,",,,
B,"uh, lots of new, uh, newsmen were created during that",,,
B,"so, it will be interesting to see what happens.",,,
A,"Uh-huh,",,,
A,true.,,,
A,"Trying to think what else is,  is  current.",,,
B,Right.,,,
B,"Uh, uh,",,,
A,"Well, um, I don't know what to say",,,
A,"Uh, that's a bad one,",,,
A,"they, uh,",,,
A,"looks like we're going to have an income tax in Texas,",,,
B,"Yeah,",,,
B,"I hate to see that,",,,
B,"but it's, uh, that, you know, if what it's going to take,",,,
B,"well, you know, we can deduct that from our income tax, our federal income tax.",,,
A,Uh-huh.,,,
B,"But, uh, you know, but we need good schools.",,,
B,"Uh, we're more involved in that now.",,,
B,"And, I, I, I, I think it's better for everybody if we had better schools.",,,
A,"Yeah,",,,
A,that's true.,,,
B,"So,",,,
A,"I would think they could find a better way to fund it though,",,,
A,"but they haven't for,",,,
B,No.,,,
B,"You know, I wish they could have gotten a lottery.",,,
A,"Well, they're struggling with it.",,,
B,Yeah.,,,
B,"I think, you know, the lottery could have helped, with that.",,,
B,"I mean, it wouldn't have been as painful as what we would've paid in state income tax.",,,
B,"I mean, probably would have paid the same amount",,,
B,"but, you know, it's not the idea of your paying, uh, income tax.",,,
A,Uh-huh.,,,
A,True.,,,
B,"So,",,,
A,"I, I'm not sure there's a positive solution for that.",,,
B,No.,,,
B,It'll be interesting to see what happens.,,,
A,Trying to think what else is current.,,,
B,"I, you know, I haven't seen the news in a couple of days.",,,
B,"So it, uh,",,,
B,I'm a little behind on things.,,,
A,"Well, the other thing I can think of is, uh, what is still going on in Iraq and the Kurd refugees.",,,
B,"Yes,",,,
B,"that's, that's sad.",,,
B,Yeah.,,,
B,"They, uh, yeah, they had to choose between the better of the two, two bad situations,",,,
B,"and,  uh,  I don't know what I've would have done in the situation.",,,
A,Uh-huh.,,,
A,"Yeah,",,,
A,"it begins to make you wonder why we didn't go ahead and go on in and,  finish  the job while we were in there.",,,
B,Yeah.,,,
B,Right.,,,
B,"But I understand why Bush, you know, doesn't want to go in and, and uh, take sides.",,,
B,"I mean, because that would definitely look like another Korea,",,,
A,Uh-huh.,,,
B,"and  he'd have all these people jumping down his back, even though I'd agree with it.",,,
B,"I think he ought to, should've gone in there and blew them away.",,,
A,"Seems to have helped him though,  popularity wise.",,,
B,"Yeah, it, it,  it did a lot.",,,
B,He did a real good job I believe.,,,
B,"I have, uh, in-laws that live in Saudi Arabia that stayed there during all of it too.",,,
A,Hm.,,,
B,"It, uh, it, uh, you know,",,,
B,"we, so we kept very much abreast of what was going on.",,,
A,Yeah.,,,
A,"Were, were they in any of the areas where they,  some of the Scuds?",,,
B,"Yeah,",,,
B,"they were on  the, the, near, uh, Dahran. On the,  on  the east coast.",,,
A,Um.,,,
A,Um-hum.,,,
A,Yeah.,,,
B,"They were just north of it. Probably about a hundred fifty miles, hundred miles from uh, the Kuwaiti border.",,,
A,Um.,,,
B,"Uh, and they stayed active was the, uh, the military there. Taking supplies out to them in the desert.",,,
A,Uh-huh.,,,
B,"It was, it was a new situation.",,,
A,Yeah.,,,
A,I'll bet.,,,
B,I don't really have much more to say,,,
A,I don't know anything else that's current other than the weather,,,
A,"and,",,,
B,"You're right,",,,
