Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,"So, uh, let's see what was the topic,",,,
B,I forgot,,,
B,"we are supposed to talk,",,,
A,"Advice for people taking for parents, uh, help their kids through college.",,,
B,"Yeah,",,,
B,do you have any children?,,,
A,"No,",,,
A,I just graduated from college.,,,
B,"Oh, did you?",,,
A,Yes.,,,
B,Where did you go?,,,
A,I went to Clarion.,,,
B,Clarion.,,,
A,Uh-huh.,,,
B,"Huh, uh, would you, I mean, if you had children, would you want them to go to a certain place",,,
B,"or,",,,
A,"Um, I would want them to make that decision",,,
A,"and I would, you know,",,,
B,Yeah.,,,
A,"uh, I pretty much made my decision on my own and my older brother, likewise.",,,
B,Uh-huh.,,,
A,"And, uh, you know, we, we were both pretty much happy with what we did.",,,
B,Yeah.,,,
A,"So, I think, I would not push them towards any one place.",,,
B,Uh-huh.,,,
B,"Yeah,",,,
B,"I know,",,,
B,I kind of feel the same way,,,
B,"I, I just finished college a couple years ago",,,
B,"and I, uh, you know,",,,
B,"it was while I had my family and everything and it was a lot harder,",,,
B,"but, uh, you know, I went to a college that was fairly local",,,
B,"and I feel like my education, you know,",,,
B,"you get out of it what you put into it, I think.",,,
A,Uh-huh.,,,
B,"But, you know, I know,",,,
B,"it's,",,,
B,"some people are real adamant about, you know, going to a certain school or whatever.",,,
A,Uh-huh.,,,
B,"I do not know,",,,
B,"I guess it, a lot of it would depend on maybe what your major was or something,",,,
B,I do not know.,,,
B,"But,",,,
A,"Yeah,",,,
A,exactly.,,,
B,"But,",,,
A,"I think one of the first things kids ought to look for is, first of all, they have to decide what they want to major in. And then, you know, find a school that's good for that.",,,
B,Uh-huh.,,,
B,Yeah.,,,
B,Is that why you picked the school you did,,,
B,"or,",,,
A,"Well I picked it for a couple of reasons, it was only about an hour and ten minutes away from home, so it was far enough away that I was away, but yet close enough if I ever wanted to go home, I could.",,,
B,Uh-huh.,,,
B,Yeah.,,,
B,Yeah.,,,
B,So you lived there at school then?,,,
B,You lived there at school.,,,
A,"Yeah,",,,
A,I lived up at school.,,,
B,Uh-huh.,,,
A,Yeah.,,,
A,"Uh, another reason was, uh, I paid for my entire education. So I had to look for something that I could afford economically.",,,
B,Uh-huh.,,,
B,Right.,,,
A,"You know, and, uh, Clarion was, oh, it was roughly around six thousand a year.",,,
B,Uh-huh.,,,
B,And that was for tuition,,,
B,"and,",,,
A,"Yeah,",,,
A,that was for everything.,,,
A,"And now, I did not go out a lot",,,
A,"and I did not order out a lot,",,,
B,Uh-huh.,,,
A,"and I, you know, I did not spend money on myself.",,,
B,Uh-huh.,,,
A,"But, uh, then again, I was there for school",,,
A,"so,",,,
B,Yeah.,,,
A,"Uh, and then another reason was I was not sure, you know,",,,
A,"I always wanted to go to school for nursing, and then at the last minute, I changed my mind.",,,
B,Uh-huh.,,,
A,"And I knew that Clarion was known, you know, for two things,",,,
A,"actually, for their,",,,
A,they are known as a teacher's school and also for their business.,,,
B,Uh-huh.,,,
A,"So, that's what I ended up going for is for business.",,,
B,For business.,,,
A,Uh-huh.,,,
B,"So, uh, are you working somewhere then",,,
B,"or,",,,
A,"No,",,,
A,no,,,
A,"not yet,",,,
A,"I am moving shortly,",,,
A,so I am not looking around here.,,,
B,"Oh, I see,",,,
B,where are you going to move to?,,,
A,"Uh, Maryland.",,,
B,"Oh, are you?",,,
A,Uh-huh.,,,
B,Do you have friends there,,,
B,"or,",,,
A,My fiancee is down there,,,
B,"Oh, I see.",,,
B,"So, does he work for a company down there?",,,
A,"Yeah,",,,
A,he works for the government.,,,
B,"Oh, I see.",,,
B,"Oh, the big company.",,,
A,Yeah,,,
B,"So, yeah,",,,
B,"I, I have been working for T I for about twelve years, I guess.",,,
B,"So,",,,
A,Uh-huh.,,,
B,"But I am not originally, I am originally from Illinois, but, you know, I have gone to college, I guess a few different places,",,,
B,"but I think, you know, for the most part, you know, the teachers have been pretty good and I have got out of it what I have, what I have put into it.",,,
A,Uh-huh.,,,
B,"So, but, you know, I think, I think that's most of it personally,",,,
B,"but that's why I, you know, with my kids, I think that, you know, I am just going to encourage them to go.",,,
B,And I am going to try to help them financially,,,
B,"but, uh, I think, you know, financially, I am,",,,
B,"there's only so much I can do for them,",,,
A,Exactly.,,,
B,"and I will say, here's what you have got,",,,
B,"you can either, you know, go a couple of years locally and, you know, then if you want to move off to a more expensive school then, we might be able to handle it. But, otherwise, you can just go for four years, you know, somewhere and I will try to, try to help you. But, uh, I do not know, you know, the financial end of it, like you said.",,,
A,Uh-huh.,,,
B,I put my wife through school too.,,,
B,"Of course T I paid for a lot of the tuition and books and stuff, but, uh, it still was a challenge to do.",,,
B,"And, uh, so, I think, you know, financially that's, that's one of the big aspects.",,,
A,"Exactly,",,,
A,yeah.,,,
B,"You know, you,",,,
A,"It does have a lot of bearing on it, whether you are paying for yourself, or whether your parents are, you know.",,,
B,Right.,,,
B,Yeah.,,,
