Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,All right.,,,
A,"I've never done it before,",,,
A,"so I guess that's all I have to do, right",,,
B,I guess so.,,,
A,"I've been called several times,",,,
A,"and I push in, pushed in my number,",,,
A,they kept saying you have the invalid code,,,
B,"Oh, really.",,,
A,and then I found out that my new phone wasn't working right.,,,
B,Oh,,,
A,"Oh, so this is the first time I've even done it.",,,
B,Yeah.,,,
A,I wonder how long it's going to be on for.,,,
B,I think five minutes is the max.,,,
A,"Oh, no,",,,
A,"I mean, this whole thing, like for two months or something,",,,
A,do you know?,,,
B,"Oh, I don't know.",,,
A,"Yeah,",,,
A,"okay,",,,
A,"well back to crime,",,,
A,I guess we're supposed to talk about that.,,,
A,"They say what aspect are you worried about,",,,
A,"well, I think at this point, I for one am worried about every aspect",,,
B,"Right,",,,
B,"especially, uh, you, since you're in the same metroplex,",,,
B,"you know, there's so much going on here.",,,
A,"I think the drive by shootings are getting to be so common, that's really a, something you got to protect yourself from.",,,
B,"Well, that, and in the schools, too starting to put metal detectors in,",,,
A,"Uh-huh,",,,
A,golly,,,
A,I know.,,,
B,"and,",,,
A,Have they done that in Garland?,,,
B,"No,",,,
B,"I,",,,
B,not that I'm aware of.,,,
A,"Now, um,",,,
B,"I just heard, you know, last week at that one school, they started putting them in because there was that one shooting",,,
A,Right.,,,
B,"so, um,",,,
A,"Well, we had a vice principal shot at here last year on the, you know, on the school grounds after school.",,,
B,Is that right?,,,
A,"And the one boy killed himself a few years ago, in the, in a grade school,",,,
A,"so you know, these kids don't have any trouble getting a hold of guns in any in any neighborhood, doesn't seem like.",,,
B,"Uh-huh. Yeah,",,,
B,yeah.,,,
A,"So. Yeah,",,,
A,"it's kind of scary to think, you send your child to school",,,
A,and you wonder if he's going to get shot.,,,
A,"I mean, we didn't have to worry about that before.",,,
B,I know,,,
A,What next?,,,
B,"I know,",,,
B,"it's, it's, it's getting,",,,
B,"it's been out of hand, I think, for a while,",,,
B,and it just continues to get worse.,,,
A,"Right,",,,
A,"and, you know, we can't really depend on the police to solve all this,",,,
