Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,Okay.,,,
A,"Okay,",,,
A,"I, I do a fair amount of cooking.",,,
B,Uh-huh.,,,
A,"And, and I love having guests to dinner.",,,
A,I probably do that about once a month.,,,
A,"And, uh, I usually prepare something, depending upon the guests, you know,",,,
A,"it, it, I like to prepare chicken, that seems to please everybody, pasta or a casserole.",,,
B,Uh-huh.,,,
A,How about you?,,,
B,"Yeah,",,,
B,those are things I like the most.,,,
B,I like fish and chicken the most.,,,
A,Um.,,,
B,"And, uh, most of the cooking I do just comes out of a can.",,,
A,Uh.,,,
B,"Unless it is, unless it is, I catch a fish and I prepare it.",,,
B,"And then I just, uh, you know, I just broil it and put lemon on it.",,,
A,Uh-huh.,,,
A,"Well, that's about the way I prepare most fish.",,,
B,Uh-huh.,,,
A,"Uh, I made scallops the other night,",,,
A,"that was unusual,",,,
A,"and, uh, basically, uh, I found a recipe to make it in the microwave",,,
A,"and you sprinkled, uh, you swished around a little melted butter and do, uh, oh I do not know, microwaved them for about nine minutes.",,,
A,"No,",,,
A,"no,",,,
A,four and a half to five minutes,,,
A,"and you had to add sesame seeds and bread crumbs on top,",,,
A,"very simple, but very nice.",,,
A,"So, if you are looking for a French recipe, that was good.",,,
B,Sesame seeds and bread crumbs.,,,
A,Sesame seeds and bread crumbs.,,,
B,Uh-huh.,,,
A,"And, uh, my husband liked it.",,,
B,Yeah.,,,
A,"And, uh, no",,,
A,"unfortunately scallops are one of the more expensive, uh, fish items.",,,
B,"Right,",,,
B,uh-huh.,,,
A,"But, you know, I, I look for them to go on sale at the grocery store",,,
A,"Uh, one of the things I love to do, eat out.",,,
A,How about you?,,,
B,"Oh, yeah,",,,
B,uh-huh.,,,
A,Do you have any particular places you like going?,,,
B,"Oh, there's a restaurant called String Bean on Spring Valley and Central.",,,
A,Uh-huh.,,,
B,"I like that,",,,
B,"it's just, it's just home cooking.",,,
A,Yes.,,,
A,I have been there.,,,
B,Uh-huh.,,,
A,"And, uh, it's kind of, kind of like Black Eye Pea,",,,
A,but I do not think it's a chain.,,,
B,"Right,",,,
B,"exactly,",,,
B,"uh-huh,",,,
B,"and that's, that's the other restaurant Black Eye Pea.",,,
A,Oh.,,,
B,"So, I do not really like, uh, you know, uh, uh, chili places or, what is it, Judge Roy Bean's,",,,
B,or I do not like greasy places.,,,
A,"Oh, yeah.",,,
A,"Yeah,",,,
A,"I, I do not feel like they are very healthy,",,,
A,"and I always, feel like the home cooking places, are, are the healthiest meals.",,,
B,Yeah.,,,
A,"You know, I tend to have chicken fried steak when I go, go to them.",,,
B,"Right,",,,
B,"and I, and I got, uh, chicken marinara the last two times.",,,
A,"Oh, how was it?",,,
B,"It was, uh, it was great.",,,
A,Um.,,,
B,"Because that's, that's what I like,",,,
B,"I do not like it, you know. I just like a baked, you know, a piece of chicken",,,
B,and then I get like green beans and mashed potatoes.,,,
A,Uh-huh.,,,
B,You know.,,,
A,Yeah.,,,
A,"I, I tend to, uh, I get teased by my family a lot, because, uh, I like experimenting on, on food",,,
A,and sometimes I go for fairly exotic things.,,,
A,"And my father teases me about gourmet cooking. Which is not always true,",,,
B,Uh-huh.,,,
A,"but and the thing about experimenting with cooking or anything else, is that some of the experiments fail.",,,
B,"Yeah,",,,
B,that's true.,,,
A,"Uh, the last time we had some, uh, friends over for dinner, I tried a dessert that sounded wonderful in the recipe",,,
A,and it was just a total bust.,,,
A,"I was, sorry I did not have ice cream to fall back on.",,,
B,Yeah.,,,
B,Yeah.,,,
B,"My, uh, my brother tried to make, uh, a bunch of things, uh, way back.",,,
B,He tried to make bagels one time.,,,
A,Oh my that's ambitious.,,,
B,"Yeah,",,,
B,"and, uh, we took some",,,
B,"and then we had, uh, German Shepherds at the time,",,,
B,"and we took some and gave it to the dogs,",,,
B,"and the dog never, you know, he treated it like a milk bone",,,
B,and he never did finish it.,,,
A,Um.,,,
B,He just barely made a dent in it.,,,
A,Yeah.,,,
B,"Uh, and, uh, then he tried to made grapefruit citron one time.",,,
A,Uh-huh.,,,
B,"It's, uh, supposed to be candy.",,,
A,Yeah.,,,
B,"And, uh, it, it did not turn out very well,",,,
B,"it was, you know. It like made concentrated all the acid of the grapefruit into, uh, into a kind of a candy stick,",,,
A,Uh-huh.,,,
B,"so, uh.",,,
A,"Huh, see I am not,",,,
A,that's interesting.,,,
