Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Hi, Wanet is his last",,,
A,How are you?,,,
B,I'm doing fine.,,,
B,Where you from?,,,
A,I'm from New England.,,,
A,Massachusetts.,,,
B,Okay.,,,
B,"I'm from Berkeley, California.",,,
A,Wow!,,,
A,"This is quite a, quite a long distance.",,,
B,"Yeah,",,,
B,it certainly is.,,,
A,Do you have any pets?,,,
B,No.,,,
B,Use too.,,,
B,"Use to,",,,
B,"but none, none right now.",,,
A,"How come, uh, you don't have any now?",,,
A,You get tired of them?,,,
B,"Well, I, I live in an apartment building",,,
B,"and, and, uh, and, and, it, it, it's just not feasible  you know.",,,
A,Yeah.,,,
B,"I'd love to have a dog,  you know.",,,
A,"I've got  a little doggy, uh, that I've had quite, uh, quite a long time.",,,
A,"In fact, she just turned sixteen years old New Year's Eve.",,,
B,Ah.,,,
A,"And, uh",,,
B,Is she?,,,
A,I beg your pardon?,,,
B,What is she?,,,
A,"She's, uh, uh, uh, a poodle.",,,
A,"Uh, a toy poodle, a toy poodle",,,
A,"and she's,",,,
B,Ah.,,,
B,"Ah,",,,
B,"my, I got  my mom a  teacup little mutt ,  not too long ago.",,,
A,This is a little bigger than a teacup.,,,
B,Yeah.,,,
A,"And, uh, it's funny how, uh, how I, I, uh, acquired this animal.",,,
A,"Uh, when I was, uh, married, my, uh, ex-wife had said that she had a friend who had a little puppy. That she needed,",,,
A,"uh, the woman needed someone to baby-sit",,,
A,"and, uh, this is what she had told the kids",,,
A,and she even told me that.,,,
A,"And after the two week period was up, uh, she then informed me that the woman no longer wanted the little puppy and wanted to know if we wanted to keep it.",,,
A,"Well, after you had an animal for a couple of weeks, it's, uh,  you become  you become attached to it.",,,
B,"Oh, for sure.",,,
B,"Oh, yeah.",,,
A,"So, I've had this dog now for, for sixteen years",,,
A,and she's been a lot of company,,,
A,"Uh, she's, uh, however, getting a little old",,,
A,and things are starting to fail.,,,
A,"Uh, I, I live alone now",,,
A,and she stays in the house all day while I go to work,,,
A,"and, uh, she's been holding herself pretty well. The, uh, up until, you know, recently where she's been having accidents in the house because she either is losing control or she forgets where she is",,,
A,"and, uh, I find a little present on the floor sometimes when I come home.",,,
