Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Uh, well I mean I've had time to think about it because, uh, we've had,",,,
A,"uh,",,,
A,there's been a great deal of difficulty in finding someone to talk to,,,
A,"so. So, um, I, I was thinking about a couple things, uh and whether they are serious.",,,
B,"Oh, okay.",,,
B,Uh-huh.,,,
A,Some things are serious,,,
A,and some aren't.,,,
A,"I guess the biggest thing that bothers me is, is, uh",,,
B,Uh-huh.,,,
A,"not the biggest thing,",,,
A,"but one of the things that bothers me is the credit information, uh, situation, that you, uh, that you find yourself almost compromised into giving if you want any sort of credit, extensive checks and, and things of that nature.",,,
B,Yeah.,,,
B,Uh-huh.,,,
B,Uh-huh.,,,
A,"When, um,",,,
A,"I, I, I mean I, I don't know if that's an invasion of privacy, simply, I, I do I do feel it is",,,
A,"but I don't know whether, some of the questions they ask are legitimate uh, because they are the ones who are making the profit out of your",,,
B,Uh-huh.,,,
B,"Uh-huh,",,,
B,"Well what's scary is, uh, uh, about two, three, four months ago on a in the Sunday edition of what is called the morning paper here, The DALLAS MORNING NEWS.",,,
A,Uh-huh.,,,
B,"They showed a reporter and a, um, and a copy editor how they went out",,,
B,"and they just took, um, a fellow in John Q. Public in Dallas",,,
B,"and all they had was,",,,
B,"let's see, they had his they had something like his birth date, the street address,",,,
B,"um, they weren't even sure of the correct spelling of his last name, excuse me,",,,
B,"and it was, um, very scary to see what they found out.",,,
B,"I mean they were able to find out what liens he still had against, you know, two or three houses, through a two divorces, children's names, locations,",,,
B,"um, it was really frightening.",,,
A,"Well I guess, I guess then it's just the big brother concept of the fact, that once you give your social security number there are people I guess who are, who are, uh, actually collecting all this all the time",,,
B,Uh-huh.,,,
B,Yeah.,,,
A,"I understand, uh,",,,
A,"I read the other day that, uh, these telemarketeers when someone talks to you on the phone uh, all, all they need now is your telephone number, which I guess is involved in this controversy of whether they can reveal your telephone number or not.",,,
B,Uh-huh.,,,
B,"Right,",,,
B,uh-huh.,,,
A,"I, I, I feel that is an invasion of privacy",,,
A,"but it,",,,
B,"I do too,",,,
B,yeah.,,,
B,"I don't, the other thing I don't like is, um, in terms of uh,",,,
B,"like we just moved here from, uh, Minneapolis",,,
B,"and, uh, to get the, the very nice townhouse that we're in, you were required by the property management firm that was representing a private",,,
A,Yeah.,,,
B,"you know, husband and wife, owners, um, who had never done this before.",,,
B,"They, um, asked us for again an astounding amount of information",,,
B,"and what we really didn't have the same opportunity,",,,
B,"you know, and I guess that's when I also get upset that if you're going to do it then I want to do it too.",,,
A,"Yeah,",,,
A,exactly.,,,
B,"Um, in terms of the credit,",,,
B,"yeah,",,,
B,"I know, um, we're also going through adoption now,",,,
A,Yeah.,,,
B,"in for an adoption,",,,
B,"and I mean after we gave our fingerprints to the F B I, you, you, look at each other, yeah, you look at each other and say, well, it's too late now.",,,
B,"Um, so I mean it's, it's a matter of anybody can get it any way and how if they really try, um.",,,
A,"Yeah,",,,
A,"I, I have a particular subject that not everyone agrees with me, uh",,,
B,"Uh-huh,",,,
B,go ahead.,,,
A,"uh, well, by,",,,
A,"uh, I make my living by, uh, flying airplanes for, for a company.",,,
B,Uh-huh.,,,
B,Uh-huh.,,,
A,"And, uh, as a, as a, uh, an airline pilot I have to take random drug testing.",,,
B,Uh-huh.,,,
A,"I mean it seems to me the public outcry was for that at the time,",,,
A,"so I when I finish a, a certain flight on a random basis I have to, uh, have a a drug test",,,
B,Uh-huh.,,,
A,"and, and, and that's without uh, probably cause,",,,
B,Uh-huh.,,,
A,"and, uh, in the end now, I mean they've tested, they've spent forty million dollars",,,
B,"it isn't,",,,
A,"and they've found, uh, I think, uh, in pilots anyway, of something like, uh, uh, eighty-six thousand tests there's only been two guys have come up, uh,  three guys have come up positive,",,,
A,"and one of them was a bad test,",,,
A,so.,,,
B,"Positive for anything,",,,
B,see yeah.,,,
B,"See, uh, and I just started working, well for an electronics firm down here,",,,
B,I used to be a reporter.,,,
A,Yeah.,,,
B,"And then now, I'm in corporate communications,",,,
A,Yeah.,,,
B,"and, uh, part of that excuse me, was, as a new hire, that I had to take a drug test,",,,
A,"Drug test,",,,
B,and I had never been asked that,,,
B,"and I thought, um, I really didn't like it.",,,
B,"Um, I, I have very mixed feelings about it.",,,
B,I don't disagree or agree with you.,,,
A,Yeah.,,,
B,"Um, I think I think that it's well",,,
B,"and you're in that field,",,,
B,"so I don't know,",,,
B,"but it's,",,,
B,"you know, we lived in, uh, Minneapolis when the Northwest Airlines pilot in the Dakotas,",,,
A,"Yeah,",,,
A,right.,,,
B,"yeah,",,,
B,"that hit the fan like, uh,",,,
B,"you, uh, you're obviously aware of that, um",,,
A,"Yes,",,,
A,I am.,,,
B,"I don't know there should be some happy medium in terms of,",,,
B,"if they're going to do random, um,",,,
B,"I, I don't agree with random,",,,
A,Yeah.,,,
B,"um, I don't see a problem with that.",,,
B,"I do think, I see some level of necessity, um, in something where people are transporting other people, uh, only because of the things you've heard about.",,,
B,The problem is,,,
B,"the reason I feel that way, even to a low degree is because it's the old story the minority make it bad for the, you know, majority, um.",,,
A,"Yeah,",,,
A,"I, I can understand the public's alarm to it,",,,
B,"Yeah,",,,
B,I'm not alarmed.,,,
A,"but, I guess, having done this all my life, I knew that there wasn't a problem",,,
A,"and, and it, indeed it has proved out that way,",,,
A,"but now, try to get the damn thing repealed, you know.",,,
B,"You can't,",,,
B,"yeah,",,,
B,"I know, it's, um.",,,
A,"I guess I feel bad because,",,,
A,"uh, not only that",,,
A,"but in some of the instances like you just cited where you have to give your fingerprints, I mean what, what happens if you say no.",,,
A,If you say no then you're excluded,,,
A,"and I,",,,
A,"doesn't seem the courts,",,,
B,"Right,",,,
B,"right,",,,
B,"it's a matter,",,,
B,"and that's, um, exactly what it is.",,,
A,Yeah.,,,
B,"I mean, that, that kind of screening in general is a matter of exclusion.",,,
B,"Um, if we didn't give it we wouldn't go to Romania.",,,
A,That's right.,,,
B,"I mean, if,",,,
B,"you hate to say that,",,,
B,but that's the way it is.,,,
A,"It's my feeling also that, that, that although",,,
A,"I, I don't know if it's that serious,",,,
A,"but that was part of the question,",,,
B,"Uh-huh,",,,
A,"I do feel the courts have, have held up a great deal of, of our privacy, I mean particularly look in, in some of the, in some of the,",,,
B,Uh-huh.,,,
A,"uh, I notice in some of the sexual cases they've held up a great deal of privacy, which I support of course,",,,
B,Uh-huh.,,,
A,"but it I guess with our fear with crime and maybe airline crashes and things like that, it does seem that we've, we've slipped and that's eroded,",,,
A,"or at least those in the market place their everyday life seemed to take that as a signal that, you know, it's fair game,",,,
A,"you, you have to answer these questions, of course.",,,
B,Uh-huh.,,,
A,"Uh, I don't know,",,,
A,"I, I feel there has been an erosion",,,
A,"and I don't really know how serious it is, except I don't like it",,,
B,"In terms of the privacy, yeah,",,,
B,"that in it,",,,
B,"and also, I agree with that",,,
B,"and in the, in terms of the question, um, in terms, uh,",,,
B,"I worked in medical public relations for almost a decade,",,,
A,Um.,,,
B,"and that was pre-AIDS and all the other, um, things, that were probably there but just not excuse me, labeled",,,
A,Um.,,,
B,"and I have a real problem with medical professionals,",,,
B,"um, it goes back to the things like drug screening",,,
B,"but if it's in any level even with the potential to endangerment,",,,
A,Uh-huh.,,,
