Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,Okay.,,,
A,I'll let you start.,,,
A,"Do you all keep a budget,",,,
A,and how do you hold to yours?,,,
B,"No,",,,
B,"I, I never keep a budget.",,,
B,"My budget or philosophy, I guess, is spend as little as possible.",,,
A,"Well, that's, that's good",,,
B,"And, uh and it's, it's sort of always worked.",,,
A,Especially for these times.,,,
A,Uh-huh.,,,
B,"Uh, but that depends, you know, on the individual if they can I guess have self-control.",,,
A,"Well, that's a lot of it.",,,
A,"Uh, I know we tried several different ways.",,,
A,One time we tried something that really worked,,,
A,but we didn't keep it up.,,,
A,I passed it on to a friend,,,
A,and she won't quit doing it.,,,
A,She loves it,,,
A,"and that was the envelope system. Where you go ahead and decide about how much based on what you did last month that you are going to spend,",,,
B,Uh-huh.,,,
A,and you put the cash in envelopes marked for that.,,,
A,So you have one for entertainment and one for groceries et cetera.,,,
A,"And then for some reason taking it out of that envelope and seeing it in cash instead of in check form, uh, causes you to realize how much is left.",,,
A,"And she even writes down on the envelope as she subtracts and kind of debits on each envelope, what she's buying.",,,
B,Uh-huh.,,,
A,"And then at the end of the, of the period, pay period, if she has any left, that much is for fun or entertainment.",,,
B,Uh-huh.,,,
A,And they kind of work it that way.,,,
A,We tried for a while,,,
A,"and a seems like the problem that they were having of all the, of all the things that worked was not planning enough for the incidentals that we couldn't think about.",,,
B,Yes.,,,
A,And those are the ones that will kill you.,,,
A,"You know, the the accidental fee or the car repair or the things that weren't supposed to be every month.",,,
B,"Well, yeah,",,,
B,"I, I couldn't probably be bothered doing that every month,",,,
A,Uh-huh.,,,
B,"and and ever since,",,,
A,That's what I mean.,,,
A,It was a hassle,,,
B,"uh, well, we've been married almost thirty years now",,,
B,"but, uh, my husband got paid once a month.",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
B,"So you learn to get,",,,
A,"That's, that's kind of hard",,,
B,Right.,,,
B,"You learn to get through, you know, to the end of the month",,,
B,"and, uh,",,,
A,"But do you sort of self budget even,",,,
A,"I mean, you wouldn't like on payday think, boy, I can go do this and that and this and that.",,,
A,You kind of think this is got to,,,
B,No.,,,
A,"you kind of divide it in fourths in a way, don't you?",,,
B,No.,,,
B,"Because if you charge things, uh, you pay all your bills at the beginning of the month, when you get paid,",,,
A,Right.,,,
B,or you get paid the last day or next to the last day.,,,
A,Right.,,,
B,You pay all your bills,,,
B,and there isn't anything left to spend anyway.,,,
A,"Well, that's true.",,,
A,What we're in the process of doing right now is paying off our credit cards entirely.,,,
A,And we're going to go ahead and try to just live on what we earn instead of guessing ahead of what we probably will have next month,,,
B,"Well, yeah,",,,
B,"we, we tried to, to, to,",,,
A,Oh.,,,
B,or we are paying them off now.,,,
A,"Yeah,",,,
A,we're not there yet.,,,
B,"Uh, there was a time when maybe we didn't take all of them off,",,,
A,Uh-huh.,,,
B,"but you just sort of had to watch what you put in, because you hate to pay those finance charges, when you see how much it is.",,,
A,Uh-huh.,,,
A,That's right.,,,
A,That's right.,,,
B,"And for most of, uh,",,,
B,"I mean I'm a substitute teacher,",,,
B,"and I've only substituted, I guess, for the last fifteen years,",,,
A,Huh.,,,
B,so there's only been really one working.,,,
A,"Uh-huh,",,,
A,same here.,,,
A,Uh-huh.,,,
B,"And, uh, it, it works for me",,,
B,but I can't see that it would work for probably the majority of people.,,,
A,"Well, I could say it's kind of,",,,
A,"you know, that's, that's good.",,,
A,"You you probably have a little extra than you have to have, to,",,,
A,you know what I'm saying?,,,
B,Yeah.,,,
A,"And so, that, that's the difference there where sometimes like I know if we've had an especially bad month and we're just almost getting down to payday, then I think if we could really budget,",,,
A,we tried one,,,
A,"I know when we were planning to buy the new car and we hadn't had a car payment in five years, we had to go ahead and write down each month what it was that every penny went for, to see how much was going to be left,",,,
B,Uh-huh.,,,
B,Yeah.,,,
A,and that was a real eye opener. Uh-huh. *slash error should be 'b',,,
B,Uh-huh.,,,
B,"It, it is when you do it that way.",,,
A,"But to, to have lived by that every week would have been tough for me because sometimes I'll spend less on groceries but we'll go out.",,,
A,So it's kind of hard to say this is how much you're going to spend going out for fun.,,,
A,This is how much you're going to spend,,,
A,It's kind of hard.,,,
B,"Well, we, we  eat out a good deal at this point.",,,
A,Do you?,,,
B,"I, I started subbing just to go on a vacation and saved, all that money so because I knew that you couldn't, you know, spending, five thousand dollars on a vacation, or whatever.",,,
A,"Yeah,",,,
A,yeah.,,,
A,Right,,,
A,Right.,,,
B,"We were going to go for ten weeks, uh, in nineteen eighty",,,
A,Oh.,,,
B,"so I started, working in nineteen eighty-seven and just saved, for three years.",,,
A,How nice.,,,
A,Uh-huh.,,,
B,"But the,",,,
B,what minuscule amount I made,,,
