Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,All right.,,,
B,"Um, there was a crime here in McKinney,  uh,  a rather heinous murder.",,,
A,Uh-huh.,,,
B,"There was no um, remorse shown by, uh, at least one of the perpetrators.",,,
A,Uh-huh.,,,
B,"And yet, for whatever reason, um, his crime was not considered a capital crime.",,,
A,Uh-huh.,,,
B,"An, and quite honestly I, I feel very strongly that the, man the has no redeeming social values",,,
B,"and if, if and when he comes, gets free again,  he  will have no compunction but to complete that, that same kind of lifestyle, I mean continue that same kind of lifestyle,  and  perhaps do the same thing again.",,,
A,Uh-huh.,,,
B,"So, it really bothers me that there's not a way of getting him out of the way forever.",,,
A,"Really,",,,
A,"I think that,",,,
A,"I don't know,",,,
A,"I I don't think our prison system isn't set up,  where  we, um, rehabilitate, or, you know, restore anybody.",,,
A,"I think it'll only make them worse,",,,
A,"but, I, I believe that God can come in and change a person's heart and genuinely change it,",,,
A,"but, that doesn't negate that you do reap what you sow.",,,
A,"And if you do kill a person and it is, you know, you're found to be guilty, I believe God establishes the authority of our court system",,,
A,"and I believe that, you know, that I do believe that capital punishment is, uh, alternative.",,,
A,"Even, you know, God can still change your heart",,,
A,"but that doesn't mean,",,,
A,"like the alcoholic that charges up all the bills on the credit card, or the shopaholic, you know you get your life right with God",,,
A,but you still have to pay your Visa bill.,,,
B,"That's, that's right",,,
A,"You still have to,  you know,",,,
A,"so, but God sent us his grace",,,
A,and they give pardons,,,
A,"but I believe if it's a genuine conversion, there's a genuine,",,,
A,"and those prison people know, they know a genuine turnaround in a person's character,",,,
A,they see that.,,,
B,"But,",,,
B,yeah.,,,
A,"And, I,  I worked in a prison in Fort Worth.",,,
B,Did you?,,,
A,"Yeah,",,,
A,I  have a degree in social work.,,,
A,"You see it, you know the ones that have a genuine character change.",,,
B,Uh-huh.,,,
A,It  is obvious.,,,
A,And they know that.,,,
A,"They're, they're not going to pardon someone from the governor,",,,
A,"you know what I'm saying,",,,
A,"they're not going to go, without going through every channel of authority in the prison.",,,
A,"So I feel like you know, that's is, there is occasions where there are, they do spare lives",,,
A,"and, you know, I leave that with the governor, who, of course, is going to go through every authority because they want to be be reelected,",,,
A,so,,,
B,Yes,,,
B,"but, my concern is,  first  of all that not all, all persons who I think, should be receiving capital, uh,  whatever, capital,  uh, uh, uh, hum,  punishment,",,,
A,Uh-huh.,,,
A,Punishment.,,,
B,"thank you, I'm sorry, I just got home from work",,,
B,and I'm just kind of spaced out a little bit.,,,
A,"Yeah,",,,
A,that's okay.,,,
B,"Uh, that, not all of them are being convicted of it, that, that, the, the, they're not even being charged with that",,,
B,"I agree with you that, that,  a  person's heart can be changed,",,,
A,Uh-huh.,,,
B,"but the same God that can work that miracle also established the laws that said, um, for certain kinds of sin, certain kinds of, of, uh, breaking of the law, there would be a capital punishment.",,,
A,Uh-huh.,,,
B,"Right then  it was, it was, uh, almost immediate.",,,
A,Uh-huh.,,,
B,"As soon as, as the trial was over, then it was stoning.",,,
A,"Right,",,,
