Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,Does your family normally have a reunion?,,,
B,"Do you have one,",,,
A,"Well,",,,
B,"that's  been,",,,
A,"on my father's side we've really there, uh,",,,
B,Uh-huh.,,,
A,"On my mother's side we've had several,",,,
A,"not,  it's  not really on a regular basis,",,,
B,Uh-huh.,,,
A,but usually sometimes every few summers.,,,
A,"Well, all, see, all the family lives in once place, except for a few of us are scattered about.",,,
B,Right.,,,
A,So they're pretty much just reunited always,,,
B,Uh-huh.,,,
A,"so it's, it's just once in a while we get the special gathering with everyone together.",,,
B,"Well, it might be a good time for you to to, to start a tradition.",,,
A,"I know,",,,
A,that's,,,
B,You could be responsible for that yourself.,,,
A,"do that,",,,
A,that's true.,,,
B,Sure.,,,
A,How about your family?,,,
B,"Well, in my family, let's see, last October was the forty fifth annual  uh,  reunion.",,,
A,"Wow,",,,
A,"you're,  a pro at this.",,,
B,"The first Sunday in October, the Jordan family gets together.",,,
A,"Oh, that's good.",,,
B,"And all of the descendants of the Civil War, I mean, yeah, the Civil War veterans come together,",,,
B,"and they come as far away from California,",,,
B,"and there's usually oh, between a hundred and fifty and two hundred and fifty people.",,,
A,And then where do you meet?,,,
B,"Uh, there's a big community hall in Vernon Texas,",,,
A,Okay.,,,
B,"and, uh, that seems to be sort of a middle ground for all of the Texas family.",,,
A,Okay.,,,
A,Do you have relatives in Vernon then?,,,
B,Uh-huh.,,,
A,Okay.,,,
B,"Right,",,,
B,uh-huh.,,,
B,A lot of the older family lives in Vernon.,,,
A,Right.,,,
B,"Um, all of his direct descendants, descendants have now died",,,
B,and the grandchildren are in their seventies and eighties.,,,
A,Oh.,,,
B,So we're talking about second and third great children here.,,,
A,Right.,,,
B,"Uh, I take my boys well, I took them up until this year,",,,
B,they're grown and gone from home now,,,
A,Oh.,,,
B,"so they, they take their family.",,,
A,Right.,,,
B,"But, uh, let's see,",,,
B,"that would make them, grandfather, great grandfather, great great grandfather,",,,
B,"okay,",,,
