Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,favorite type of music or musician or any.,,,
B,I don't really have a favorite type.,,,
B,"I like, uh, a lot of different types of music.",,,
A,Do you?,,,
B,"Yeah,",,,
B,"I have a, a tape collection that I like to listen to, uh, cassette tapes",,,
A,Uh-huh.,,,
B,but it's pretty varied.,,,
A,Uh-huh.,,,
B,Yeah.,,,
B,How about you?,,,
A,"Oh, I, I'm very, uh, I'm very varied as well.",,,
A,"I, uh, I don't think I've ever met a type of music I don't like except for, uh, maybe, you know, heavy metal and that.",,,
B,That's exactly me.,,,
B,The acid rock or the heavy metal.,,,
A,Yeah.,,,
B,"Even some of that I like okay but not, mostly, as a general rule,",,,
A,Yeah.,,,
B,I don't care for that at all.,,,
A,Yeah.,,,
A,"I don't enjoy rap too much, either.",,,
A,"That, that doesn't appeal to, uh,  my ears.",,,
B,"Well, as far  as the rap goes, I think there are a few artists that appeal to me themselves",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
B,and I like some of their songs.,,,
A,Oh.,,,
B,"But as, as",,,
B,"I agree, with the general rule, I, I wouldn't choose rap either.",,,
A,Uh-huh.,,,
B,"But I, I like to listen to, uh, what you might call pop, easy listening country western, jazz uh, classical, um,",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
B,"I, I don't,",,,
B,"I like, uh, like I said, pretty varied, uh, music.",,,
A,Uh-huh.,,,
B,"I have a couple that my husband really hates that I listen to, like Billy Holiday",,,
A,Oh,,,
B,"I really love to listen  to her,",,,
A,Uh-huh.,,,
B,"and, uh, I even have a, a tape of Lady Smith Blackman Bazo",,,
A,"Oh, gosh.",,,
B,"and, well, I mean, they're very harmonic",,,
A,Uh-huh,,,
B,they really are.,,,
A,"uh-huh,",,,
A,"yeah,",,,
A,sure.,,,
B,"So, they're interesting to listen to.",,,
B,You might try that.,,,
B,How about you?,,,
A,"Well, um, I listen to, uh, specific,",,,
A,"most, most likely I would be listen to, uh, jazz or classical music.",,,
A,"Um I, in college I took, uh, four years of classical guitar,",,,
A,"and I played in the, in the jazz combo all four years.",,,
A,I play guitar for the jazz combo.,,,
B,"Oh, yeah?",,,
A,"So, uh, that's where my two, my two listening enjoyments are,",,,
A,"but, you know, jazz can get on my nerves after a while.",,,
A,"Uh, you can't just listen to it, you know, to, uh, especially a lot of the deeper stuff, Yeah, unless, unless you're playing it, *sv",,,
B,"It's too, um, uh,",,,
B,"you have to concentrate on it, it seems.",,,
A,"it just, it just doesn't do anything.",,,
B,What about the blues or something like that?,,,
A,"Uh, uh, blues are okay.",,,
A,"I, I tell you, I do like, um,",,,
A,I grew up on blue grass music.,,,
A,"My dad is a big blue grass fan,",,,
A,and so,,,
B,Uh-huh.,,,
A,"um, I wouldn't have admitted it when I was in high school",,,
A,"but, I really do like it a lot.",,,
A,So.,,,
B,"I, I like some of it, um,",,,
B,"as far as like the what they now call country western, it doesn't sound like the old country music at all, does it? *two utts??",,,
A,"No,",,,
A,"it doesn't,",,,
A,it doesn't.,,,
B,"Um, some of it sounds more like pop music.",,,
A,"Yeah,",,,
A,"uh they've all got, you know, the real screechy electric guitars now.",,,
B,"Oh,",,,
