Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,Okay.,,,
A,I hope you know more about the subject of baseball,,,
A,and where they're going than I do,,,
B,"Oh, I know a little bit about it.",,,
B,I'm not a die-hard fan,,,
B,"but I, I enjoy the,",,,
B,I like the Boston Red Sox myself.,,,
A,"Well, I,",,,
A,"of all the sports that there are, that there is, I like baseball the best.",,,
A,"However, I haven't been to a baseball game in years,",,,
A,"but I have kept, uh, my eye on the Rangers.",,,
B,Uh-huh.,,,
A,You know,,,
A,"and I guess they were doing pretty good up to a point,",,,
A,and then they kind of fell on their face,,,
B,"Well, with, uh,",,,
B,"their biggest point of interest has been Nolan Ryan not the rest of the team lately,",,,
B,so.,,,
A,"Correct,",,,
A,right.,,,
B,Right,,,
B,"Oh, it's amazing.",,,
A,They're so astronomical I can't even imagine that kind of money.,,,
B,Right.,,,
A,"You know it's just, uh, phenomenal",,,
B,"Well, fortunately the Red Sox, last time I saw the paper earlier this week, were in first place and doing quite well.",,,
A,"Well, good.",,,
B,"Um, I've been really busy at work this past week",,,
B,and normally on my way into work I'll pick up a newspaper,,,
B,"and, uh,",,,
B,"so every day I'll have a newspaper at work,",,,
B,"and when I take a break, I'll take a look at the newspaper.",,,
B,But this week I've been so busy I didn't even bother to stop,,,
A,I understand.,,,
A,I understand.,,,
B,"But hopefully, hopefully next week I'll get back to my normal routine.",,,
A,Okay.,,,
A,"Uh, you are involved with T I uh, speech, um, recognition?",,,
B,"Well, not really.",,,
B,"I, um I work at laboratory.",,,
A,How did you find out about it?,,,
A,"Oh, okay.",,,
B,"From, uh,",,,
B,"I'm an officer in the Air Force,",,,
A,I see.,,,
A,Interesting.,,,
A,"Oh, great.",,,
B,"And, uh, the speech laboratory does some work with, uh, T I, at, uh, not in my office",,,
A,I see.,,,
B,"but, uh, in my division they do, quite a bit of speech work.",,,
A,Uh-huh.,,,
A,"Well, that's good.",,,
A,"Well, that's interesting.",,,
A,"And the topics are interesting, uh,",,,
A,"they run a whole gamut of, of, uh, subjects,",,,
A,"and, uh, I think we can address every topic,",,,
A,but the depth of knowledge is quite different.,,,
B,Sure.,,,
B,Sure.,,,
A,"So, uh, when they chose baseball,",,,
A,"I mean, I'm, I'm, I can understand baseball, you know,",,,
A,I don't understand football.,,,
B,Uh-huh.,,,
B,"Oh, I prefer to,",,,
B,"I, I like,",,,
B,I never used to really like watching football that much,,,
B,"but more and more these days I'm, I'll like a football game,",,,
B,but I've always liked baseball.,,,
B,"I, I prefer to watch, um,",,,
B,I guess I'm one of the few people that also prefers baseball to football.,,,
B,"And I, I'd much rather go to a baseball game than to a football game.",,,
A,"Well, I, I can relate to baseball because I used to play baseball.",,,
A,"But I can't relate to football because I've never, played football and, and don't, and have any interest,",,,
B,Uh-huh.,,,
A,"and I said if I ever had a son, he would not play football.",,,
A,"And, uh, I had four daughters",,,
A,"so that wasn't a question,",,,
A,"but now I have a grandson that you know, is gung ho for, uh, football.",,,
B,Uh-huh.,,,
B,"Well,",,,
B,"Well, there's injuries in a lot of sport.",,,
A,"I understand that,",,,
B,"I'd, I,",,,
A,"but I think the, they happen more in football.",,,
A,I think the odds are cut down.,,,
B,Uh-huh.,,,
A,"You know, I, I know they can get hurt in baseball too.",,,
A,"The bat is a very heavy object, can do a lot of damage",,,
A,"but, uh, I think that they have a, a lower racial of injuries, ratio of injuries in baseball.",,,
B,it's true.,,,
B,"I, I would say that baseball tends to be one of the less, troublesome sports,",,,
A,Because,,,
A,Yeah.,,,
B,"but, uh, for some people it's just, uh, uh,",,,
A,A love for them.,,,
B,"Well, that,",,,
B,not so much that,,,
B,"but, uh, even in baseball you can,",,,
B,"like when I played baseball when I was growing up, I had trouble, uh, uh, just throwing the ball because I very, I was always very strong",,,
B,and I,,,
B,"when I was young I could throw harder, than my, uh, like ligaments and all that should have been allowed to.",,,
A,Uh-huh.,,,
A,I see.,,,
B,"And so I was always throwing my arm out and, uh, having trouble.",,,
A,Uh-huh.,,,
B,"I, and I was a catcher",,,
B,so I was constantly throwing back to the pitcher and then down to second base and all and that kind of stuff.,,,
B,"So I,",,,
B,"that was always a problem for me was just, just the constant throwing,",,,
B,so.,,,
A,"Did you, did you sustain any permanent, uh, injury with that?",,,
B,"No,",,,
B,I did that wrestling,,,
A,Oh.,,,
A,"Oh, okay.",,,
B,"No,",,,
B,"I'd,",,,
B,"well, I, I, uh, always been quite an athlete and doing different things",,,
B,"and, um, the other thing was I'd never really let injuries stop me.",,,
B,"But interestingly enough you mentioned football, is like,",,,
B,"now I won't play football anymore because of the, uh, the separated shoulder wrestling,",,,
A,"Uh-huh,",,,
A,uh-huh.,,,
B,"so. Um, but I stood the, stood the injury wrestling,",,,
B,"but it,",,,
B,"as long as I let it heal, it never really bothered me",,,
B,"then playing football this fall, I, it was just flag football too. I separated it again",,,
A,Uh-huh.,,,
B,"and it seemed to be, like the straw that broke the camels back,",,,
A,"Oh, boy.",,,
B,so.,,,
A,Uh-huh.,,,
A,"Well, I have, uh, I have a broken arm that I had since I was three.",,,
A,It was never set right.,,,
B,Uh-huh.,,,
A,"And, uh, uh, I liked bowling as a, as a kind of a relaxing sport.",,,
A,"And, uh, one of the men that was in our on our league, uh, noticed, uh, you know, uh, my broken arm and the way my ball would do.",,,
A,"And he says, let me show you how to use your arm to your advantage.",,,
A,"And so he brought me up from like a hundred and fifteen, I had my high game of two eighty-seven.",,,
B,My God.,,,
A,"So, uh, yeah",,,
A,"Um, it was really funny, you know, that he would tell me where to stand and how to hold my arm and, and how to, uh, follow through with my, uh,",,,
A,"addressing that , to put the ball,",,,
B,Uh-huh.,,,
A,"the, uh, pins.",,,
A,So that was interesting.,,,
A,"So I really, um, I got a lot of, uh, recognition from the, uh, uh, the bowling league, I guess.",,,
B,Uh-huh.,,,
A,"I'm not sure where all my pins came from,",,,
A,"but it's,",,,
A,but that was quite awhile ago,,,
A,"but I, and I never pursued it.",,,
