Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,Been on the line for awhile.,,,
A,I almost forgot what the topic was.,,,
B,Okay.,,,
B,"Uh,  based,",,,
A,"Uh,  but I know what it is.",,,
B,"Oh, okay.",,,
B,Good.,,,
A,"Uh, let me see.",,,
A,"I, I, I, I, I'm kind of,",,,
A,"I don't,",,,
A,"you know, I'm, I'm kind of in the middle.",,,
A,"I, I think it's a great idea",,,
B,Uh-huh.,,,
A,"but when it comes to me, it's like, almost an insult, you know,",,,
A,so it's,,,
A,"I, I've come from the teaching field.",,,
B,Right.,,,
B,So do  I,,,
A,"So,  so it's just like I don't know. I, I guess, I guess I'd have to go with, uh,",,,
B,Uh-huh.,,,
A,"But I, I, I would, I would probably go for, for going ahead and doing it, you know. If it's got to be done for everyone.",,,
B,Right.,,,
B,"I think if it's got to be done for one person in the company, it should be random testing, it should be for everybody.",,,
A,Right.,,,
B,"You know, when they answer the company, I think it'll make it a lot easier",,,
A,Right.,,,
A,Yeah.,,,
B,"I don't know, I come from the teaching field too",,,
B,"and it sort of, uh,",,,
B,it's a pro and a con,,,
B,I don't know where to stand on it.,,,
A,Yeah.,,,
B,"I'm more or less, if they told me I had to well then fine,",,,
B,"but  if, you know, if they made me then I'd probably,",,,
A,Yeah.,,,
B,if I had my druthers I'd probably say well no,,,
B,"you know just this,",,,
A,Yeah.,,,
A,You kind of  goes into your privacy,,,
A,"and you know, but I guess if they,",,,
B,Right.,,,
A,"you know, you know, there's, uh,",,,
A,"I guess there's some companies that aren't, that are doing it.",,,
B,Uh-huh.,,,
A,"And it, it seems to be working out",,,
A,"so,",,,
B,"Yeah,",,,
A,Yeah.,,,
A,Right.,,,
B,"And, uh, anybody who, uh, gee, is, you know, doesn't accept the rehab program then they're, more or less, getting laid off.",,,
A,"See, that's hard.",,,
B,"that's a,",,,
B,it's really weird issue.,,,
B,I'm  sort of  on the fence about it.,,,
A,Yeah.,,,
A,Yeah.,,,
B,"But I,",,,
B,"you know, that, that's what's they're coming across as is some of the companies anyhow.",,,
B,"Oh, we can get you into a drug program.",,,
B,But then you wear that stigma you know,,,
A,Yeah.,,,
A,Yeah.,,,
A,Yeah.,,,
B,yeah.,,,
A,"Then I kind of hear it goes into like, uh,",,,
B,Right.,,,
B,"Anything with a,",,,
B,"you know, if you drink a lot of caffeine  or,",,,
A,"Oh,  I didn't know that.",,,
B,"Yeah,",,,
B,"somebody was saying, telling me if you drink it in, you know, an awful lot of caffeine, that that can show up as a positive test.",,,
A,Um.,,,
B,I know I'm an epileptic,,,
B,"so I'd probably test positive  and  and then I'd have a heck of a time explaining what drug is in my system, you know",,,
A,Yeah.,,,
A,See  things like that,,,
A,"so,",,,
A,Yeah.,,,
B,"And a lot of times, those are the things I don't like to disclose to an employer because then they don't want to have anything  to do with you",,,
A,"Right,",,,
A,right.,,,
A,Uh-huh.,,,
B,"You know, it's very personal.",,,
B,"I wouldn't want to have it disclosed  because  then I'd always wonder if they fired me, you know, why did you fire me",,,
A,"See that's,",,,
A,Yeah.,,,
A,"That's where I kind of get into,",,,
A,"cause it kind of gets into your personal life, you know.",,,
A,And what's kind of next.,,,
B,Uh-huh.,,,
B,Yeah.,,,
A,The what?,,,
B,Orwell.,,,
A,Huh.,,,
A,Oh.,,,
A,Yeah.,,,
B,and I,,,
B,"I'd hate to have to,",,,
B,if I had my choice between a company that did testing and a company who didn't,,,
A,Right.,,,
A,Yeah,,,
A,Right.,,,
B,"But I can understand why they need it with all the, you know, train accidents and everything else.",,,
A,So do you think they'll kind of push into the teaching field eventually?,,,
A,I kind of think they will.,,,
B,"I think they will too because, uh, you know, it's just going to follow.",,,
A,Yeah.,,,
B,"I don't know. I, we haven't had any of it in our school system.",,,
B,"So, uh, you know  hopefully, we won't",,,
A,Yeah.,,,
A,We haven't either.,,,
A,Yeah.,,,
A,"But I, I, I just kind of think it's heading that way though, you know. It's just, because it's just hitting to close to home with the kids and stuff",,,
A,and I just I just kind of think it's going to eventually head that way.,,,
B,Right.,,,
B,Well and eventually it's going to be not only the,,,
B,"you know,  the kids are  going to be under scrutiny, it's going to be the teachers.",,,
A,Yeah.,,,
A,Right.,,,
B,"And if they can test the teachers, that gives them the full right to test the kids.",,,
A,Right.,,,
B,"And then they, you know, caught everybody.",,,
A,Yeah,,,
