Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,Okay.,,,
B,Okay.,,,
B,I forgot all about that that it had to be pressed.,,,
B,"Um, but anyway, so, so as far as,",,,
B,"we really, we don't want to get in the habit of watching a lot of T V because we both were raised, you know, that way, you know, where our parents sort of stuck us in front of a T V to be the baby-sitter.",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
B,And we just don't want that.,,,
B,"We want more communication and interaction, you know, amongst us as a family.",,,
B,"And we both like sports,",,,
B,"so we figured, well what, what better way to get out and, you know, be together as a family and also, you know, have it be good for you.",,,
A,Uh-huh.,,,
B,"And plus, we like, we both like to cook,",,,
B,"so, you know, that's something we spend time together too, is, you know, cooking and, uh, preparing meals and stuff.",,,
B,"So, uh, but as far as that that's about all we've discussed  as far as for family.",,,
A,"Really,",,,
A,"okay,",,,
A,"well see,  I'm the third oldest of twelve children.",,,
B,Oh my gosh.,,,
A,"So like I said, I,",,,
A,and I'm only twenty-one.,,,
A,I'll be twenty-two next month.,,,
A,So there's nine that are younger than me.,,,
A,My youngest sister is five.,,,
B,Oh yeah.,,,
A,And like I I don't have any children.,,,
A,"I'm just engaged,",,,
A,"and I'm getting married in October,",,,
A,and we haven't discussed this at all Um.,,,
B,"Yeah,",,,
B,"long way down the road, right.",,,
A,"Yeah,",,,
A,exactly.,,,
A,"But, um, now I've noticed that like, while I'm at college, and when I go home, my you know, my,",,,
A,"I'm really close to the younger ones,",,,
A,"and, um, like, when, when, like when I do go home they enjoy just laying around me, you know,",,,
A,"like if we do watch T V at night, they just like enjoy just, like laying on top of me or something.",,,
B,Yeah.,,,
A,They like that.,,,
A,"But, um, as far as that goes, like we play games,",,,
A,"I play like Old Maid and Fish with them,",,,
A,"and we play board games,",,,
A,and when it's,,,
A,"like I'm from Pennsylvania,",,,
A,"so when it's nice out, we go outside,",,,
A,and we like to play like kick ball and softball and stuff.,,,
B,Uh-huh.,,,
A,"And in the summer everyone is like, I think there's like seven of us still at home,",,,
A,"and all seven are in a sport,",,,
A,like also the girls are in softball,,,
A,and the boys are in baseball.,,,
A,"So all summer we live on hamburgers and hot dogs and sports,",,,
A,"that's it, you know.",,,
B,"Well do you, do you,",,,
B,"so you go, if you're, if you're not doing any kind of sport thing you go to one of your sisters' or brothers' sporting events. And sort of like be there with them.",,,
A,Uh-huh.,,,
A,Yes.,,,
A,"Right,",,,
A,"yeah,",,,
A,we go and watch.,,,
B,Yeah.,,,
A,Uh-huh.,,,
B,"Well, that's, that's good, too, I mean, as far as entering,",,,
B,"I mean, you're, you're participating,",,,
B,"but you're not, you know.",,,
A,Uh-huh.,,,
B,I mean at least you're encouraging them on and stuff,,,
B,"and that's,",,,
A,Yeah.,,,
