Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Okay,",,,
A,what kind of,,,
A,do you have children?,,,
B,"Yeah,",,,
B,"we have one that's seventeen, one that's fifteen, and one that's just now six.",,,
A,"Oh, okay.",,,
B,"And we had kind of a hard time finding someplace we could put Michael's goods ,",,,
B,"his birthday is the first of September,",,,
A,Uh-huh.,,,
B,and  he was going to school at five.,,,
A,Oh.,,,
B,"So, he started the first grade when he was five",,,
A,Uh-huh.,,,
B,"yeah,",,,
B,first grade when he was five years old.,,,
A,And you had trouble finding somewhere for him to be before he was five.,,,
B,"Yeah,",,,
A,Uh-huh.,,,
B,"so,  we could, you know,",,,
B,we tried to find him someplace where he could learn something.,,,
A,Right.,,,
B,"And it was, uh,  mediocre  expensive,",,,
A,"But,",,,
B,"it wasn't really that expensive,",,,
A,Uh-huh.,,,
B,but  it's really hard to find someplace where you can send your child and expect him to learn something.,,,
A,To learn something.,,,
A,"And that's, I mean, that's",,,
A,"even not only toddlers but, you know, even your older children.",,,
B,Yeah.,,,
A,It's hard to find anywhere they're really going to learn something.,,,
B,"Yeah,",,,
B,"well,",,,
A,"And then, yeah,",,,
A,"you do have to pay, you know, if you,",,,
A,"the better the place, the more you're going to pay.",,,
B,"Yeah,",,,
B,but parents pay when they stay home with them anyway,,,
A,"True,",,,
A,very true.,,,
A,"It's,",,,
B,"You know, my wife works",,,
B,"so,  it  costs us more for her to stay home more than it does for him to go to the baby-sitter",,,
A,Uh-huh.,,,
B,"so. We try to,",,,
A,"If I had any children I would, uh, I hope that I'll be in a position to stay home with my child because I'm not real, uh, uh, trusting of a lot of people,  uh, especially today.",,,
B,"Yeah,",,,
B,"see I don't know,",,,
A,"People,",,,
A,I  work in the news business,,,
A,"and I just see different things all the time,",,,
B,Yeah.,,,
A,and  people are just crazy these days.,,,
A,They're crazy,,,
A,"and,   and I don't, you know,",,,
B,Yeah.,,,
A,"it takes me a, takes me a long time to just trust someone as a friend,  much  less to, you know, trust someone with my, with my child.",,,
B,Yeah.,,,
B,"Well, see we took our time",,,
B,"and we checked it out,",,,
A,Uh-huh.,,,
B,and we found  a preschool for him.,,,
A,Uh-huh.,,,
B,"And it, you know,",,,
B,"through other folks where I, where I work,",,,
B,I work at T I.,,,
A,Uh-huh.,,,
B,"So, through other folks where we worked we found a nice preschool",,,
B,"it was actually at a licensed preschool,  you  know,",,,
A,Uh-huh.,,,
B,"we, had those requirements,",,,
A,Uh-huh.,,,
B,"so,",,,
A,"I guess that's the best way, you know, to get,  recommendations  from your friends or,  family members.",,,
B,Yeah.,,,
B,"I know,",,,
B,"I'm,",,,
B,"well,",,,
B,that,,,
B,"and, you know, I don't think I would have left him anywhere that would,",,,
B,"I would have stayed home with him first,  before  I left him somewhere that, you know,",,,
A,Uh-huh.,,,
B,"they still have unlicensed baby-sitters running around up here  you  know, I just, I, I don't think I'd take that chance.",,,
A,Huh.,,,
A,Uh-huh.,,,
B,"You know, I think it's out of sight or out of mind,  for less  than,  for more than,  a minute or so.",,,
A,"Yeah,",,,
A,yeah.,,,
A,"I mean you have to be, you've  got to be sure,  that these people,",,,
A,"I mean not that they're going to abuse your child or anything,  but you just have  to be sure that they're going to be watching them, you know,  that  they wouldn't let them drink something or, you know, eat something off the floor,  you  know,",,,
B,But you never know.,,,
B,Yeah.,,,
B,Yeah.,,,
A,"just simple things,  that can be harmful.",,,
B,"But you, you know,",,,
B,"as,  as far as child abuse is these days you never know,",,,
A,Uh-huh.,,,
B,"you  don't know who you can trust,  and  who you can't, you know.",,,
A,Huh.,,,
A,"Then you hear so much, you know, on the news about, uh, child care places",,,
A,"and also, um, senior care facilities, you know, you hear abuse.",,,
B,"Yeah,",,,
B,"senior care, is getting real bad.",,,
A,"Yeah,",,,
A,"and so you just, you just don't know,",,,
A,"and you almost want to, you know, spend a couple of weeks with, in class with your child just to see how it is or something.",,,
B,Yeah.,,,
A,"But,",,,
B,"So, you have no children at all.",,,
A,"No,",,,
A,I don't.,,,
A,Huh-uh.,,,
B,Gee.,,,
A,No.,,,
A,"I'm,",,,
B,Do you miss that part in your life,,,
B,"or,",,,
A,"Uh, no,",,,
A,"I'm only, I'm twenty-three  still  have a little bit of time,",,,
B,Yeah.,,,
B,"Yeah,",,,
B,yeah.,,,
A,"um, it's  just not in the cards for me right now",,,
A,I'm trying to get my career going.,,,
A,"And,",,,
B,"I imagine,",,,
A,Uh-huh.,,,
B,"yeah,",,,
B,"working in the news production,",,,
A,Yeah.,,,
B,"anyway  back to the subject,",,,
A,Yeah.,,,
B,"we  should have discussed this earlier,",,,
B,"but  anyway, it's tough,",,,
A,Uh-huh.,,,
B,"it really is,",,,
B,"it's hard to find good child care,",,,
A,Uh-huh.,,,
B,"and it's hard  to find someplace where you can leave your child and trust that he's,  going  to be fine all day long.",,,
A,Uh-huh.,,,
A,"And you brought up a good point, you know,  about  learning,",,,
B,"And,",,,
A,you just don't want a baby-sitter,,,
A,"you, you would hope that maybe they'd come home and know some of their A B C's or something, you know,",,,
A,"get them,",,,
B,"Yeah,",,,
B,"you know, and he's, he's doing real well,",,,
B,"it, it, it has paid off for him.",,,
A,Uh-huh.,,,
B,"He's in first grade now,",,,
A,Uh-huh.,,,
B,"and he's, you  know, got a second grade reading level and a fourth grade math level.",,,
A,Huh.,,,
B,"So, you know, those early ages when he would, you know, when his mom and dad are at work,  and  he's actually in child care in a preschool not,  just  child care,  you  know, we could have sent him to anybody,  you  know,",,,
A,Yeah.,,,
A,Uh-huh.,,,
A,Right.,,,
A,Uh-huh.,,,
B,"there's a lot people at work that would have baby-sat him but sending him to a preschool where he actually learns something,  has  paid off not only for us,",,,
A,Right.,,,
B,"his, his attitude is I think a little bit,  tall for a  six year old",,,
A,Uh-huh.,,,
B,"and, you know, but his,",,,
A,"Did you take this same, uh, route with your other two children?",,,
B,"Um, they, they were outside my marriage,",,,
A,Okay,,,
A,Uh-huh.,,,
B,"so, I don't know.",,,
A,Uh-huh.,,,
A,"I was wondering how,",,,
B,"I would say, no,",,,
B,"but, you know, all my children,  excel,",,,
A,Uh-huh.,,,
B,"they're, they're  really good,",,,
A,Uh-huh.,,,
B,"and I guess,  no,",,,
B,he learns from the older boys too,,,
