Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,Well.,,,
B,"Do you have, uh, some strong feelings one way or the other about, about the care of the elderly?",,,
A,"Well, yes,",,,
A,I do.,,,
A,"Uh, this is a, a question that hit pretty close to home.",,,
A,I had to go through this with my dad about four years ago.,,,
A,"He was, his health was failing",,,
B,Uh-huh.,,,
A,"and, uh, he was adamant about two things.",,,
A,"One was that I take care of my mother,",,,
A,"and two, that he not be put into a home.",,,
B,Uh-huh.,,,
A,"And we talked, uh, about some length,",,,
A,and I respected his wishes.,,,
A,"He, uh, stayed at home as long as he could,",,,
A,"and then, uh, he died in a hospital.",,,
A,"But, um, I think that, my position is that, uh, you need to find one that you can really have confidence that they are taking care of the, of the, uh, of their clients",,,
B,Yes.,,,
A,"and, um, because I've heard about the many abuses, and because he had heard of so many abuses, he just didn't want that.",,,
B,"Yeah,",,,
B,yeah.,,,
A,How about you?,,,
B,"Well, my graduate work is in speech pathology,",,,
B,"and, uh, so, so, uh, I've thought about this more than once, uh, you know, dealing with",,,
B,"uh, you know, I'm concerned, we're going to have a geriatric, uh, population, in in twenty years it's going to be, you know, phenomenal.",,,
A,"Yeah,",,,
A,"almost thirty, all over thirty percent, isn't it.",,,
B,"Yeah,",,,
B,yeah.,,,
B,"Uh, and, um, but I have been amazed",,,
B,"and, and in talking with, uh, some of my fellow students, it looks as though, um, nursing homes are not going to be the only option any more",,,
B,"and, uh, in twenty years. Uh, where a lot of students are hoping, uh, to work as an in the home type, uh, uh, approach, where, where the, uh, where there's, you know, the speech therapist, or whether it's a nursing specialist or someone plans to, uh, work out of a family's home and take the responsibility away from the family but yet allow the, the loved one to stay, you know, at home with the family members.",,,
A,Uh-huh.,,,
B,"Uh, it's, it's difficult for many families, especially in the case of, uh, of Alzheimer's and, and, uh, some of the more degenerative diseases to, uh, say, uh, uh, leave them, to have them at home, because then the family becomes completely, uh",,,
A,They're captive.,,,
B,exactly.,,,
B,"Yeah,",,,
B,"and, and did, did you experience that with your, with your father or not?",,,
A,"Uh, we had a, at one stage we had care somewhat like, like what you're talking about.",,,
A,We had the Visiting Nurses program,,,
B,Uh-huh.,,,
A,"and they sent somebody in,",,,
A,"and it, it was a, a nominal charge that this, uh, it started out that the lady would come in I think three times a week and eventually got up to the point where they were coming by every day.",,,
B,Yeah.,,,
A,They would try to get him to exercise.,,,
A,"They would try to, uh, you know,",,,
A,"they would check him over to, to, you know, the basic checks.",,,
A,Try to get him to talk and be motivated,,,
B,Uh-huh.,,,
A,"and, uh, that's what we went through.",,,
A,"Uh, up to a point things seemed to be working,",,,
A,"and then, uh, I think, he, he became discouraged",,,
B,Right.,,,
A,"and they did not know how to take care of that,",,,
A,"and then, um, at that point I think it's mostly a psychological problem.",,,
B,Oh.,,,
A,"And, uh, but, yes,",,,
A,I agree there's a lot of options.,,,
A,There could be a lot of options.,,,
B,Uh-huh.,,,
A,"I think it's time that, uh, we decide to do something about it.",,,
B,Yeah.,,,
A,Um.,,,
B,Definitely.,,,
B,"You know, one of the other subjects on the switchboard, and this is one that I've been thinking applies here, uh, where, where, uh, young, young kids, uh, graduating from high school, whether they should do a community service type work.",,,
B,"This would be an excellent example of some where, uh, some place where, um, the community could be more involved, you know, more than just leaving it only to professionals.",,,
B,"There is a lot the community, the community can do to, uh, enhance the, or, or assist the lives of those who are keeping a loved one at home.",,,
A,I suppose at one time the church would fulfill this need.,,,
B,Possibly before.,,,
B,I don't know now.,,,
A,"Yeah,",,,
A,"the church or synagogue, whatever because typically these were close knit groups at one time,",,,
B,Uh-huh.,,,
A,"but in today's large metropolitan areas, or even in most, even, even the rural areas now, people are not quite as close as they once were.",,,
B,Huh-uh.,,,
A,"Uh, the mobility factor, the factor that, uh, oh, we're living longer and people are less trusting, all these things tend to destroy this type of system.",,,
A,"But I agree with you,",,,
A,there might be some possibilities there.,,,
B,Uh-huh.,,,
A,Although dealing with geriatrics is something a lot of young people just aren't emotionally prepared to do.,,,
B,I agree.,,,
B,"That's a, that's a good point.",,,
A,I think they would have to have some training.,,,
