Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"I'm Nevin from Sunnyvale, California.",,,
B,"Hi,",,,
B,"this is Jim Bliss from Minneapolis, Minnesota.",,,
B,How you doing?,,,
A,Pretty good.,,,
B,Good.,,,
B,"Uh, I guess the topic is trial by jury and how we should change that or how we would change it.",,,
A,Yep.,,,
B,"Uh, I'm ready whenever you are.",,,
A,Okay,,,
B,"So, uh, what are your, what are your thoughts on the subject there?",,,
A,"Well I definitely think, like decisions have to be unanimous.",,,
B,Yeah.,,,
B,"Yeah,",,,
B,I think that's probably a good thing.,,,
A,It's probably the safest thing.,,,
B,Yeah.,,,
B,"I mean, it's to easy to get a quorum",,,
A,Yep,,,
B,and simple majority won't do.,,,
A,No.,,,
A,"And even like, you know, two-thirds majority, I mean, it's",,,
B,"Yeah,",,,
B,"that's,",,,
B,"yeah,",,,
B,quorums are to easy to get.,,,
A,Yep.,,,
B,"And there's always that, that chance that one or two people could be playing devil's advocate for a good reason, you know.",,,
B,"So it's, it's",,,
B,definitely,,,
B,"but, uh, I don't know.",,,
B,"I could, I couldn't believe they suggested that judges should be doing the sentencing.",,,
A,Yeah.,,,
A,Like Gives them a little too much power,,,
B,Yeah,,,
B,"I, I know of a couple of people at least who would be arguing with that. Or arguing against that pretty vehemently.",,,
B,"But, uh,",,,
A,"Plus, you know, you may be, you know, doing, you know, a, a guilty verdict",,,
A,"but it may not be, you know, it may be for technical reasons",,,
B,Yeah.,,,
B,"About the only good thing I would say about that is it that it would, uh, hurry the process up a bit",,,
A,Yeah.,,,
B,"but I mean even now we've got, I know we've got plenty of cases out there where people have been wrongly convicted and things like that",,,
B,and  that's what the trial by jury.,,,
A,I  know .,,,
B,"I mean, jeez if, if the judge was doing it himself, without any checks and balances  whose to say.",,,
A,Yeah.,,,
A,"It,",,,
A,there would be  much more of that,,,
B,Yeah,,,
B,no doubt.,,,
B,Are you involved in the legal system at all?,,,
A,No.,,,
A,"But I .  I tend to follow it just to, just to know what's going on.",,,
B,Okay.,,,
B,"Yeah,",,,
B,yeah.,,,
B,I've got some friends that are lawyers,,,
B,so.,,,
A,"Yeah,",,,
A,I do too,,,
A,so.,,,
B,One of them just got his law degree.,,,
B,"But, uh, to tell you the truth, I'm not real familiar with, uh, the system of jurisprudence the way it is right now.",,,
A,No.,,,
B,I  really haven't studied it in depth.,,,
A,Yeah.,,,
A,"I know a little more about civil cases when, than criminal cases. Which is,",,,
B,Yeah.,,,
A,"it's more in how you present it versus, you know, who's right.",,,
B,I'm sure of it.,,,
B,"Because a lot of those things, it's all, it's in, it's largely a matter of viewpoint. And who can argue their case better.",,,
A,Yep.,,,
B,"Uh, it's kind of weird.",,,
B,"I don't know,",,,
B,you I always think about watching the PEOPLE'S COURT or something. And how weird those cases get.,,,
B,"It's just,",,,
B,Yeah.,,,
A,"like, you know, you go say okay, we can't bring up this point because then they're going to, you know,",,,
A,"the opposition will say this, this and this and",,,
B,Uh-huh.,,,
B,"And it's like, boy, the stuff that they can twist around is,",,,
A,Yep,,,
B,it's pretty amazing.,,,
A,"And it's like the, the truth isn't really important anymore.",,,
A,"It's,",,,
B,"Yeah,",,,
B,it's not.,,,
B,"And then you get people who, who bring in cases just because they want to bring them up just because.",,,
A,Yep.,,,
B,"Like this, this friend of mine's pretty obnoxious",,,
B,and he really gets into suing people.,,,
B,"And so he'll, he'll sue just about anybody just for the chance to get into court, and argue his case you know, It is. It's, it's wasting people's time and the taxpayers' money and everything else. *aa,sv",,,
A,"but,",,,
B,"But, uh,",,,
A,Yeah,,,
A,"but  it's for the more general,",,,
A,people don't want to take responsibility.,,,
B,Yeah.,,,
A,"You know, it's,",,,
B,"And, and  most of the time they're looking to place blame.  Uh  and stuff.",,,
A,Yep,,,
B,"See, you're from California,",,,
B,is that right?,,,
A,"Uh, yeah.",,,
A,Well originally from Chicago,,,
A,"but,",,,
B,"Oh, okay.",,,
B,I was just thinking,,,
B,"I wonder, I wonder how, how the civil system or the court system must differ between there and say where I am in Minneapolis.",,,
A,"I really,",,,
B,"From what I understand, it's all pretty the same except when you get to Louisiana.",,,
B,"And Louisiana is completely different cause it was based on the,",,,
B,"what is it,",,,
B,it's based on common law,,,
B,and the rest of the country is not or something like that.,,,
A,Yeah.,,,
B,Pretty strange.,,,
B,"But, uh, fortunately I never have had to go in even, even for jury duty.",,,
A,"Yeah,",,,
A,"I haven't either other than,",,,
B,"But, uh, that friend of mine's telling me that I might have to go in for, uh, as a witness.",,,
B,He may subpoena me.,,,
B,So we'll see what happens.,,,
B,"But, uh,",,,
A,I'm not really sure how we could change the legal system to make it better. .,,,
B,Yeah.,,,
B,"It's,",,,
B,"there are too many big problems, you know.",,,
B,"There's, there's such a backlog of court cases right now. You know, to try to get them all in in a good time",,,
A,I know.,,,
B,and we already have too many lawyers as it is.,,,
A,Yeah.,,,
A,"And if it's criminal cases we, you can't put them in jail because there's no room left.",,,
B,Yeah.,,,
B,"Yeah,",,,
B,that's true.,,,
B,"And, in fact, they're even letting some go.",,,
A,Yeah.,,,
B,"I, I, I'm originally from Florida",,,
B,"and it's like it seems like every year they let out more and more just cause they don't have room for them, you know.",,,
A,Huh.,,,
B,"That's not a, that's not a good solution either.",,,
A,Not at all.,,,
B,"I'm not real sure what the,",,,
