Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,"Okay,",,,
B,so now what are your opinions on recycling?,,,
A,"Well, I definitely think that we need to start recycling.",,,
A,"I think it has got to be an individual responsibility until,",,,
A,"I think if we wait, uh, which is happening until somebody says we have to do it it is going to be to late.",,,
B,Yeah.,,,
A,I have heard reports around here that the landfills will be full by the year two thousand.,,,
B,"Yeah,",,,
B,I have heard that too.,,,
A,"And that is not too far away,",,,
A,but I don't know how it is there.,,,
A,It is very difficult here even if you care like I do to do much.,,,
A,"I take, my paper,",,,
A,I can take plastic and paper bags back to the grocery store,,,
B,Uh-huh.,,,
A,and I can take plastic like milk cartons or if they have water in them,,,
A,and there are some fire stations I can take newspapers to,,,
A,and that is very inconvenient cause I have to wait until I have enough of them to make the trip worthwhile.,,,
B,"Well see, I started saving newspapers",,,
B,and I would take a ton of them,,,
A,Uh-huh.,,,
B,"and, uh, that's, I can't remember where I went to take them,",,,
B,but they wouldn't take them.,,,
A,Yeah.,,,
A,It is real hard to find a spot,,,
A,"and then, I don't know if you note, even doing that, the amount of trash we throw away is incredible",,,
A,bottles,,,
B,Oh I know.,,,
A,glass,,,
A,"that cannot be, it could be recycled,",,,
A,"but there is no place to,",,,
B,There is no really recycling  facilities.,,,
A,No.,,,
A,"We have a pilot program in Arlington going on I think in the north part of the city where they are have people people separate the garbage as, the trash as they put it out.",,,
B,I think that is a good idea.,,,
A,And I think that is what it is going to have to come to. Where we are just forced to.,,,
B,"Besides, well like a law or whatever.",,,
B,that's how it is in New York isn't it.,,,
A,Yeah.,,,
A,"I think so,",,,
A,"just because they have to. You know,",,,
B,Uh-huh.,,,
B,And you get ticketed if you don't do it right.,,,
A,"Right,",,,
A,uh-huh.,,,
A,"And I think it is going to come to that because some people will just not go to the,",,,
A,"it's, It's trouble for me to do what I do",,,
B,Yeah.,,,
A,"I mean, I am willing to do it",,,
A,"but,",,,
B,Plus you have to have a place to store all of it,,,
A,Yeah.,,,
B,and see I live in an apartment.,,,
A,Yeah.,,,
A,It is very difficult.,,,
A,Like our garage is always full of sacks of newspapers,,,
A,"and, so, I don't know.",,,
A,I think there needs to be more places,,,
A,and also I have a real strong opinion.,,,
A,"In Iowa, the state I am from uh, I believe it has gone up to a dollar now.",,,
B,Uh-huh.,,,
A,"Every time you buy a container, no matter what it is, whether it is glass, whether it's a beer can or a fifth of whiskey or a pop or whatever, you pay ten cents for it",,,
B,Yeah.,,,
A,and then you take it back to the store,,,
A,and you get it back.,,,
B,"Uh, so that way it kind of forces you to recycle.",,,
A,You are forced to.,,,
A,"And, uh, you also don't see the litter there.",,,
A,"People just,",,,
B,"Yeah,",,,
B,that's  true.,,,
A,It makes it worthwhile to take it back,,,
A,"and I've just started drinking a new water called Clearly Canadian,",,,
A,I don't know if you've tried it,,,
B,"Yeah,",,,
B,I have seen them.,,,
A,"and they have on the it's five cents, that they pay five cents",,,
