Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,Do you have any children?,,,
B,"Yeah,",,,
B,"I have two, two boys, twelve and sixteen.",,,
A,Twelve and sixteen.,,,
B,"Uh-huh,",,,
B,how about you?,,,
A,"Well, I have three,",,,
A,"and, uh, they're five and three and nineteen months.",,,
B,Oh.,,,
A,So we kind of got different ball game,,,
A,"but, uh.",,,
B,Right,,,
A,"What, uh,",,,
A,"do you feel like you have any time, to spend with them?",,,
B,Well.,,,
A,They're probably at an age where they don't want to spend any time with their parents.,,,
B,That's true,,,
B,"You actually, of course, spend less time with them when they get older,",,,
B,"but it's, of course, still really important.",,,
A,Right.,,,
B,"I have a kind of a fortunate situation, I think, right now with my sixteen year old.",,,
B,"Um, I work two nights a week at a,",,,
B,I'm a librarian,,,
A,"Oh, uh-huh.",,,
B,and I work two nights a week at the Senior High School library.,,,
B,"They keep it open, you know, for kids to do their work",,,
A,Right.,,,
B,"and he, um, and then they, the school district hires an aide, you know, to work for me.",,,
A,Sure.,,,
B,"Well, my son is my aide.",,,
A,"Oh, well, that's nice.",,,
B,"So, two nights a week for four hours we're stuck together",,,
A,You're stuck together.,,,
B,and there's usually not very much business.,,,
A,No.,,,
B,"I mean, some nights it's just real, real quiet.",,,
B,So.,,,
A,I would suspect your nights would be pretty quiet for the most part.,,,
B,"So we, I have sort of a captive audience,",,,
B,"so I really do spend probably more time with him than, than most, you know.",,,
A,Right.,,,
B,"But, uh, of course I'm away from my other son those hours, too.",,,
B,But his dad's at home pretty much that time.,,,
A,"And so that kind of gives him, uh, time with his dad, then.",,,
B,"Yeah,",,,
B,"that's true,",,,
B,yeah.,,,
A,Gives him a little bit of that individual time.,,,
B,"But, but it is hard, once they get that age,",,,
B,"I mean, their friends are the most important thing there is.",,,
A,"Right,",,,
A,"and they want to be able to spend, uh.",,,
B,That's right.,,,
A,"Well, I've even noticed that with my five year old. She started kindergarten this year,",,,
A,"and every day that she's not at school, uh, she thinks we need to have someone over and play",,,
B,Uh-huh.,,,
B,Uh-huh,,,
A,and that kind of,,,
