Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Um, hello, um,",,,
A,"what is your favorite, um, food for a dinner party?",,,
B,"Um, I don't know,",,,
B,"I, I think I make things, you know,",,,
B,"I do things kind of simple because I, you know, I just have close friends over.",,,
B,I make like lasagna,,,
B,"and, uh, oh, we like to have barbecues outside so, you know, when the weather's nice because in Texas you have a lot of nice weather,",,,
B,"so, we do a lot of, um, things like that.",,,
B,"Um, I'm not really into gourmet cooking,",,,
B,"so, I don't know how to do that,",,,
B,"so, I don't have gourmet foods",,,
A,Do you do Tex-Mex?,,,
B,"Um, yeah,",,,
B,"you know, like fajitas and stuff like that,",,,
B,so.,,,
A,"Oh, fajitas,",,,
A,how do you make fajitas?,,,
B,"Um, it's kind of like made out of skirt steak",,,
B,and you marinate it.,,,
A,Uh-huh.,,,
B,You can buy marinating mixes here,,,
B,"I don't know, get it up there.",,,
A,Oh.,,,
B,"Uh, you can, you know, marinate it in any kind of barbecue sauce you like",,,
B,"and then you, uh, you quick fry it real fast with, in hot, hot grease. You know, not a not, not deep frying it",,,
B,"but you can either barbecue it which is really good, with, uh, green beans, not green beans but green peppers and red peppers and onions.",,,
B,"And, uh, then you put it on a flour, like, you know,",,,
B,"you make your meat real, uh, thin, you know, bite-size pieces.",,,
A,Uh-huh.,,,
B,"Then you put it on flour tortillas with, you know, guacamole and, uh, sour cream and, you know, all kinds of, you know,",,,
B,it's like a Tex-Mex type thing.,,,
A,"Oh, it sounds good.",,,
B,It's really good.,,,
B,You can do it with chicken too.,,,
B,Chicken fajitas and stuff.,,,
A,Okay.,,,
B,So.,,,
A,"Well, that's nice.",,,
B,"So, what kind of cooking do you do up there?",,,
A,"Oh, well, basically, um, because I lived in the Middle East for a while I tend to fix Middle Eastern foods when I have, have people over.",,,
A,"And so, um, some of the dips are like chick peas mashed with, um, sesame.",,,
B,Uh-huh.,,,
A,"And, uh, cold um,",,,
A,"what's it called,",,,
A,"I forgot, what it's called,",,,
A,"anyway and, and my,",,,
B,You cook them so often you kind of forget their names.,,,
A,"That's right,",,,
A,that's right.,,,
B,"Yeah,",,,
B,yeah.,,,
A,"It's called ,",,,
A,now I remember it.,,,
B,Oh.,,,
A,"And, um, dipping Arabic bread, the thin piece of bread in that.",,,
B,Uh-huh.,,,
A,"Or another dip is made with, very similar but with, um, eggplant which has been actually",,,
A,it ends up with a barbecued taste.,,,
A,"I,",,,
A,although we usually bake it in the oven,,,
A,"or if we have, uh,",,,
A,"those of us that have gas stoves bake it on top just like putting it in the gas flame and sort of getting it black, on the outside but mushy on the inside.",,,
B,Oh.,,,
B,"Oh, that's unusual I'd never heard of anything like that, you know.",,,
B,"Here in Texas it's all, you know, Tex-Mex cooking and barbecue",,,
B,"and,",,,
A,But barbecue is it like steaks,,,
A,"or is it, uh, turkey?",,,
B,"Yeah,",,,
B,you barbecue,,,
B,Pardon me?,,,
A,Would you barbecue a turkey or a chicken,,,
A,"or,",,,
B,"Oh, yeah,",,,
B,you can barbecue turkey if you have a big enough grill,,,
B,"but my, I cook my turkeys inside, you know,",,,
B,it,,,
B,you can buy smoked turkeys.,,,
A,Uh-huh.,,,
B,"And or, uh, but most the stuff that we barbecue is like steak and chicken and hamburgers, hot dogs, you know,",,,
A,Uh-huh.,,,
B,"the simple things like that,",,,
A,Uh-huh.,,,
B,"You know, barbecue beans and baked beans",,,
B,"and,",,,
A,Uh-huh.,,,
A,I'm sure that the chicken that we barbecue from the Middle East has a lemon garlic sauce.,,,
A,I wouldn't imagine that a barbecued chicken would.,,,
B,"No,",,,
B,"no,",,,
B,"this is more like hickories, hickory type, you know,",,,
A,Uh-huh.,,,
B,depending on the,,,
B,"it's like a smokey flavor, if you've ever, you know, had stuff like that.",,,
A,Uh-huh.,,,
B,"Yeah,",,,
B,it's totally different.,,,
B,"Sounds like it would be interesting to eat some of the Middle Eastern cooking,",,,
B,so.,,,
A,"Right,",,,
A,right.,,,
B,Yeah.,,,
A,"Well, it's been fun talking to you.",,,
B,"Yeah,",,,
B,"it's been fun,",,,
B,"it's been nice,",,,
B,"it's, uh, you know, new to learn some, what different people eat,",,,
A,Right.,,,
B,I come from Wyoming,,,
B,"and it's basically the same, same type of thing except for you do eat more the Tex-Mex down here,",,,
B,so.,,,
A,"Uh, in Wyoming it would be less spicy?",,,
B,"Yeah,",,,
B,"yeah,",,,
B,"you, you know,",,,
B,"down there it's just like meat and potatoes, you know.",,,
A,Vegetables once in a while.,,,
B,"Yeah,",,,
B,right,,,
A,"Oh, dear.",,,
B,"Well, it's been interesting to talk to you.",,,
A,"Okay,",,,
A,very good.,,,
B,Thank you for calling.,,,
A,"Okay,",,,
A,bye-bye.,,,
B,Bye-bye.,,,
